abstract-quality;['personnalité', 'problème de personnalité', 'caractère'];Combinaison de caractéristiques émotionnelles, d'attitude et de comportement d'un individu
taxonomic-collective;['badianier', 'illicium', 'illiciaceae', 'illiciacées', 'genre illicium'];Genre de plantes
taxonomic-collective;['camelina', 'caméline', 'cameline', 'genre camelina'];Genre de plantes
taxonomic-collective;['rorippa', 'genre rorippa'];Genre de plantes
taxonomic-collective;['fumeterre', 'fumaria', 'fumaria agraria', 'genre fumaria'];Genre de plantes
taxonomic-collective;['tribulus', 'genre tribulus'];Genre de mollusques
taxonomic-collective;['célosie', 'celosia', 'celosie', 'genre celosia'];Genre de plantes
taxonomic-collective;['macrotyloma', 'genre macrotyloma'];Genre de plantes
taxonomic-collective;['hordeum', 'orge', 'genre hordeum'];Genre de graminées
taxonomic-collective;['ageratina', 'genre ageratina'];Genre de plantes
taxonomic-collective;['arabis', 'cardaminopsis', 'arabette', 'arabette|lt=vaistutis|nl=scheefkelk', 'genre arabis'];Genre de plantes
taxonomic-collective;['renoncule', 'ranunculus', "bouton-d'or", "bouton d'or", 'renoncules', 'eau-renoncule', 'genre ranunculus'];Genre de plantes
taxonomic-collective;['érable', 'érables', 'acer', 'erable', 'érablaie'];Genre d'arbres et d'arbustes
taxonomic-collective;['plesiosauria', 'plésiosauriens', 'plesiosaurien', 'plésiosaurien', 'sous-ordre plesiosauria'];Ordre éteint de diapsides marins
taxonomic-collective;['sauropoda', 'sauropodes', 'sauropode', 'eusauropod', 'sous-ordre des sauropodes'];Infra-ordre de dinosaures
taxonomic-collective;['malus', 'pommier', 'pommiers'];Village en Russie
taxonomic-collective;['malus', 'pommier', 'pommiers'];Genre d'arbres
taxonomic-collective;['notonectidae', 'notonectes', "abeille d'eau", 'notonecte', 'famille notonectidae'];Famille d'insectes
taxonomic-collective;['saprolegnia', 'genre saprolegnia'];Genre de champignons
taxonomic-collective;['isoetales', 'isoetales ordre'];Ordre de plantes
taxonomic-collective;['diaspididae', 'famille diaspididae'];Famille d'insectes
taxonomic-collective;['lindera', 'genre lindera'];Genre d'insectes
taxonomic-collective;['cynara', 'genre cynara'];Genre de plantes vivaces
taxonomic-collective;['calliophis', 'maticora', 'callophis', 'genre calliophis', 'genre callophis'];Genre de reptiles
taxonomic-collective;['cinnamomum', 'malabarthe', 'malobarthe', 'cannelier', 'canneliers', 'genre cinnamomum'];Genre de plantes
taxonomic-collective;['pterocarya', 'genre pterocarya'];Genre de plantes
taxonomic-collective;['reduviidae', 'réduvidés', 'reduve', 'reduvidé', 'reduvidés', 'réduve', 'réduves', 'réduvidé', 'famille reduviidae'];Famille d'insectes
taxonomic-collective;['dacrydium', 'genre dacrydium'];Genre de plantes
taxonomic-collective;['conospermum', 'genre conospermum'];Genre de plantes
taxonomic-collective;['hakea', 'genre hakea'];Genre de plantes
taxonomic-collective;['taxodium', 'genre taxodium'];Genre de plantes
taxonomic-collective;['coleonyx', 'genre coleonyx'];Genre de reptiles
taxonomic-collective;['civette palmiste à bandes', 'hemigalus', 'civette palmiste a bandes', 'hemigalus derbyanus', 'genre hemigalus'];Espèce de mammifères
taxonomic-collective;['actaea', 'cimicifuga', 'genre actaea'];Genre de plantes
taxonomic-collective;['adansonia', 'baobab', 'genre adansonia'];Genre de plantes
taxonomic-collective;['ogcocephalidae', 'ogcocephalidé', 'ogcocephalidés', 'ogcocephalioidea', 'poisson chauve-souris', 'poisson chauve souris', 'famille ogcocephalidae'];Famille de poissons
taxonomic-collective;['siboglinidae', 'pogonophore', 'pogonophora', 'pogonophora phylum'];Famille de vers
taxonomic-collective;['bombyliidae', 'bombiliides', 'bombylidae', 'bombyliidé', 'famille bombyliidae'];Famille de diptères
taxonomic-collective;['pyralidae', 'pyralidés', 'famille pyralidae', 'famille pyralididae', 'moth museau', 'pyralididae'];Famille d'insectes
taxonomic-collective;['phegopteris', 'genre phegopteris'];Genre de plantes
taxonomic-collective;['beta', 'betterave maritime', 'bêta', 'genre beta'];Genre de plantes de la famille des Chénopodiacées
taxonomic-collective;['aristolochiaceae', 'aristolochiacée', 'aristolochiacées', 'famille aristolochiaceae', 'famille clématite'];Famille de plantes
taxonomic-collective;['ceratopogonidae', 'cératopogonides', 'cératopogonidé', 'brûlots', 'famille ceratopogonidae'];Famille de diptères
taxonomic-collective;['tantilla', 'genre tantilla'];Genre de reptiles
taxonomic-collective;['utriculaire', 'utricularia', 'genre utricularia'];Genre de plantes
taxonomic-collective;['leptotyphlops', 'glauconia', 'genre leptotyphlops'];Genre de reptiles
taxonomic-collective;['narthecium', 'abama', 'genre narthecium'];Genre de plantes
taxonomic-collective;['synaptomys', 'campagnol-lemming', 'genre synaptomys', 'tourbière de lemmings'];Genre de mammifères
taxonomic-collective;['brachinus', 'genre brachinus'];Genre d''insectes
taxonomic-collective;['emydidae', 'tortues de boue', 'émyde', 'émydidés', 'famille emydidae'];Famille de reptiles
taxonomic-collective;['apogonidae', 'apogonidés', 'famille apogonidae', 'poisson cardinal'];Famille de poissons
taxonomic-collective;['trichomanes', 'trichomanes genre'];Genre de plantes
taxonomic-collective;['buteo', 'asturina', 'buse', 'genre buteo'];Genre d'oiseaux
taxonomic-collective;['hemerobiidae', 'famille hemerobiidae'];Famille d'insectes
taxonomic-collective;['fagopyrum', 'genre fagopyrum'];Genre de plantes
taxonomic-collective;['ictiobus', 'genre ictiobus', 'poisson buffalo', 'poissons buffle'];Genre de poissons
taxonomic-collective;['cyperaceae', 'cypéracée', 'cypéracées', 'carex', 'famille cyperaceae', 'famille des carex'];Famille de plantes
taxonomic-collective;['emberizidae', 'emberizinae', 'embérizidé', 'embérizidés', 'bruant', 'bruant américain', 'emberizidés', 'embérizinés', 'emberizinae sous-famille', 'sous-famille des emberizidae'];Famille de passereaux
taxonomic-collective;['smilisca', 'pternohyla', 'genre pternohyla'];Genre d'amphibiens
taxonomic-collective;['stromateidae', 'stromatées', 'famille stromateidae'];Famille de poissons
taxonomic-collective;['grassette', 'pinguicula', 'grassettes', 'genre pinguicula'];Genre de plantes
taxonomic-collective;['theobroma', 'genre theobroma'];Genre de plantes
taxonomic-collective;['aythya', 'fuligule', 'genre aythya'];Genre d'oiseaux
taxonomic-collective;['graptophyllum', 'genre graptophyllum'];Genre de plantes
taxonomic-collective;['dianthus', 'œillet', 'œillets', 'genre dianthus'];Genre de plantes
taxonomic-collective;['lentibulariaceae', 'lentibulariacées', 'lentibulariacée', 'famille lentibulariaceae', 'famille utriculaire'];Famille de plantes
taxonomic-collective;['theropoda', 'théropodes', 'theropode', 'théropode', 'dinosaure théropode', 'sous-ordre theropoda'];Groupe de dinosaures
taxonomic-collective;['dermestidae', 'dermestidés', 'famille dermestidés'];Famille d'insectes
taxonomic-collective;['chondrichthyes', 'chondrichthyens', 'chondrichtyens', 'poissons cartilagineux', 'chondrichthyen', 'chondrichtyen', 'poisson cartilagineux', 'chondrichthyes|fr:chondrichthyens', 'chondrichthyes classe'];Classe des poissons cartilagineux
taxonomic-collective;['felidae', 'félidés', 'félins', 'félidé', 'félin', 'les félins', 'fauve', 'famille des félidés'];Famille de mammifères de l’ordre des carnivores
taxonomic-collective;['ruminantia', 'ruminant', 'ruminants', 'sous-ordre des ruminants'];Sous-ordre de mammifères
taxonomic-collective;['entandrophragma', 'genre entandrophragma'];Genre de plantes
taxonomic-collective;['ictalurus', 'genre ictalurus'];Genre de poissons
taxonomic-collective;['anthrisque', 'anthriscus', 'anthrisques', 'genre anthriscus'];Genre de plantes
taxonomic-collective;['xyris', 'genre xyris'];Genre de plantes
taxonomic-collective;['genista', 'chamaespartium', 'teline', 'genre genista'];Genre de plantes
taxonomic-collective;['falconiformes', 'falconiforme', 'accipitriformes', 'ordre des falconiformes'];Ordre d'oiseaux
taxonomic-collective;['colchique', 'colchicum', 'colchiques', 'genre colchicum'];Genre de plantes
taxonomic-collective;['fagaceae', 'fagacée', 'fagacées', 'famille du hêtre', 'famille fagaceae'];Famille d''arbres et d''arbustes
taxonomic-collective;['œnothère', 'oenothera', 'onagre', "huile d'onagre", 'oenothère', 'herbe aux ânes', 'oenothere', 'genre oenothera'];Genre de plantes
taxonomic-collective;['salsola', 'kali', 'genre salsola'];Genre de plantes
taxonomic-collective;['matricaire', 'matricaria', 'chamomilla', 'tripleurospermum', 'genre matricaria'];Genre de plantes
taxonomic-collective;['potentille', 'potentilla', 'potentilles', 'genre potentilla', 'tormentille'];Genre de plantes
taxonomic-collective;['agavoideae', 'agavaceae', 'agavacées', 'famille des agavaceae', 'famille des agaves', 'famille sisal'];Sous famille de plantes
taxonomic-collective;['eriocaulaceae', 'ériocaulacées', 'ériocaulacée', 'famille eriocaulaceae', 'famille ériocaulon'];Famille de plantes
taxonomic-collective;['dipterocarpaceae', 'diptérocarpacées', 'diptérocarpacée', 'monotaceae', 'famille dipterocarpaceae'];Famille de plantes
taxonomic-collective;['lygodium', 'genre lygodium'];Genre de plantes
taxonomic-collective;['sapindaceae', 'sapindacée', 'sapindacées', 'famille savonnier', 'sapindaceae famille'];Famille de plantes
taxonomic-collective;['capsicum', 'piment', 'malagueta', 'piments du genre capsicum'];Genre de plantes à fleur de la famille des Solanaceae
taxonomic-collective;['arecaceae', 'arécacées', 'palmae', 'palmacées', 'palmier', 'palmaceae', 'palmiers', 'arécacée', 'foret de palmiers', 'palm tree', 'palmacée', 'palmeraies', '🌴', 'arecoideae', 'famille des arecaceae', 'famille des palmiers', 'famille palmaceae', 'famille palmae'];Famille des palmiers
taxonomic-collective;['simaroubaceae', 'simaroubacées', 'simaroubacée', 'simarubaceae', 'famille quassia', 'famille simaroubaceae'];Famille de plantes
taxonomic-collective;['deparia', 'genre deparia'];Genre de plantes
taxonomic-collective;['calystegia', 'genre calystegia'];Genre de plantes
taxonomic-collective;['tineoidea', 'tinéoidés', 'papillon tineoid', 'superfamille tineoidea'];Super-famille de lépidoptères
taxonomic-collective;['eleusine indica', 'éleusine des indes', 'herbe cour', 'yardgrass'];Espèce de plantes de la famille des Poaceae
taxonomic-collective;['xanthium', 'genre xanthium'];Genre de plantes
taxonomic-collective;['gadiformes', 'gadiforme', 'gadiformes ordre'];Ordre de poissons osseux
taxonomic-collective;['acropora', 'acropores', 'acropore', 'acropora spp.', 'genre acropora'];Genre de cnidaires
taxonomic-collective;['hydrozoa', 'hydrozoaires', 'hydraire', 'hydrozoaire', 'geryoniidae', 'classe hydrozoaires', 'hydroméduses'];Classe de cnidaires
taxonomic-collective;['auriculariales', 'champignons en gelée', 'champignons gélatineux', 'heterobasidiomycetes', 'hétérobasidiomycètes', 'afin auriculariales'];Ordre de champignons
taxonomic-collective;['proteales', 'protéales', 'proteales ordre'];Ordre de plantes
taxonomic-collective;['punica', 'grenade', 'genre punica'];Genre de plantes
taxonomic-collective;['clethraceae', 'cléthracée', 'cléthracées', 'blanc aulne famille', 'famille clethraceae'];Famille de plantes
taxonomic-collective;['caféier', 'coffea', 'cafeier', 'genre coffea', 'plants de café'];Genre de plantes
taxonomic-collective;['leptinotarsa', 'genre leptinotarsa'];Insecte coléoptère
taxonomic-collective;['ctenophora', 'cténophores', 'cnétophore', 'ctenophore', 'cténaire', 'cténaires', 'cténophore', 'ctenophora phylum'];Embranchement animal
taxonomic-collective;['acer negundo', 'négondo', 'érable du manitoba', 'érable negundo', 'erable du manitoba', 'erable negundo', 'acer negondo', 'érable à feuilles composées', 'érable à giguère', 'box elder', 'boxelder', "cendres à feuilles d'érable", 'érable négondo'];Espèce d'arbre
taxonomic-collective;['eleutherodactylus', 'coqui', 'coquí', 'epirhexis', 'euhyas', 'ladailadne', 'malachylodes', 'pelorius', 'schwartzius', 'sminthillus', 'syrrhophus', 'tomodactylus', 'genre eleutherodactylus'];Genre d'amphibiens
taxonomic-collective;['basidiomycota', 'pucciniomycetes', 'basidiomycète', 'basidiomycetes', 'basidiomycètes', 'basidiomycotina', 'basidiomycotina subdivision', 'subdivision basidiomycota'];Classe de champignons
taxonomic-collective;['hamamelidaceae', 'hamamélidacées', 'hamamélidacée', 'famille hamamelidaceae', 'hamamélis famille'];Famille de plantes
taxonomic-collective;['scaphosepalum', 'genre scaphosepalum'];Genre de plantes
taxonomic-collective;['dracula', 'genre dracula'];Genre d''orchidées
taxonomic-collective;['coleoidea', 'coléoïde', 'coléoïdes', 'coleidea', 'dibranchia', 'dibranchia sous-classe', 'dibranchiata', 'sous-classe dibranchiata'];Sous-classe de céphalopodes
taxonomic-collective;['gnathostomata', 'gnathostomes', 'gnathostome', 'gnatosthome', 'poisson à mâchoire', 'gnathostomata superclasse'];Infra-embranchement d'animaux vertébrés qui ont la particularité de posséder une mâchoire
taxonomic-collective;['magnoliopsida', 'dicotylédones', 'dicotylédone', 'dicotyledone', 'dicotyledones', 'hétéroxylé', 'magnoliopside', 'classe dicotyledonae', 'classe magnoliopsida', 'dicotyledonae', 'dicotylédones de classe'];Classe de plantes
taxonomic-collective;['alcyonacea', 'alcyonaire', 'corail mou', 'coraux mous', 'sous-ordre alcyonacea'];Ordre de cnidaires
taxonomic-collective;['taxodiaceae', 'taxodiacée', 'taxodiacées', 'famille séquoia', 'sous-famille taxodiaceae'];Famille de plantes
taxonomic-collective;['ginkgoaceae', 'ginkgoacée', 'ginkgoacées', 'ginkgoophyta', 'ginkgoales', 'ginkgophyta', 'ginkgopsida', 'famille ginkgo', 'famille ginkgoaceae'];Famille de plantes
taxonomic-collective;['micrurus', 'elaps', 'leptomicrurus', 'genre micrurus'];Genre de reptiles
taxonomic-collective;['octocorallia', 'alcyonaria', 'octocoralliaires', 'octocorail', 'octocoralliaire', 'les octocoralliaires', 'alcyonaria afin', 'alcyonarian', 'octocoraux'];Sous-classe de cnidaires
taxonomic-collective;['zea', 'téosinte', 'genre zea'];Genre de plantes
taxonomic-collective;['amaranthaceae', 'amaranthacée', 'amaranthacées', 'amarantacée', 'famille amarante', 'famille amaranthaceae'];Famille de plantes
taxonomic-collective;['lepidium', 'cresson alénois', 'lepidium sativum', 'lépidie', 'genre lepidium'];Genre de plantes
taxonomic-collective;['periplaneta', 'genre periplaneta'];Genre d''insectes
taxonomic-collective;['sophora', 'sophoras', 'genre sophora'];Genre de plantes
taxonomic-collective;['erigeron', 'achaetogeron', 'vergerette', 'érigéron', 'genre erigeron'];Genre de plantes
taxonomic-collective;['erigeron', 'achaetogeron', 'vergerette', 'érigéron', 'genre erigeron'];Genre de plantes
taxonomic-collective;['cotula', 'genre cotula'];Genre de plantes
taxonomic-collective;['digitaria', 'digitaire', 'genre digitaria'];Genre de plantes
taxonomic-collective;['mitchella', 'genre mitchella'];Genre d''insectes
taxonomic-collective;['chauna', 'genre chauna'];Genre d''oiseaux
taxonomic-collective;['crocodilia', 'crocodiliens', 'crocodylia', 'crocodilien', 'suchia', 'afin crocodylia', 'crocodylian', 'pour les crocodiliens'];Ordre de reptiles
taxonomic-collective;['corvidae', 'corvidés', 'corvidae sensu stricto', 'corvidé', 'corvini', 'corividés', 'famille corvidae'];Famille d'oiseau
