abstract-quality;['osobnosť'];Osobnosť definícií existuje okolo 110.
simple-planned-collective;['dav', 'partia', 'davu'];Dav je sústredenie väčšieho počtu anonymných osôb na rovnakom mieste, ktoré sú vzájomne ovplyvňované vzájomnou fyzickou blízkosťou, vznikajú živelné emócie, zníženie racionálnej kontroly, zosilňuje sa sugestibilita, napodňovanie, afekty, padajú zábrany a osobná zodpovednosť.
simple-planned-collective;['generálne stavy', 'stavovské všeobecné'];Generálne stavy
simple-planned-collective;['senát'];Senát je zastupiteľským orgánom v štáte, často horná komora, alebo snemovňa ktorá má zákonodarnú moc.
simple-planned-collective;['duchovenstvo', 'klérus', 'duchovný', 'duchovný stav', 'duchovné', 'duchovných'];Duchovenstvo je súhrn osôb vykonávajúcich náboženské funkcie v určitej cirkvi ako povolanie.
simple-planned-collective;['byrokracia', 'byrokratizácia', 'byrokracie', 'byrokraciou', 'byrokratizmus'];Byrokracia je hierarchicky organizovaný riadiaci systém,používaný na riadenie procesu veľkých organizácií, firiem prípadne projektov.
simple-planned-collective;['zákonodarný orgán', 'legislatíva', 'zákonodarné zhromaždenie', 'zákonodarná moc', 'zákonodarný zbor', 'zákonodárny zbor', 'classis', 'fary', 'presbyterian minister', 'presbytériu', 'zákonodarcovia'];Zákonodarná moc je druh štátnej moci, ktorý sa realizuje prijímaním a vydávaním ústavy a zákonov príslušnými zastupiteľskými zbormi.
simple-planned-collective;['fakulta', 'zbor školy', 'oddelenie', 'fakulty'];Fakulta (zo str.
simple-planned-collective;['najvyšší súd', 'najvyššieho súdu', 'najvyšší štátny súd', 'súd poslednej inštancie'];Najvyšší súd je vrcholný orgán výkonu súdnictva, ktorý rozhoduje o opravných prostriedkoch podaných proti rozsudkom vydaným nižšími súdmi.
simple-planned-collective;['kneset', 'knesset', 'knesseth', 'knessetu'];Kneset je jednokomorový zákonodarný orgán v Izraeli, ktorý sídli v štvrti Giv'at Ram v Jeruzaleme.
simple-planned-collective;['kongres spojených štátov', 'kongres', 'kongres usa', 'americký kongres', 'u s kongresu'];Kongres Spojených štátov je zákonodarný orgán USA. Skladá sa z dvoch komôr: Snemovne reprezentantov SenátuPodľa článku l, odd.
simple-planned-collective;['britská dolná snemovňa', 'dolná snemovňa', 'dolná snemovňa spojeného kráľovstva', 'house of commons', 'britskej poslaneckej snemovni'];Dolná snemovňa Spojeného kráľovstva
simple-planned-collective;['dáil éireann', 'írske zhromaždenie', 'dail', 'dail eireann'];Dáil Éireann je dolná komora a hlavná komora Oireachtasu ktorého súčasťou je aj írsky prezident a Seanad Éireann.
simple-planned-collective;['oireachtas', 'komôr oireachtas', 'oireachtas éireann'];Oireachtas, niekedy označovaný ako Oireachtas Éireann je írska legislatíva.
simple-planned-collective;['seanad éireann', 'írsky senát', 'seanad', 'seanad eireann', 'senate'];Seanad Éireann je horná komora Oireachtasu, ktorý tiež zahŕňa prezidenta Írska a Dáil Éireann.
simple-planned-collective;['senát spojených štátov', 'senát usa', 'americký senátor', 'senátor spojených štátov', 'senátu spojených štátov', 'spojené štáty senátor', 'spojených štátneho senátu', 'u s senátu'];Senát Spojených štátov je jedna z komôr Kongresu Spojených štátov.
situation;['žaloba', 'sťažnosť', 'trestné oznámenie'];Žaloba (lat.
situation;['menu', 'počítač ponuky'];Menu alebo ponuka je vo výpočtovej technike zoznam príkazov, ktoré sú dovolené ako nasledujúce, alebo ktoré umožňujú zmysluplné ovládanie aplikácie.
situation;['adresár', 'priečinok'];Adresár
situation;['protokol prenosu súborov', 'protokol na prenos súborov', 'protokol o prenose súboru', 'ftp', 'file transfer protocol', 'ftp server'];Protokol prenosu súborov
situation;['komunikačný protokol', 'protokol', 'sieťový protokol', 'komunikačných protokolov', 'sieťových protokolov'];Komunikačný protokol alebo protokol je súbor pravidiel, ktoré používajú programy alebo operačné systémy na komunikáciu medzi koncovými bodmi komunikačného systému.
situation;['ekologická nika', 'nika', 'ekologických výklenkov'];Ekologická nika je súbor všetkých činiteľov prostredia, ktoré vyžadujú živé organizmy k svojej existencii.
situation;['monopol ponuky', 'monopol', 'monopolné', 'monopoly'];Monopol ponuky alebo monopol
situation;['protirečenie', 'rozpor', 'kontradikcia', 'nezrovnalosť', 'vnútorný rozpor', 'rozpory'];Kontradikcia alebo protirečenie je tvrdenie obsahujúce vzájomne si odporujúce myšlienky, rozpor, logický spor. vzájomné pôsobenie protikladov.
situation;['totožnostno-pravdivý výrok', 'tautológia'];Totožnostno-pravdivý výrok alebo tautológia je výrok, výraz alebo formula logického kalkulu, ktorá je pravdivá pri akýchkoľvek významoch pravdivosti ich premenných.
situation;['seppuku', 'harikari, seppuku', 'harakiri', 'hara-kiri', 'harikari'];Seppuku je rituálna samovražda, ktorú spáchal samuraj v prípade porušenia kódexu bušidó.
situation;['horcrux', 'horcruxy'];Horcrux je predmet zo série kníh Harry Potter.
situation;['alibi'];Alibi je dôkaz podozrivého, obvineného alebo obžalovaného zo spáchania trestného činu o neprítomnosti na mieste činu v čase spáchania príslušného trestného činu.
situation;['klinický príznak', 'prejav', 'znak', 'klinický symptóm', 'objektívny príznak', 'objektívny symptóm', 'klinické príznaky', 'znamenie'];Klinický príznak alebo klinický symptóm
situation;['symptóm', 'príznak', 'klinický príznak', 'nešpecifické príznaky', 'príznaky', 'symptomatická'];Symptóm alebo príznak
situation;['krátkozrakosť', 'myopia', 'krátkozraké', 'krátkozraký'];Krátkozrakosť alebo myopia je refrakčná chyba zraku, pri ktorej sa lúče svetla usmernené očnou šošovkou zbiehajú už pred sietnicou, a na sietnici tak nevzniká ostrý obraz.
situation;['bradavica', 'bradavice'];Bradavica je nezhubný výrastok na koži alebo na sliznici.
situation;['adaptácia oka', 'adaptácia', 'prispôsobenie'];Adaptácia oka je schopnosť oka prispôsobiť sa veľkosti svetelného toku a farbe svetla.
situation;['mentálna anorexia', 'anorexia', 'anorexia nervosa'];Anorexia alebo mentálna anorexia je duševná choroba spočívajúca v odmietaní potravy a skreslenej predstave o svojom tele.
situation;['duševná porucha', 'mánia', 'zmätok', 'duševná choroba', 'psychická porucha', 'duševné ochorenie', 'mentálna choroba', 'psychická choroba', 'duševne chorých', 'duševné pacienta', 'duševné poruchy', 'fólie', 'psychiatrické ochorenie', 'psychickými poruchami'];Duševná alebo psychická porucha je označenie pre výrazný odklon od spôsobu vnímania a správania psychicky zdravého jedinca.
situation;['autizmus', 'detského autizmu'];Autizmus je pervazívna[chýba objasnenie] vývojová porucha, ktorú charakterizujú deficity v oblasti komunikácie, sociálnej interakcie a predstavivosti.
situation;['katarzia', 'abreakcia', 'očistenie', 'odreagovanie'];Katarzia
situation;['katarzia', 'abreakcia', 'očistenie', 'odreagovanie'];Abreakcia v psychoanalýze je špecifická forma odreagovania.
situation;['reductio ad absurdum', 'reductio'];Reductio ad absurdum je v logike zákon tohto znenia: ⇒
situation;['pozdrav', 'privítanie', 'uvítanie', 'pozdravenie', 'oslovenie'];Pozdrav alebo pozdravenie je prejav úcty, priateľstva a dobrých úmyslov, ktorý sa uskutočňuje ritualizovaným gestom a/alebo verbálne pri stretnutí alebo rozlúčke viacerých osôb.
situation;['čkanie', 'štikútka', 'čkavka', 'štikútavka', 'singultus'];Štikútka,
situation;['bachelor of arts', 'bachelor miery umenia', 'bakalársky titul', 'a.b', 'artium baccalaurens', 'artium baccalaureus', 'b.a', 'b.a titul', 'b a', 'ba', 'ba hons', 'bakalár slobodných umení'];Bachelor of Arts je titul bakalárskeho stupňa typický pre anglosaský svet.
situation;['bachelor of music', 'bmu', 'b.m', 'b.mus', 'bakalář hudby'];Bachelor of Music
situation;['bachelor of science', 'b.sc', 'b.s', 'b sc', 'bakalára', 'bakalársky of science', 'bakalársky vo vede', 'bs', 'bsc', 'bsc hons'];Bachelor of Science, skratka BSc, Bc., BS, B.Sc, SB, SB, Sc.B.
situation;['papilóm', 'papilárna nádor', 'papilárna tumor', 'villoma'];Papilóm je nezhubný nádor z pôvodom epitelových buniek, ktorý sa vyskytuje predovšetkým v močovom mechúri, menej často v panvičke a v močovode.
situation;['adenóm', 'adenómov'];Adenóm je nezhubný nádor pôvodom z buniek žľazového epitelu.
situation;['kontrakt', 'zmluva', 'dohoda', 'právne záväzné', 'právne záväzný', 'zmluvnej dohody', 'zmluvné', 'zmluvného práva', 'zmlúv', 'záruk', 'záruky'];Zmluva alebo kontrakt je zložený právny úkon, na vznik ktorého treba spravidla aspoň dva prejavy vôle, resp.
situation;['cyanóza'];Cyanóza je modrasté až tmavomodré sfarbenie kože a slizníc, ktoré sa objavuje pri vzostupe redukovaného hemoglobínu nad 50 g/l.
situation;['stechiometrický vzorec', 'empirický vzorec'];Stechiometrický vzorec chemickej látky udáva pomer jednotlivých atómov v molekule.
situation;['reumatoidná artritída', 'atrofická artritída', 'reumatoidnej', 'reumatoidnej artritídy', 'rheuma'];Reumatoidná artritída je chronické systémové a autoimunitné zápalové ochorenie s postihnutím kĺbov.
situation;['ankylozujúca spondylitída', 'bechterova choroba', 'ankylozujúcej spondylitídy', 'marie-strumpell choroba', 'reumatoidnej spondylitída'];Ankylozujúca spondylitída
situation;['skleróza multiplex', 'mozgovomiechová roztrúsená skleróza', 'roztrúsená mozgovomiechová skleróza', 'sclerosis multiplex', 'roztrúsená skleróza', 'šírené roztrúsená skleróza'];Skleróza multiplex alebo roztrúsená mozgovomiechová skleróza
situation;['preležanina', 'preležaniny', 'dekubitov', 'preležaninami'];Preležanina
situation;['kefalhematóm', 'cefalohematóm', 'cephalohematoma', 'cephalhematoma'];Kefalhematóm alebo cefalohematóm
situation;['poznámka', 'anotácia', 'komentár', 'vysvetlivka', 'koncová poznámka', 'poznámka pod čiarou', 'poznámky pod čiarou', 'vysvetlivky', 'čiarou'];Poznámka je textová parentéza, umiestnená na príslušnej strane pod textom, na konci za textom alebo v zátvorke priamo v texte, ktorou sa dopĺňa základný odborný text.
situation;['ako stojí a leží', 'predaj bez záruky', 'riziko nesie kupujúci', 'caveat emptor', 'bez záruky'];Ako stojí a leží
situation;['arteriálna hypertenziа', 'arteriálná hypertenzia', 'hypertenzia', 'vysoký krvný tlak', 'arteriálnej hypertenzie', 'vysoký tlak'];Arteriálna hypertenzia je ochorenie, pri ktorom je chronicky zvýšený tlak v tepnách telového krvného obehu.
situation;['kvapavka', 'gonorea', 'gonokoková infekcia'];Gonokoková infekcia, známa aj ako gonorea alebo kvapavka, je pohlavne prenosná choroba spôsobená baktériou Neisseria gonorrhoeae.
situation;['kvapavka', 'gonorea', 'gonokoková infekcia'];Kvapavka je pohlavne prenosná choroba spôsobená baktériou Neisseria gonorrhoeae, nazývanou aj gonokok.Mnohí z infikovaných nemajú žiadne príznaky.
situation;['syfilis', 'lues', 'syfilis venerea', 'syfilitický', 'syph', 'terciárneho syfilisu'];Syfilis alebo lues je pohlavná choroba spôsobená baktériou Treponema pallidum.
situation;['pohlavne prenosná choroba', 'pohlavná choroba', 'pohlavné choroby', 'amorov svrbenie', 'cupid choroba', 'pohlavne prenosných chorôb', 'pohlavné', 'pohlavné infekcie', 'pohlavný choroba', 'sexuálne prenosné choroby', 'sexuálne prenosné infekcie', 'sexuálne prenosných infekcií', 'sociálne chorobou', 'vd', 'venuša prekliatie'];Pohlavne prenosná choroba alebo pohlavne prenosná infekcia je choroba, ktorá sa obvykle prenáša pohlavným stykom.
situation;['paródia', 'pasquinade', 'hanopis', 'parodickej', 'parodoval', 'paródie', 'sendup', 'spoof', 'viktoriánskej burlesky'];Paródia je literárne, filmové, hudobné alebo iné dielo zosmiešňujúce druhé dielo a myšlienky v ňom obsiahnuté, no nie priamo, ale verným a slepým stotožňovaním sa s jeho ideami.
situation;['definícia', 'definície', 'definícií'];Definícia je vymedzenie významu nejakého výrazu. logická operácia/ postup formulovania kritérií rozlíšenia skúmanej entity od iných entít konštruovania entity, používania entity a vyjadrovania špecifík významového útvaru, napríklad pojmu.
situation;['skorbut', 'antiscorbutic', 'scorbutus'];Skorbut je choroba spôsobená nedostatkom vitamínu C v potrave.
situation;['dusenie', 'smothers', 'asfyxia', 'dusiť', 'dusí', 'nedostatku kyslíka', 'udusil', 'udusiť', 'zadusený'];Dusenie je obmedzenie prístupu vzduchu do pľúc prerušením alebo zastavením dýchania.
situation;['potreba', 'ekonomická potreba', 'hospodárska potreba'];Potreba je uvedomený alebo neuvedomený nedostatok uspokojenia.
situation;['cystická fibróza', 'fibrocystické ochorenie pankreasu', 'mukoviscidóza', 'pankreasu fibróza'];Cystická fibróza je autozomálne recesívne dedičné ochorenie, ktoré vzniká mutáciou génu pre CFTR na dlhom ramienku 7.
situation;['fallotova tetralógia', 'tetralógia je tetralógia', 'tetralógia syndróm'];Fallotova tetralógia predstavuje vrodenú srdcovú chybu.
situation;['svrab', 'postihnutý svrabom', 'prašivina'];Svrab je infekčné kožné ochorenie, ktorého pôvodcom je zákožka svrabová
situation;['kurikulum', 'študijný program', 'všeobecné vzdelávanie', 'školské vzdelanie', 'osnovy', 'predmetu', 'všeobecné požiadavky na vzdelávanie', 'školských osnov'];Kurikulum je súhrnná informácia o vzdelávacích zámeroch, hovorí komplexne o vyučovaní alebo o vzdelávacom procese a jeho dôležitých bodoch, o realizácii a výsledkoch.
situation;['vojnový zločin', 'vojnové zločiny', 'vojnových zločincov'];Vojnový zločin je previnenie proti vojnovému právu postihnuteľné podľa medzinárodného práva.
situation;['prečin', 'priestupok', 'porušenie', 'delikt', 'poklesok', 'prehmat', 'prestúpenie', 'previnenie', 'drobný zločinec', 'odsúdenie v skrátenom konaní', 'patentových sporov', 'porušenie patentu', 'priestupkov'];Prečin je trestný čin spáchaný z nedbanlivosti alebo úmyselný trestný čin, za ktorý Trestný zákon ustanovuje trest odňatia slobody s hornou hranicou trestnej sadzby neprevyšujúcou päť rokov.
situation;['relačná databáza', 'relačnej databázy', 'relačných databáz'];Relačná databáza sa vyznačuje údajmi, ktoré sú uložené v tabuľkách. je zložená z viacerých tabuliek, ktoré sú navzájom prepojené – musia mať medzi sebou vzťahy, väzby.
situation;['atrofia', 'atrofické', 'chradnutia', 'plytvanie'];Atrofia je zníženie funkcie a následné zmenšenie bunky, tkaniva, orgánu či celého tela, ktoré bolo pôvodne normálnej veľkosti.
situation;['anémia', 'chudokrvnosť'];Anémia alebo chudokrvnosť je definovaná znížením koncentrácie hemoglobínu v 1 litri periférnej krvi na hodnotu nižšiu ako 135 g u mužov a menej ako 120 g u žien.
situation;['parkinsonova choroba', 'parkinsonizmus', 'ochrnutie agitans', 'parkinsonova syndrómu', 'parkinsonovej choroby', 'parkinsonovou', 'syndróm parkinsonovej choroby', 'tras obrnu'];Parkinsonova choroba je neurodegeneratívna choroba centrálnej nervovej sústavy, ktorá priamo súvisí s ubúdaním nervových buniek v časti mozgu nazvanej substantia nigra.
situation;['sabotáž', 'sabotovanie', 'sabotér', 'monkeywrenching', 'sabotérov'];Sabotáž alebo sabotovanie je úmyselné a plánované narušenie funkčnosti či výkonnosti civilného alebo vojenského zariadenia alebo výstroje prostredníctvom jeho poškodenia alebo zničenia.
