abstract-region;['vektorski produkt', 'vektor izdelek', 'vektorski izdelka', 'čez izdelek'];Binarni operator v trirazsežnem prostoru
socially-constructed-person;['johannes kepler', 'kepler', 'johan kepler', 'keplerjevi'];Nemški astrolog, astronom in matematik, * 27. december 1571, Weil der Stadt, Würtenberg, Sveto rimsko cesarstvo, † 15. november 1630, Regensburg, Bavarska
socially-constructed-person;['erwin rommel', 'erwin johannes eugen rommel', 'rommel', 'puščavska lisica', 'desert fox'];Nemški feldmaršal, * 15. november 1891, Heidenheim, Nemčija, † 14. oktober 1944
socially-constructed-person;['immanuel kant', 'kant'];Nemški filozof, * 22. april 1724, Königsberg, Vzhodna Prusija, danes Kaliningrad, Rusija, † 12. februar 1804
socially-constructed-person;['heinrich rudolf hertz', 'heinrich hertz', 'heinrich hertz rudolph'];Nemški fizik, * 22. februar 1857, Hamburg, Nemčija, † 1. januar 1894, Bonn
socially-constructed-person;['martin luther', 'luter', 'luther', 'martin luter'];Nemški teolog in menih, * 10. november 1483, Eisleben, Nemčija, † 18. februar 1546
socially-constructed-person;['freyr', 'frey'];Bil v nordijski mitologiji bog plodnosti
socially-constructed-person;['baldur', 'balder', 'baldr'];V nordijski mitologiji drugi sin Odina in Frigge
socially-constructed-person;['priap', 'priapus'];V grški mitologiji bog plodnosti in zavetnik živine, sadnega drevja, vrtov in moških spolovil
socially-constructed-person;['geb', 'keb'];V staroegipčanski mitologiji bog zemlje in eden izmed Deveterice iz Heliopolisa
socially-constructed-person;['okean', 'oceanus'];V grški mitologiji praoče bogov in vladar morij pred Pozejdonom
socially-constructed-person;['oziris', 'osiris'];Mrtvih v podzemlju
socially-constructed-person;['eol'];* [spletninaslov 'ime vira']]|vetrov]]
socially-constructed-person;['ganeša', 'ganesa', 'ganesha', 'ganapati', 'ganesh'];V hinduizmu bog uspeha in modrosti
socially-constructed-person;['ate'];V grški mitologiji boginja nesreče
socially-constructed-person;['izida', 'izis', 'isis'];V staroegipčanski mitologiji boginja plodnosti, začetnica ved in spretnosti
socially-constructed-person;['lakšmi'];Hindujska boginja sreče, bogastva in lepote in ena od treh velikih boginj hinduizma
socially-constructed-person;['afrodita', 'hathor', 'cytherea'];V grški mitologiji boginja ljubezni, lepote, spolnega poželenja in zaščitnica zaljubljencev
socially-constructed-person;['freyja', 'freya'];Bila v nordijski mitologiji boginja plodnosti, ljubezni, spolnosti, pa tudi vojne, prerokb in privlačnosti in je bila ena ob najbolj priljubljenih boginj
socially-constructed-person;['avrora', 'aurora'];* polarni sij , pojavlja se v polarnem krogu severnega tečaja zaradi Sončevega vetra
socially-constructed-person;['evklid', 'euklid', 'evklides', 'euclid'];[evklíd/evklídes], grški matematik, * okoli 365 pr. n. št., Aleksandrija, † 275 pr. n. št.
socially-constructed-person;['eratosten', 'eratostenes'];[eratósten/eratóstenes], grški matematik, geograf in astronom kaldejskega porekla, * 276 pr. n. št., Kirene, † 194 pr. n. št., Aleksandrija
socially-constructed-person;['hesperide', 'hesperides', 'atlantides', 'erytheia'];V grški mitologiji Atlasove hčere, ki so skupaj z zmajem Ladonom varovale drevesa z zlatimi jabolki življenja
socially-constructed-person;['muza', 'muze', 'muse', 'muz'];Bila v grški mitologiji ena od boginj umetnosti in znanosti
socially-constructed-person;['gentilitas', 'pogan', 'goy', 'gentile', 'goyim', 'ne-žid', 'pogani'];Hebrejska beseda za ljudi, ki niso Židje
socially-constructed-person;['sveti tomaž akvinski', 'tomaž akvinski', 'akvinski', 'st tomaž akvinski', 'tomaža akvinskega', 'večni zakon'];Italijanski filozof in teolog, * 1225, verjetno Roccasecca, Neapeljsko kraljestvo, † 7. marec 1274, Fossanova
socially-constructed-person;['galileo galilei', 'galileo', 'galilei', 'galilej', 'galilejo galilej', 'galileo galilej'];[galilêo galilêj], italijanski fizik, matematik, astronom in filozof, * 15. februar 1564, Pisa, Italija, † 8. januar 1642, Arcetri pri Firencah
socially-constructed-person;['evangelista torricelli', 'torricelli'];Italijanski fizik in matematik, * 15. oktober 1608, Faenza pri Raveni, Italija, † 25. oktober 1647, Firence
socially-constructed-person;['lizimah', 'lysimachus'];Makedonski vojskovodja, kralj Trakije, kralj Male Azije, kralj Makedonije, * okrog, 360 pr. n. št., † 281 pr. n. št. Lidija
socially-constructed-person;['john glenn', 'john herschel glenn mlajši', 'glenn'];Ameriški častnik, vojaški pilot, preizkusni pilot, astronavt, politik in senator, * 18. julij 1921, Cambridge, Ohio
socially-constructed-person;['alan bartlett shepard mlajši', 'alan shepard', 'alan bartlett shepard jr.', 'alan shepard mlajši'];Ameriški pomorski častnik, admiral, vojaški pilot, preizkusni pilot in astronavt, * 18. november 1923, † 21. julij 1998
socially-constructed-person;['džingiskan', 'borjigin temüjin', 'džingiskan veliki', 'temudžin', 'jenghiz khan', 'jinghis khan', 'temujin'];Mongolski kan, * 1155/1162/1167/1176, Henti, Mongolija, † 18. avgust 1227
socially-constructed-person;['timur lenk', 'tamerlan', 'timurlenk', 'tamburlaine', 'tamerlane', 'timur'];Tatarsko/turško-perzijski osvajalec in timuridski vladar, * 9. april 1336, Keš, danes Uzbekistan, † 18. februar 1405, Čimkent, danes Kazahstan
socially-constructed-person;['devi'];V hinduizmu boginja mati ter Šivina žena
socially-constructed-person;['alah', 'allah'];Arabska beseda za boga
socially-constructed-person;['sveti avguštin', 'avguštin iz hipona', 'avguštin', 'avguštin avrelij', 'avguštin hiponski', 'avrelij avguštin', 'sv. avguštin', 'augustine', 'augustine of hippo'];Največji latinski cerkveni oče, cerkveni učitelj, rimski cerkveni pisatelj in filozof, * 13. november 354, Tagaste, Numidija, Rimsko cesarstvo, † 28. avgust 430, Hipon,
socially-constructed-person;['aristotel'];Grški filozof, * 384 pr. n. št., Stagira,, Trakija, † 7. marec 322 pr. n. št., Halkida, otok Evboja,
socially-constructed-person;['albert einstein', 'einstein', 'a. einstein', 'einstein, albert'];[álbert ájnštajn], švicarsko-ameriški fizik in matematik nemškega rodu, * 14. marec 1879, Ulm, Württemberg, Nemčija, † 18. april 1955, Princeton, New Jersey, ZDA
socially-constructed-person;['bernhard riemann', 'georg friedrich bernhard riemann', 'riemannova'];1826, Breselenz pri Dannenbergu, Hanover, Nemčija, † 20. junij 1866, Selasca , ob Lago Maggiore, Italija
socially-constructed-person;['nikolaj kopernik', 'kopernik', 'mikolaj kopernik'];[nikoláj kopérnik], poljski astronom, matematik, pravnik, zdravnik, administrator in ekonomist, * 19. februar 1473, Torunj, Poljska, † 24. maj 1543, Frombork
socially-constructed-person;['hera'];Bila v grški mitologiji žena Zevsa ter boginja družine in plodnosti
socially-constructed-person;['mark antonij', 'antonius', 'antony', 'marcus antonius', 'mark anthony'];Mark Antonij je bil Kleopatrin ljubimec
socially-constructed-person;['mark vipsanij agripa', 'agripa', 'marcus vipsanius agrippa', 'marcus agrippa vipsanius'];Rimski vojskovodja, * ok. 63 pr. n. št., † 12 pr. n. št.
socially-constructed-person;['scipion starejši', 'publij kornelij scipion afriški', 'publij kornelij scipio', 'publius cornelius scipio', 'publius cornelius scipio africanus major', 'scipio', 'scipio africanus', 'scipio africanus major', 'scipio starešina'];Rimski vojskovodja in politik, * 234 pr. n. št., † 183 pr. n. št.
socially-constructed-person;['dimitrij ivanovič mendelejev', 'mendelejev', 'dimitrij i. mendelejev', 'dimitrij mendelejev', 'dimitrij mendeljejev', 'dmitrij ivanovič mendeljejev', 'dmitri ivanovič mendelejev', 'dmitri ivanovič mendeleyev', 'dmitri mendeleyev', 'mendeleyev'];[dimítrij ivánovič mendeléjev], ruski kemik, * 7. januar 1834, Tobolsk, Sibirija, Rusija, † 20. januar 1907, Sankt-Peterburg
socially-constructed-person;['anton pavlovič čehov', 'anton p. čehov', 'anton čehov', 'anton chekov', 'anton pavlovič chekov', 'chekov', 'čehov'];[ánton pávlovič čéhov], ruski pisatelj, * 17. januar 1860, Taganrog, Rusija, 2. julij 1904, Badenweiler, Nemčija
socially-constructed-person;['vladimir iljič uljanov', 'lenin', 'vladimir iljič lenin', 'vladimir lenin', 'vladimir uljanov', 'vladimir iljič uljanov-lenin', 'nikolaj lenin'];Ruski revolucionar, vodja boljševikov, prvi premier Sovjetske zveze, utemeljitelj leninizma, * 22. april 1870, Simbirsk, Rusija, † 21. januar 1924, Gorki pri Moskvi, Sovjetska zveza
socially-constructed-person;['fjodor mihajlovič dostojevski', 'dostojevski', 'fjodor dostojevski', 'fedor mihajlovič dostojevski', 'fjodor m. dostojevski', 'dostoevski', 'feodor dostoevski', 'fjodor dostoevski', 'fjodor mihajlovič dostoevski'];[fjódor mihájlovič dostojévski], ruski pisatelj beloruskega porekla, * 11. november 1821, Moskva, Rusija, † 9. februar 1881, Sankt Peterburg
socially-constructed-person;['josip stalin', 'josip visarijonovič džugašvili', 'josip visarijonovič stalin', 'stalin', 'josef stalin', 'josip džugašvili', 'ioseb džugašvili', 'iosif vissarionovich dzhugashvili', 'joseph stalin'];Ruski boljševiški revolucionar in drugi voditelj Sovjetske zveze gruzinskega rodu, * 21. december 1879, Gori, Tuflijska gubernija, danes provinca Kartli, Gruzija, † 5. marec 1953, Kuncevo-Bližnji pri Moskvi
socially-constructed-person;['john napier', 'napier'];Škotski matematik in teolog, * 1550, grad Merchiston Castle pri Edinbourghu, Škotska, † 4. april 1617, Merchiston Castle
socially-constructed-person;['marija magdalena', 'sveta marija magdalena', 'magdalena', 'sveta magdalena', 'marije magdalene', 'mary magdalen', 'st mary magdalen'];V Novi zavezi in apokrifnih spisih opisana kot učenka Jezusa Kristusa
socially-constructed-person;['izanami'];V japonski mitologiji boginja stvarnica in boginja smrti
socially-constructed-person;['prednik', 'prédnica', 'prédnik', 'prednikov', 'korenine', 'praded', 'praoče', 'predhodnik', 'prednika'];Štejejo starši osebe, to sta oče in mati osebe, ter predniki staršev
socially-constructed-person;['profesor', 'prof', 'profesorica', 'univerzitetni profesor', 'prof.', 'red. prof.', 'univerzitetni učitelj', 'visokošolski profesor', 'redni profesor', 'docent', 'izredni profesor', 'kolegij profesor', 'osebno stol', 'profesor extraordinarius', 'profesorjev', 'zaslužni profesor'];Učitelj, predavatelj in raziskovalec, običajno v okviru univerze
socially-constructed-person;['altruist', 'filantrop', 'nesebičnež', 'človekoljub'];Dobrohotnost in naklonjenost, ljubezen do drugih ljudi
socially-constructed-person;['flavtist', 'flavtistka'];Glasbenik, izvajalec na pihalni instrument, imenovan flavta
socially-constructed-person;['hipi', 'hipiji', 'otrok cvetja', 'hipster', 'boem', 'cvet otrok', 'hippy'];Izraz, ki pokriva neizmerno množico boemskih in študentskih subkultur
socially-constructed-person;['ribič', 'ribička', 'ribiči'];Človek, ki se ukvarja z lovljenjem rib, mehkužcev, rakov in drugih vodnih organizmov bodisi poklicno bodisi športno ali ljubiteljsko
socially-constructed-person;['miguel de cervantes', 'miguel de cervantes saavedra', 'cervantes', 'miguel cervantes', 'miguel de cervantes y saavedra', 'cervantes saavedra'];Španski pisatelj, * 29. september 1547, Alcázar de San Juan, Španija, † 23. april 1616, Madrid
socially-constructed-person;['lizander', 'lysandros', 'lysander'];V vojni med Atenami in Šparto je vodil špartansko ladjevje
socially-constructed-person;['apolon', 'apollo', 'phoebus', 'phoebus apollo'];V grški mitologiji bog svetlobe, pomladi, moralne čistoče in umetnosti, predvsem glasbe
socially-constructed-person;['amon', 'amun', 'amen', 'amon-ra', 'amon-re', 'amunu'];Beseda, ki izraža potrditev
socially-constructed-person;['mojre', 'moirai', 'moira', 'moirae'];Slika
socially-constructed-person;['herodot', 'heródot', 'herodot iz halikarnasa'];Grški zgodovinar, * okoli 485 pr. n. št., Halikarnas,, † okoli 420 pr. n. št., verjetno Atene ali Turioi, južna Italija
socially-constructed-person;['juda iškarijot', 'iškarijot', 'iškarjot', 'judež', 'juda iškarjot'];Bil tisti od apostolov, ki je Jezusa izdal. *. †29-33, Jeruzalem
socially-constructed-person;['maitreja'];V budizmu Buda v prihodnosti
socially-constructed-person;['logos', 'sin', 'logotipi', 'sina'];Eden osrednjih filozofskih pojmov
socially-constructed-person;['michael faraday', 'faraday', 'faradayeva konstanta'];[májkl fêredej], angleški fizik in kemik, * 22. september 1791, Newington, grofija Surrey, Anglija, † 25. avgust 1867, Hampton Court pri Londonu
socially-constructed-person;['atropa', 'atropos'];V grški mitologiji najstarejša izmed sester mojr
socially-constructed-person;['kloto', 'clotho', 'klotho'];V grški mitologiji najmlajša izmed sester mojr in prva v ciklu življenja
socially-constructed-person;['šakti', 'sakti', 'shakti'];V hinduizmu mati svetov, ki je Višnujeva spremljevalka in žena
socially-constructed-person;['neil armstrong', 'neil alden armstrong'];Ameriški častnik, vojaški pilot, preizkusni pilot in astronavt, * 5. avgust, 1930, Wapakoneta, Ohio, ZDA
socially-constructed-person;['izanagi'];V japonski mitologiji nebesno božanstvo
socially-constructed-person;['fortuna'];V rimski mitologiji boginja usode, naključja, sreče in izobilja
socially-constructed-person;['tihe', 'tyche'];Mestu ter tako uravnava njegovo usodo
socially-constructed-person;['župan', 'županja', 'upravljanje mest', 'jopan', 'županka', 'mayoralty', 'mesta vodje', 'mesto vodja', 'reeve', 'skrbnik mesta', 'županov', 'županskega'];Po večinskem volilnem sistemu izvoljeni predstavnik lokalne oblasti, občine
socially-constructed-person;['noe', 'noah'];Svetopisemski očak, znan zlasti v povezavi z vesoljnim potopom
socially-constructed-person;['cesar', 'imperator', 'cêsar', 'imperátor', 'car', 'cesarjev'];Vladarski naziv za osebo, ki vodi imperij
socially-constructed-person;['mujezin', 'muezin', 'muazin', 'muadhdhin', 'muazzin'];Hadži oz. njegov pomočnik, ki z mošejskega minaretu kličeta muslimanske vernike k molitvi oz. k salatu
socially-constructed-person;['opat', 'arhimandrit', 'prior', 'abbot', 'archmandrite', 'opatov'];Samostanski predstojnik, ki skrbi za delovanje samostana in menihov
socially-constructed-person;['bog', 'vrhovno being'];Izraz, s katerim se označuje Vrhovno bitje
socially-constructed-person;['višnu', 'kaumodaki'];Eden izmed treh vrhovnih bogov v hinduizmu
socially-constructed-person;['temida', 'thémis'];V grški mitologiji boginja pravičnosti in reda
socially-constructed-person;['faraon', 'faraon egipta', 'faraonov'];Bil naziv za vladarja v starem Egiptu
socially-constructed-person;['sveta trojica', 'trojica', 'sv. trojica', 'oče, sin in sveti duh', 'troedini bog', 'bog oče', 'bog sin', 'trojice', 'svete trojice', 'doktrino trojice', 'sveto trojica', 'troedinega boga'];Eno od poimenovanj Boga v krščanstvu
socially-constructed-person;['šah', 'shah', 'shah of iran', 'shahanshah'];Perzijski vladarski naslov, ki so ga uporabljali v Perziji in v Perzijskem kraljestvu
socially-constructed-person;['john von neumann', 'neumann', 'von neumann'];Madžarsko ameriški matematik, * 28. december 1903, Budimpešta, Avstro-Ogrska, † 8. februar 1957, Washington, ZDA
socially-constructed-person;['marco polo', 'marko polo', 'polo'];Beneški trgovec in raziskovalec, * 1254, Benetke, Italija, † 8. januar 1324
socially-constructed-person;['richard nixon', 'richard milhous nixon', 'nixon', 'predsednik nixon', 'richard m. nixon', 'richard nixon milhous'];Ameriški politik, * 9. januar 1913, Yorba Linda, Kalifornija, ZDA, † 22. april 1994, New York
socially-constructed-person;['leto', 'latona'];V grški mitologiji boginja materinstva
socially-constructed-person;['friedrich engels', 'engels', 'friderich engels'];Nemški politik, sociolog, ekonomist, filozof in vojaški zgodovinar, * 28. november 1820, Barmen, Prusija, † 5. avgust 1895, London, Anglija
