abstract-region;['khi̍t-han'];Khi̍t-han he hien-thoi Sú-ho̍k thi̍t-phe̍t he Fûn-sak-ho̍k chûng ke kî-chhú khói-ngiam chṳ̂-yit.
situation;['thiap-sú-chang'];Thiap-sú-chang he ke-ngìn li-yung chṳt-vu ke phien-li, kiám ngìn ke chhòi-vu̍t, vì phe̍t-ngìn chhí li-yit ke hàng-vì.
socially-constructed-person;['machiavelli'];Machiavelli he Yi-thai-li ke chṳn-chhṳ-chat-ho̍k-kâ,yîm-ngo̍k-kâ,sṳ̂-ngìn fò long-man-chú-yi hi-ki-kâ.Kì he Yi-thai-li vùn-ngi-fu̍k-hîn ke thoi-péu ngìn-vu̍t.Kì siá ke Kiûn-chú-lun he hien-sṳ̍t-chú-yi chṳn-chhṳ lî-lun ke khôi-tôn,yì lun-Livius chet thì-chhong khiung-fò-chú-yi.
socially-constructed-person;['khiâu-chhṳ sâm-sṳ', 'george 3-sṳ'];George 3-sṳ, 1760-ngièn 10-ngie̍t 25-ngit tên-kî cho Thai Britain khi̍p Ireland koet-vòng.
socially-constructed-person;['george 4-sṳ', 'khiâu-chhṳ si-sṳ'];George 4-sṳ, chhiòn-miàng George Augustus Frederick, Yîn-koet Fòng-sṳt sṳ̀n-yèn, 1762-ngièn chṳ 1820-ngièn yî vòng-tú sṳ̂n-fun chhut-ngim Wales Chhîn-vòng, 1811-ngièn chṳ 1820-ngièn khì-kiên yîn-vì fu vòng George 3-sṳ fam chîn-sṳ̀n phiang yì kiâm ngim ngiap chṳn vòng, 1820-ngièn 1-ngie̍t 29-ngit chang-sṳt ki-sṳ̀n fu vòng chhut-ngim thai Britain lâu Ireland lièn-ha̍p Vòng-koet lièn-ha̍p Vòng-koet koet-vòng lâu Hannover Vòng-koet koet-vòng, chṳ 1830-ngièn 6-ngie̍t 26-ngit kàm-pen.
socially-constructed-person;['ludwig van beethoven', 'pi-tô-fûn'];Ludwig van Beethoven he yit-chak si̍p kú-tién chú-ngi thai-sṳ̀n, khôi long-man chú-ngi siên-hò ke Tet-koet chok-khiuk-kâ, ya-he yên-cheu-kâ thùng chṳ́-fî-kâ.
socially-constructed-person;['victor hugo'];Victor Hugo he Fap-koet ke yit chak long-man chú-ngi chok-kâ.
socially-constructed-person;['frédéric chopin', 'siau-pâng'];Frédéric Chopin, he Pô-làn Chok-khiuk-kâ lâu Kong-khìm-kâ, kì he li̍t-sṳ́ sông chui khí yáng-hióng-li̍t lâu chui su fôn-ngiàng ke kòng-khìm Chok-khiuk-kâ chṳ̂-yit, he Pô-làn yîm-ngo̍k sṳ́-sông chui chhùng-yeu ke ngìn-vu̍t chṳ̂-yit, he Êu-chû 19 Sṳ-ki Long-màn Chú-ngi yîm-ngo̍k ke thoi-péu ngìn-vu̍t.
socially-constructed-person;['louis pasteur', 'pâ-sṳ-tet'];Pâ-sṳ-tet he Fap-kok mì-sâng-vu̍t-ho̍k-kâ, fa-ho̍k-kâ, mì-sâng-vu̍t-ho̍k ke chhóng-li̍p-chak chi-yit.
socially-constructed-person;['edward 7-sṳ', 'oi-tet-fà chhit-sṳ'];Edward 7-sṳ, chhiòn-miàng Albert Edward, Yîn-koet koet-vòng, Yin-thu Fòng-ti.
socially-constructed-person;['alexander graham bell'];Alexander Graham Bell he Kâ-nâ-thai ke yit chak khô-ho̍k-kâ.
socially-constructed-person;['george 5-sṳ', 'khiâu-chhṳ ńg-sṳ'];George 5-sṳ, chhiòn-miàng George Frederick Ernest Albert, Edward 7-sṳ lâu Alexandra fòng-heu ke chhṳ chṳ́.
socially-constructed-person;['adolf hitler'];Adolf Hitler he Nazi Tet-koet chhai 1933-ngièn chṳ 1945-ngièn khì-kiên ke chui kô liâng-thô-ngìn.
socially-constructed-person;['edward 8-sṳ', 'oi-tet-fà pat-sṳ'];Edward 8-sṳ, Yîn-koet koet-vòng, chhiòn-miàng Edward Albert Christian George Andrew Patrick David, sùn-vi heu pûn khì thi George 6-sṳ fûng vì vûn sâ kûng tsiok, chhṳ 1936-ngièn 1-ngie̍t 20-ngit khì fu George 5-sṳ kàm pen to 1936-ngièn 12-ngie̍t 11-ngit thui vi, vì Yîn-koet fò Yîn Lièn-pâng kok-chhṳ-chhṳ liâng koet-vòng, Yin-thu Fòng-ti, khiung chhai-vi 325 thiên.
socially-constructed-person;['george 6-sṳ', 'khiâu-chhṳ liuk-sṳ'];George 6-sṳ, ngièn-miàng Albert Frederick Arthur George, Yîn-koet koet-vòng khi̍p chung chhṳ-chhṳ liâng koet-vòng, 1936-ngièn 12-ngie̍t 11-ngit chṳ 1952-ngièn 2-ngie̍t 6-ngit chhai-vi.
socially-constructed-person;['alexandros thai-ti', 'â-li̍t-sân-thai sâm-sṳ', 'â-li̍t-sân-thai thai-ti'];Liá-piên "Alexandros Thai-ti" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"亞歷山大大帝" ke ya̍p-mien chhai liá-hong tiám-chhut.
socially-constructed-person;['muhammad'];Muhammad he Yî-sṳ̂-làn-kau ke yit ke siên-tî.
socially-constructed-person;['vergilius', 'vì-kit-ngì'];Vì-kit-ngì he Lò-mâ chui ví-thai ke kú-tién sṳ̂-ngìn.
socially-constructed-person;['â-ha̍p-vòng'];Â-ha̍p-vòng (Hî-pak-lói-vùn:אַחְאָב‎, ？
socially-constructed-person;['aryan-ngìn', 'ngâ-li-ôn-ngìn'];Ngâ-li-ôn-ngìn, chhai tông-kîm ke ho̍k-su̍t kie, liá-ke su̍t-ngî chhai thai-tô-sú chhìn-khóng hâ yí pûn chhí-thoi vì "Yin-thu Yî-lóng-ngìn" fe̍t "Yin-Êu-ngìn", chit kóng "Yin-thu Yî-lóng Ngî-chhu̍k" fe̍t Yin-Êu Ngî-ne ngî-ngièn ke ngìn. "Ngâ-li-ôn" hien chhai kífû yung-yî ngî-ngièn ho̍k-su̍t ngî Yin-thu Ngâ-li-ôn Ngî-kî chûng, "Ngâ-li-ôn-ngìn" chhiu-he kóng liá-chak ngî-kî ke ngî-ngièn ke ngìn.
socially-constructed-person;['thiên-fòng'];Thiên-fòng he Ngi̍t-pún ke kiûn-chú.
socially-constructed-person;['kôn-yîm', 'kon-yim phù-sat'];Kôn-yîm, Kôn-sṳ-yîm, Kôn-sṳ-yîm phù-sat, tang tang hai Fut-kaau yit ko phù-sat.
socially-constructed-person;['leonardo da vinci'];Leonardo da Vinci he Êu-chû Vùn-ngi fu̍k-hîn sṳ̀-khì Yi-thai-li ke yit ke chhut-miàng ke fa-kâ.
socially-constructed-person;['william shakespeare', 'vî-lièn sâ-sṳ-pí-â', 'sâ-sṳ-pí-â', '威廉·莎士比亞'];William Shakespeare phî hó-tô ngìn ngin-vì he Yîn-koet vùn-ho̍k-sṳ́ lâu hi-ki-sṳ́ song chui ví-thai ke sṳ̂-ngìn lâu ki-chok-kâ, ya he sî-fông vùn-ngi-sṳ́ song chui khiet-chhut ke chok-kâ chṳ̂-yit, chhiòn sṳ-kie chok-yê ke ki-chok-kâ chṳ̂-yit.
socially-constructed-person;['gottfried leibniz', 'kô-thi̍t-fu̍t-lòi-tet vî-liâm lòi-pu-nì-tsṳ', 'kô-thi̍t-fut-lî-tet lòi-pu-nì-tshṳ', 'lòi-pu-nì-tshṳ'];Gottfried Leibniz, Tet-yi-chṳ Chet-ho̍k-kâ, Sú-ho̍k-kâ.
socially-constructed-person;['abraham lincoln', '亞伯蘭罕·林肯'];Abraham Lincoln, Mî-koet tsṳn-tshṳ-kâ, thi sṳ̍p-liuk ngim tsúng-thúng, ya-he sú-vi Khiung-fò-tóng si̍t tsúng-thúng.
socially-constructed-person;['wolfgang amadeus mozart'];Wolfgang Amadeus Mozart he yit-chak si̍p kú-tién chú-ngi thai-sṳ̀n, khôi long-man chú-ngi siên-hò ke O-thi-li chok-khiuk-kâ, ya-he yên-cheu-kâ thùng chṳ́-fî-kâ.
socially-constructed-person;['nâ-pho-lùn yit-sṳ', 'napoleon 1-sṳ', '拿破侖一世', '拿破崙一世'];Napoleon yit-sṳ he Fap-koet chṳn-chhṳ lâu kiûn-sṳ liâng-siu, Kî tui 19 sṳ-ki vân-khí ke êu-chû chṳn-chhṳ yáng-hióng hàn-thai.
socially-constructed-person;['elizabeth ngi-sṳ', 'elizabeth 2-sṳ'];Elizabeth 2-sṳ he Yîn-koet ńg-vòng, Yîn-lièn-pâng khi̍p sṳ̍p-ńg-ke sṳ̀n-yen-koet ke koet-kâ ngièn-sú, thùng-sṳ̀ ya-he Yîn-koet koet-kau ke chui-kô sú-liâng.
socially-constructed-person;['george washington', 'khiâu-chhṳ fà-sṳ̀n-tun'];George Washington, 1775-ngièn chṳ 1783-ngièn Mî-koet Thu̍k-li̍p Chan-châng sṳ̀ chhṳ̍t-mìn thi-kiûn ke chúng-sṳ̂-lin, 1789-ngièn sṳ̀n-vì Mî-koet thi 1 ngim Chúng-thúng, chhai chiap-lièn lióng-kài sién-kí chûng tû tet-liáu chhiòn-thí sién-kí-thòn mò-yi-ngi kî-chhṳ̀, yit-chhṳ̍t tâm-ngim chúng-thúng chhṳ̍t-to 1797-ngièn.
socially-constructed-person;['woodrow wilson'];Woodrow Wilson，, Mî-koet thi ngi-sṳ̍p-pat ngim chúng-thúng.
socially-constructed-person;['franklin d. roosevelt', 'franklin delano roosevelt'];Franklin Delano Roosevelt
socially-constructed-person;['john f. kennedy', 'john fitzgerald kennedy'];John Fitzgerald Kennedy，, Mî-koet thi sâm-sṳ̍p-ńg ngim chúng-thúng, ngim-khì chhiùng 1961-ngièn 1-ngie̍t 20-ngit khôi-sṳ́ chhṳ̍t-to 1963-ngièn 11-ngie̍t 22-ngit.
socially-constructed-person;['gerald ford'];Gerald Rudolph Ford, Jr.
socially-constructed-person;['jimmy carter'];James Earl Carter, Jr, 1924-ngièn 10-ngie̍t 1-ngit – ), he Mî-koet ke thi 39-ngim Chúng-thúng.
socially-constructed-person;['thomas jefferson'];Thomas Jefferson, Mî-li Kiên-Ha̍p Chung-koet thi-sâm ngim Chúng-thúng.
socially-constructed-person;['ronald reagan', 'ronald wilson reagan'];Ronald Wilson Reagan，, Mî-koet yu-yi̍t chṳn-chhṳ-kâ, thi sâm-sṳ̍p-sâm ngim Kâ-li-fuk-nì-â-chû chû-chóng, thi si-sṳ̍p ngim Mî-koet chúng-thúng.
socially-constructed-person;['bill clinton'];William Jefferson Clinton, nit chhṳ̂n Bill Clinton, Mî-koet Li̍t-sṳ̂, Chṳn-chhṳ-kâ, Mìn-chú-tóng sṳ̀n-yèn, chên chhòng-khì tâm-ngim Arkansas Chû-chhòng fò thi 42 ngim Mî-koet Chúng-thúng.
socially-constructed-person;['augustus', 'o-kú-sṳ̂-tû', 'vuk-thai-vì'];Augustus, ngièn-miàng Gaius Octavius Thurinus, he Lò-mâ Ti-koet ke khôi-koet kiûn-chú, thúng-chhṳ Lò-mâ chhòng-tha̍t 43-ngièn.
socially-constructed-person;['khiet-sṳ̍t-é', 'khiet-sṳ̍t'];Khiet-sṳ̍t-é he chṳ́ chhai kiê-hong lâu ngìn pûn-fan sṳ̍t ke ngìn.
socially-constructed-person;['sên-lî-ngìn'];Sên-lî-ngìn he cho mâi mai ke ngìn.
socially-constructed-person;['pó-lò', '保罗', '保羅'];Pó-lò, he Sṳ̀n só kién-sién, chiong fuk-yîm chhòn-pûn ngoi-pâng-ngìn ke sṳ́-thù, ya-phî Li̍t-sṳ́-ho̍k-kâ kûng-ngin he tui-yî chó-khì Kau-fi fat-chán kung-hien chui-thai ke sṳ́-thù.
socially-constructed-person;['thai-sṳ́'];Thai-sṳ́, he Yit-koet Ngièn-sú hiong chu chhai koet Ngièn-sú phai khién ke tén-kip chui-kô ke ngoi-kâu thoi-péu, chhai chu chhai koet yû thoi-péu pún koet koet-kâ Ngièn-sú lâu chṳn-fú hiong chu chhai koet péu-tha̍t yi-kien fe̍t-chá thùng chu chhai koet tha̍t sṳ̀n hia̍p-ngi ke chhiòn khièn, hióng yû vàn-chhiòn ke ngoi-kâu thi̍t khièn lâu ngoi-kâu hot miên khièn, khì só hióng lî nyì ya kha khì-thâ ngoi-kâu thoi-péu vì kô.
socially-constructed-person;['yà-ôi'];Yà-ôi, ya cho-tet ham-cho yà-ngiòng fe̍t-chá fu-mû, he tui â-pâ lâu â-mê ke thúng-chhṳ̂n.
socially-constructed-person;['yo̍k-sṳ̂', 'yo̍k-chì-sṳ̂', 'yo̍k-tsì-sṳ̂'];Yo̍k-sṳ̂ he fu-chit thì-kiûng yo̍k-vu̍t tî-sṳt khi̍p yo̍k-sṳ fu̍k-vu ke chôn-ngia̍p ngìn-yèn.
socially-constructed-person;['kiám-chhà-kôn'];Kiám-chhà-kôn he chú-thô hìn-sṳ hí-sṳ ke fap-li̍t kûng-chok-chá.
socially-constructed-person;['ho̍k-sâng'];Ho̍k-sâng he chṳ́ chhai koet-kâ ngin-khó ke ho̍k-káu thu̍k-sû ke ngìn.
socially-constructed-person;['yî-sên', '先生', '医生', '醫生'];Liá-piên "Yî-sên" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"醫生" ke ya̍p-mien chhai liá-hong tiám-chhut.
socially-constructed-person;['â-pâ'];Â-pâ ya cho-tet ham-cho yà, he yà-ôi lî-tú nàm ke ke-ke.
socially-constructed-person;['ló-kûng'];Ló-kûng ya cho tet ham cho chhong-fû, he chṳ́ ńg-ngìn ke phi-ngiéu.
socially-constructed-person;['pû-ngiòng'];Pû-ngiòng he chṳ́ nàm-ngìn ke phi-ngiéu.
socially-constructed-person;['hâ-sat-khiet-tshu̍k', 'kazakh-chhu̍k'];Kazakh-chhu̍k he Chûng-Â ke Kazakhstan chú-thí mìn-chhu̍k, ya-he Chûng-koet yit-ke Séu-su mìn-chhu̍k.
socially-constructed-person;['yù-mu̍k mìn-chhu̍k'];Yù-mu̍k mìn-chhu̍k khiùn-thí chhín-hiong chhiùng yit-chhú yì-kî to nang yit-chhú, tô-yî thin-kî yit-thi.
socially-constructed-person;['thap-thap-ngì-tshu̍k', 'tatar-chhu̍k'];Tatar-chhu̍k he Chûng-Â ke yit ke mìn-chhu̍k.
socially-constructed-person;['mùng-kú-chhu̍k', 'mùng-kú-tshu̍k'];Mùng-kú-tshu̍k he Tûng-pet-â tsú-yeu mìn-tshu̍k tsṳ̂-yit, ya-he Mùng-kú-koet ke tsú-thí mìn-tshu̍k.
socially-constructed-person;['yâ-fò-fà'];Yâ-fò-fà he Kî-tuk-kau «Khiu-yok Sṳn-kîn» tú ki-chai ke Sông-ti ke miàng-sṳ.
socially-constructed-person;['tsêu-siên-tshu̍k', 'chêu-sién-chhu̍k', 'hòn-koet-ngìn', 'hôn-koet-ngìn'];Chêu-sién-chhu̍k he Tûng-Â chú-yeu mìn-chhu̍k chṳ̂-yit.
socially-constructed-person;['scotland-ngìn', 'sû-kak-làn-ngìn'];Alexander Graham Bell Sean Connery Alex Ferguson James Liuk-Sṳ David Livingstone James Watt Ewan Mcgregor Andy Murray Adam Smith Sû-kak-làn-ngìn he Sû-kak-làn tông-thi ke thú-chho̍k mìn-chhu̍k.
socially-constructed-person;['sierra leone'];Sierra Leone he Fî-chû ke yit-ke koet-kâ.
socially-constructed-person;['thòi-vân hak-kâ-ngî', 'thòi-vàn hak-kâ-ngî'];Chhâm-siòng Hak-kâ-fa Hon-sṳ pán-pún.
socially-constructed-person;['mò-tóng-sit'];Mò-tóng-sit, fe̍t chhṳ̂n Mò-tóng-phai, thu̍k-li̍p ngìn-sṳ, he chṳ́ put su̍k-yî ngim-hò chṳn-tóng ke kûng-chṳt ngìn-yèn fe̍t yû yit-thin yáng-hióng-li̍t ke ngìn, chhai sién-kí sṳ̀ yu chhṳ̂n-vì thu̍k-li̍p Hèu-sién-ngìn, chhai Chûng-koet Thai-liu̍k hêm-cho Mò-tóng-phai Ngìn-sṳ.
socially-constructed-person;['â-kûng'];Â-kûng he yit-chúng Chhîn-su̍k kôan-he ke chhṳ̂n-fû.
socially-constructed-person;['yù-thai-ngìn'];Yù-thai-ngìn, he kóng-fàm fûn-phu yî sṳ-kie kak-koet ke yit-ke chhu̍k-khiùn.
socially-constructed-person;['pok-sṳ', '先生', 'pok-sṳ ho̍k-vi'];Pok-sṳ he kau-yuk kî-kèu su-yî ke chui-kô yit-kip ho̍k-vi.
socially-constructed-person;['nùng-mìn'];Nùng-mìn ya ham cho nùng-kâ-ngìn, he chṳ́ yung nùng-ngia̍p lòi vì-chhṳ̀ sâng-fa̍t ke ngìn.
socially-constructed-person;['kau-sṳ̂'];Kau-sṳ̂ he chôn-mùn kâu-sû ke chṳt-ngia̍p.
socially-constructed-person;['li̍t-sṳ̂'];Li̍t-sṳ̂ he chṳ́ su tông-sṳ-ngìn ve-thok fe̍t fap-yen chṳ́ -thin, yî fap-li̍t hia̍p-chhu tông-sṳ-ngìn chin-hàng su-siùng, chhut-thìn phien-fu, yî-khi̍p chhú-lî yû-kôan fap-li̍t sṳ-vu ke chôn-ngia̍p ngìn-yèn.
socially-constructed-person;['yâ-sû', 'yâ-sû kî-tuk', 'kî-tuk', 'seng-zi'];Liá-piên "Yâ-sû" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"耶穌基督" ke ya̍p-mien chhai liá-hong tiám-chhut.
socially-constructed-person;['fa-ho̍k-kâ', 'fa-ho̍k kâ'];Fa-ho̍k kâ yit-pân he chṳ́ chhiùng-sṳ yî khiûn hien-thoi Fa-ho̍k ngièn-kiu ke Khô-ho̍k-kâ, yû chôn-chṳ lâu kiâm chṳt chṳ̂ fûn, chhai Yîn-koet yi̍t khó chṳ́ yo̍k-tsì-sṳ̂.
socially-constructed-person;['sâng-vu̍t ho̍k-kâ'];Sâng-vu̍t Ho̍k-kâ fe̍t Sâng-vu̍t Khô-ho̍k-kâ, he vông-vông chhai kì-têu ke fàn-kin poi-kín hâ ngièn-kiu sâng-vu̍t-thí ke Khô-ho̍k-kâ.
socially-constructed-person;['yên-yèn'];Yên-yèn he chṳ́ chôn-chṳt yên-chhut, fe̍t-chá chhai péu-yên ngi-su̍t chûng pàn-yên mêu-chúng kok-set ke ngìn-vu̍t.
socially-constructed-person;['sin-ngióng', '新娘'];Sîn-ngiòng yit-chhṳ̀ yit-pân lòi-kóng he chôn chṳ́ tui-yî khok-li̍p fûn-yîn kôan-he ke nàm-ńg chhai kiet-fûn ngì-sṳt chûng ke ńg-fông ke chhṳ̂n-fû, nàm-fông chet chhṳ̂n Sîn-lòng.
socially-constructed-person;['â-mê'];Â-mê ya cho-tet ham-cho ôi, he yà-ôi lî-tú ńg ke ke-ke.
socially-constructed-person;['thomas eddison'];Liá-piên "Thomas Eddison" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"托馬斯·阿爾瓦·愛迪生" ke ya̍p-mien chhai liá-hong tiám-chhut.
socially-constructed-person;['se-moi-ngìn', 'ńg-ngìn'];Se-moi-ngìn, ya cho-tet ham-cho moi-é-ngìn fe̍t-chá ńg-ngìn, he tsṳ́-tsṳ́ tshṳ-sin ke Ngìn-lui, lâu Nàm-ngìn, ya tshiu-he hiùng-sin ngìn-lui sṳ̀n-vì tui-pí.
socially-constructed-person;['se-lai-ngìn', 'nàm-ngìn'];Se-lai-ngìn, ya cho-tet ham-cho nàm-é-ngìn fe̍t-chá nàm-ngìn, he chṳ́ yit-ke hiùng-sin ngìn-lui, lâu tshṳ-sin ngìn-lui, ya tshiu-he Ńg-ngìn sṳ̀n-vì tui-pí.
socially-constructed-person;['fî-yí mî-koet het-ngìn', 'fî- yí mî-koet het-ngìn'];Fî- yí Mî-koet Het-ngìn tsṳ́-tsak Mî-koet Het-ngìn.
socially-constructed-person;['kôn-liâu'];Kôn-liâu ya chhṳ̂n-cho Kôn-yèn.
socially-constructed-person;['viking-ngìn', 'vì-kîn-ngìn'];Vì-kîn-ngìn he Nok-ngì-sṳ̂-ngìn ke yit-kî, kì-têu he chhiùng Kûng-ngièn 8 Sṳ-ki to 11 Sṳ-ki chhîm yéu pin chhṳ̍t-mìn Êu-chû yèn-hói fò Yîn-koet tó-yí ke Thâm-hiám-kâ, vú sṳ, sông-ngìn fò hói tho.
socially-constructed-person;['dwight d. eisenhower', 'dwight david eisenhower'];Dwight David Eisenhower, he Mî-koet Liu̍k-kiûn Ńg-sên Sông-chiông lâu thi 34-ngim Chúng-thúng.
socially-constructed-person;['phù-sat'];Phù-sat hai Fut-kaau yap-pin yit ko san-wai.
socially-constructed-person;['tha̍t-lai-la̍p-mà', 'dalai lama'];Dalai Lama he Sî-chhông fu̍t-kau ke Tulku chṳ̂ yit.
socially-constructed-person;['mô chhe̍t-tûng'];Mô Chhe̍t-tûng, he Chûng-koet Khiung-sán-tóng ke chui-kô liâng-thô-ngìn, kì fat-thung Vùn-fa Thai Kiet-min.
socially-constructed-person;['ló-chṳ́', '老子'];Ló-chṳ́ he Chûng-koet chhûn-chhiû sṳ̀-thoi sṳ̂-sióng-kâ,chat-ho̍k-kâ.Kì he tho-kâ ho̍k-sot ke thoi-péu ngìn-vu̍t,yû tho-tet-kîn 5000 sṳ chhòn-sṳ.Kì hàn phî tho-kau fung-vi sṳ́-chú.
socially-constructed-person;['julius caesar', 'yû-li-vû-sṳ̂ khái-sat'];Julius Caesar, Lò-mâ Khiung-fò-koet ma̍t-khì ke kiûn-sṳ thúng-soi, chṳn-chhṳ-kâ, Yî-lio̍k kâ-chhu̍k sṳ̀n-yèn.
socially-constructed-person;['john maynard keynes'];John Maynard Keynes, Yîn-koet Kîn-chi ho̍k-kâ.
socially-constructed-person;['isaac newton', 'ngiù-tun', 'ngie-sat-khiet ngiù-tun'];Isaac Newton khì-sṳ, yîn-koet vu̍t-lí-ho̍k-kâ, sṳ-ho̍k-kâ, thiên-vùn-ho̍k-kâ, chhṳ-yèn chet-ho̍k-kâ.
socially-constructed-person;['sṳt-kâ-mèu-nì', '佛', '佛祖', '释迦牟尼', '釋迦牟尼'];Sṳt-kâ-mèu-nì he fu̍t-kau ke chhong-sṳ́-ngìn, sàng-fu̍t heu chhṳ̂n-cho fu̍t-thò, mìn-kiên chhṳ̂n kì cho fu̍t-chú, yi-sii he chha̍t-ngu yî-chhiu ngìn-sên chá.
socially-constructed-person;['karl marx', 'mâ-khiet-sṳ̂'];Karl Marx, Hon-sṳ yîm-yi̍t Mâ-khiet-sṳ̂, he Tet-koet ke yi-chak chhut-miàng ke chet-ho̍k-kâ lâu sa-fi-ho̍k-kâ.
socially-constructed-person;['martin luther', 'mâ-tên lu-tet'];Mâ-tên Lu-tet chó-chhôi Ngí-fut-thai-ho̍k thu̍k vùn-ho̍k, yu-yû ho̍k pan-ngièn Fap-li̍t.
socially-constructed-person;['homeros'];Homeros he Kú Hî-lia̍p ke yit ke sṳ̂-ngìn.
socially-constructed-person;['genghis khan', '孛兒只斤·鐵木真'];Genghis Khan ，he Mùng-kú Ti-koet thien-kî-chá、sṳ-kie li̍t-sṳ́ sông khiet-chhut ke Kiûn-sṳ thúng-soi.
socially-constructed-person;['albert einstein'];Liá-piên "Albert Einstein" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"阿爾伯特·愛因斯坦" ke ya̍p-mien chhai liá-hong tiám-chhut.
socially-constructed-person;['kui-mí-thi̍t-lî mùn-tet-lie̍t-fû', 'dmitri mendeleev', 'mùn-tet-lie̍t-fû'];Dmitri Ivanovich Mendeleev (Ngò-ngî: Дми́трий Ива́нович Менделе́ев) 1834-ngièn ngi-ngie̍t tshit-ngit － 1907-ngièn ngi-ngie̍t ngi-ngit), Sṳ̍p-kiú Sṳ-ki Ngò-koet Khô-ho̍k-kâ, fat-hien Fa-ho̍k ngièn-su ke tsû-khì sin, tseu-tén ngièn-tsṳ́ liong, tsṳ-tsho tshut-lòi sṳ-kie song thi-yit tsông Ngièn-su Tsû-khì-péu.
socially-constructed-person;['vladimir lenin'];Vladimir Lenin, Hon-sṳ yîm-yi̍t Lie̍t-nèn, ngièn-lòi miàng-sṳ hêm cho Vladimir Ilyich Ulyanov, he Ngò-lò-sṳ̂ lâu Sû-lièn ke yi-chak chṳn-chhṳ-kâ.
socially-constructed-person;['joseph stalin'];Joseph Vissarionovich Stalin, ngièn-lòi miàng-sṳ hêm cho Ioseb Besarionis dze Jughashvili, he Sû-lièn ke yi-chak chṳn-chhṳ-kâ.
socially-constructed-person;['chhòn-kau-sṳ'];Chhòn-kau-sṳ he chṳ́ kiên-thin ke sin chhṳ-kâ ke chûng-kau, hàng-to chṳ̂n yén ke thi-khî hiong phe̍t-sà siên-chhòn chhṳ-kâ chûng-kau ke ngìn.
socially-constructed-person;['chhù-sṳ̂'];Chhù-sṳ̂ he chôn-mùn pûn ngìn chú-sṳ̍t ke chṳt-ngia̍p.
socially-constructed-person;['kau-su'];Kau-su he yit-chúng kô-tén kau-yuk thí-ne chûng ke chṳt-chhṳ̂n.
socially-constructed-person;['kiûn-ngìn'];Kiûn-ngìn he yit chúng chhai koet-kâ kiûn-chhui fuk-yi̍t ke chṳt-ngia̍p.
socially-constructed-person;['chúng-thúng'];Chúng-thúng he tui Khiung-fò chṳ koet-kâ Ngièn-sú ke chhṳ̂n-fû Chúng-thúng ke Yîn-vùn yi̍t chhṳ̂n "President", chhai Yîn-vùn chûng he chṳ́ liâng-thô chá, chhai Lò-mâ Ti-koet sṳ̀-khì vì fu chṳp-chṳn kôn fe̍t hàng sén chúng tuk ke chṳt vi, pin fî chṳp-chṳn kôn.
socially-constructed-person;['neil armstrong'];Neil Armstrong, Mî-koet Thai-khûng-ngìn, Chhṳ-fî-yèn, Hói-kiûn Fî-hàng-yèn yî-khi̍p Thai-ho̍k Kau-su.
socially-constructed-person;['sṳ-chhòng'];Sṳ-chhòng, he khiûn-thoi yit-ke sàng-sṳ chui-kô chṳt-vi kôn-yèn ke chṳt chhṳ̂n.
socially-constructed-person;['sîm-khiû'];Sîm-khiû ya cho-tet ham-cho sîm-khiû-é, he lai-é ke pû-ngiòng.
socially-constructed-person;['vong ti', 'yû-yùng-shì', '黃帝'];Chhâm-siòng Hak-kâ-ngî Pha̍k-fa-sṳ pán-pún.
socially-constructed-person;['mî-koet chúng-thúng'];Mî-li-kiên Ha̍p-chung-koet Chúng-thúng he Mî-koet ke Koet-kâ Ngièn-sú, Chṳn-fú Sú-nó lâu Sâm-kiûn Thúng-soi, kîn-kí 1787-ngièn thûng-ko ke Mî-koet Hièn-fap yì sat-li̍p, hàng sṳ́ Hièn-fap fù yi ke hàng-chṳn-khièn, sú ngim Chúng-thúng George Washington yî 1789-ngièn 4-ngie̍t 30-ngit chhiu chṳt, chṳ̂-heu chṳ 1933 ke li̍t ngim Chúng-thúng kiûn vì 3-ngie̍t 4-ngit chhiu chṳt, yì khì heu chet yî 1-ngie̍t 20-ngit chhiu chṳt.
socially-constructed-person;['song-ti', 'seng-fu', 'thiên-chú'];Song-ti tu mò khiung-yong ke chûng-kau tî-tú yû mò khiung-yong ke yi-sṳ.
socially-constructed-person;['sîm-khiû'];Sîm-khiû ya cho-tet ham-cho sîm-khiû-é, he lai-é ke pû-ngiòng.
socially-constructed-person;['george h. w. bush'];George H. W. Bush he Mî-koet thi si-sṳ̍p-yit ngim Chúng-thúng.
socially-constructed-person;['friedrich engels'];Friedrich Engels, Hon-sṳ yîm-yi̍t Ên-kak-sṳ̂, he Tet-koet ke yi-chak chhut-miàng ke chet-ho̍k-kâ, li̍t-sṳ́-ho̍k-kâ lâu sông-ngìn.
space-region;['chhṳ̍t-sien'];Chhṳ̍t-sien, he yit-ke tiám chhai phìn-mien fe̍t khûng-kiên yèn chho̍k yit-thin fông-hiong lâu khì siông-fán fông-hiong yun-thûng ke kuí-chiak. mò-vân-khiuk ke sièn.
