abstract-region;['ຕຳລາຂັ້ນສອງ'];ຕຳລາຂັ້ນສອງ ແມ່ນ ຕຳລາພະຫຸພົດ ທີ່ມີຮູບຮ່າbhgnnhbb f = a x 2 + b x + c {\displaystyle f=ax^{2}+bx+c\,\!}, where a ≠ 0 {\displaystyle a\neq 0\,\!}.
spatial-feature;['ກະລັງກັງຢົງ', 'grand canyon'];ກະລັງກັງຢົງ ຫຼື ກະແລນແຄນຢອນ (ອັງກິດ: Grand Canyon) ແມ່ນເຂດຖິ່ນດິນແດນຫິນຜາແລະຫຸບເຫວ ຊຶ່ງໜ້າຜາມີຄວາມສູງເຖິງ 1600 ແມັດ ແລະຫຸບເຫວສູງເຖິງ 450 ກິໂລແມັດ ຊຶ່ງຢູ່ໃນທາງຕາເວັນຕົກສຽງເໜືອຂອງລັດອາລີໂຊນາ ປະເທດສະຫະລັດອາເມລິກາ ຊຶ່ງມີນັກທ່ອງທ່ຽວນັບແສນໆ ຄົນໃນແຕ່ລະປີ ແລະຜູ້ຄົ້ນພົບແມ່ນພັນຕີຈອນ ເວສະລີ ເພົາເວນແລະຄະນະເມື່ອປີ ຄ.ສ.
status;['ຄວາມເປັນພົນລະເມືອງ'];ຄວາມເປັນພົນລະເມືອງ ແມ່ນສະຖານະພາບຂອງບຸກຄົນທີ່ຈາລີດປະເພນີ ຫຼື ກົດໝາຍຂອງລັດ ຮັບຮອງ ໂດຍໃຫ້ສິດທິ ແລະ ໜ້າທີ່ ຂອງຄວາມເປັນພົນລະເມືອງໃຫ້ກັບບຸກຄົນ, ເຊິ່ງອາດຮວມມີ ສິດທິໃນການອອກສຽງເລືອກຕັ້ງ, ການເຮັດວຽກແລະອາໄສຢູ່ໃນປະເທດ, ສິດທິກັບປະເທດ, ສິດທິຄອບຄອງອະສັງຫາລິມະຊັບ, ການຄຸ້ມຄອງທາງກົດໝາຍຕໍ່ລັດຖະບານຂອງປະເທດ, ແລະການຄຸ້ມຄອງຜ່ານກອງທັບຫຼືການທູດ.
subject;['ສະຖິຕິສາດ'];ສະຖິຕິສາດແມ່ນ ສາຂາໜຶ່ງຂອງ ຄະນິດສາດ ທີ່ສຶກສາ ການຮີບໂຮມ, ການວິເຄາະ, ການຕີຄວາມໝາຍ ແລະ ການສະແດງ ຂໍ້ມູນເປັນໂຕເລກ ເປັນຈຳນວນຫຼາຍ.
subject;['ວິທະຍາສາດ'];ວິທະຍາສາດ (ຄຳເຄົ້າ: ວິທຍາສາສຕຣ໌) ໝາຍເຖິງ ຄວາມຮູ້ກ່ຽວກັບສິ່ງຕ່າງ ໆ ໃນທຳມະຊາດທັງທີ່ມີຊີວິດແລະບໍ່ມີຊີວິດ ລວມທັງກະບວນການປະມວນຄວາມຮູ້ຢ່າງປະຈັກ ທີ່ເອີ້ນວ່າກະບວນການທາງວິທະຍາສາດ ແລະກຸ່ມຂອງອົງຄວາມຮູ້ທີ່ໄດ້ຈາກກະບວນການດັ່ງກ່າວ.
subject;['ຄະນິດສາດ'];ຄະນິດສາດ (ຄຳເຄົ້າ: ຄນິຕສາສຕຣ໌) ແມ່ນ ວິທະຍາສາດ ກ່ຽວກັບ ຈຳນວນ, ໂຄງສ້າງ, ກາງຫາວ ແລະ ການປ່ຽນແປງ.
subject;['ທໍລະນີສາດ'];ທໍລະນີສາດ (ຄຳເຄົ້າ: ທໍຣນີສາສຕຣ໌, ອັງກິດ: geology) ແມ່ນ ວິທະຍາສາດ ທີ່ສຶກສາກ່ຽວກັບ ພາກສ່ວນແຂງ ຂອງ ໂລກ, ສ່ວນປະກອບ, ໂຄງສ້າງ, ຄຸນລະສັກນະ, ຄວາມເປັນມາ, ແລະ ຂະບວນວິວັດ ຂອງ ມັນ.
subject;['ພູມສາດ'];ພູມສາດ​ (ພາສາອັງກິດ: Geography) ແມ່ນ ວິທະຍາສາດທຳມະຊາດ ທີ່ ສຶກສາກ່ຽວກັບ ໂລກ, ຄຸນລັກສະນະມັນ, ສິ່ງມີຊີວິດ ທີ່ອາໄສຢູ່ ແລະ ປະກົດທຳມະຊາດຕ່າງໆ.
subject;['ເອໂຄໂນເມທຣິກ'];ໂດຍ ທົ່ວໄປ ເອໂຄໂນເມທຣິກ (ພາສາອັງກິດ: econometric) ແມ່ນ ຂະແໜງວິຊາໜຶງ ໃນ ເສດຖະສາດ ທີ່ ນຳໃຊ້ ຄະນິດສາດ, ສະຖິຕິ ແລະ ຄອມພິວເຕີ ໃນ ການຄົ້ນຄ້ວາ ປະກົດການ ທາງດ້່ານ ເສດຖະກິດ.
subject;['ຫຸ່ນຍົນສາດ', 'robotics'];ວິທະຍາການຫຸ່ນຍົນ ຫຼື ຫຸ່ນຍົນສາດ ຫຼື ໂຣໂບຕິກ (ອັງກິດ: Robotics, ຝະລັ່ງ: Robotique) ເປັນສາດທາງວິທະຍາສາດແລະເຕັກໂນໂລຊີທີ່ສຶກສາກ່ຽວກັບການອອກແບບ ການຜະລິດ ແລະການປະຍຸກໃຊ້ງານໂຣບົດ ຫຸ່ນຍົນສາດກ່ຽວຂ້ອງກັບ ເອເລັກໂຕນິກ, ກົນລະສາດ, ແລະ ຊອບແວ.
subject;['ບູຮານວິທະຍາ'];ບູຮານວິທະຍາ (ຄຳເຄົ້າ: ບູຮານວິທຍາ, archaeology) ແມ່ນວິທະຍາສາດ ທີ່ ສຶກສາກ່ຽວກັບ ມະນຸດຊາດ ແລະ ວິວັດທະນາການ ຂອງ ມັນ ໂດຍ ຜ່ານ ການຄົ້ນຄ້ວາ ບູຮານສະຖານ, ຮ່ອງຮອຍ ທີ່ ມະນຸດຊາດ ໄດ້ ປະຖິ້ມໄວ້ ແຕ່ ບູຮານມາ.
subject;['ນິເວດສາດ'];ນິເວດສາດ (ຄຳເຄົ້າ: ນິເວສສາສຕຣ໌, ອັງກິດ: ecology) ຫຼື ເອກໍລໍຊີ (ຝະລັ່ງ: écologie) ແມ່ນ ວິທະຍາສາດ ທີ່ສຶກສາກ່ຽວກັບ ການກະຈາຍ, ຄວາມສຳພັນຊຶ່ງກັນແລະກັນ ລະຫວ່າງສິ່ງມີຊີວິດ ລວມທັງ ກັບ ສິ່ງແວດລ້ອມ.
subject;['ພັນທຸສາດ'];ພັນທຸສາດ (ອັງກິດ: genetics) ແມ່ນສາຂານຶ່ງຂອງຊີວະວິທະຍາ.
subject;['ນິຕິສາດ'];ນິຕິສາດ ແມ່ນວິຊາທີ່ສຶກສາເລື່ອງກົດໝາຍ ຫຼືວິຊາທີ່ມີກົດໝາຍເປັນວັດຖຸຂອງການສຶກສາ.
subject;['ເອເລັກໂຕຣນິກ', 'ເອເລັກໂຕນິກ', 'ເອເລັກຕະໂລນິກ'];ເອເລັກໂຕຣນິກ (electronics) ໝາຍເຖິງ ຂະແໜງວິຊາ ທີ່ ສຶກສາກ່ຽວກັບ ການຄວບຄຸມ ການໄຫຼ ຫຼື ກະແສ ຂອງ ເອເລັກຕຣົງ ລວມທັງ ອຸປະກອນ ທີ່ ນຳໃຊ້ ກະແສເອເລັກຕຣົງນີ້.ປະຈຸບັນ ເຄື່ອງເອເລັກໂຕຣນິກ (electronic appliance) ແມ່ນ ສິ່ງທີ່ຖືກນຳໃຊ້ກັນແຜ່ຫຼາຍ ແລະ ເກືອບເວົ້າໄດ້ວ່າ ທຸກໆອຸປະກອນ ຫຼື ຜະລິດຕະພັນຊົມໃຊ້ ທີ່ ໃຊ້ໄຟຟ້າ ຈະນຳໃຊ້ ເອເລັກໂຕຣນິກ ບໍ່ຫຼາຍກໍ່ໜ້ອຍ.
subject;['ດາຣາສາດ', 'ດາລາສາດ'];ດາລາສາດ (ຄຳເຄົ້າ: ດາຣາສາສຕຣ໌. ຝະລັ່ງ: Astronomie) ໝາຍເຖິງ ວິທະຍາສາດທີ່ ສຶກສາກ່ຽວກັບ ການສັງເກດແລະອະທິບາຍທຳມະຊາດຂອງດວງດາວ, ໝູ່ດາວແລະວັດຖຸເທິງທ້ອງຟ້າ.
subject;['ສັງຄົມສາດ'];ວິຊາ ສັງຄົມສາດ (social science) ຄືສາຂາວິຊາທີ່ໃຊ້ລະບຽບວິທີທາງວິທະຍາສາດເພື່ອສຶກສາໂລກໃນເລື່ອງທີ່ກ່ຽວຂ້ອງກັບຄວາມສຳພັນລະຫວ່າງມະນຸດໜ່ວຍສັງຄົມຕ່າງໆຂອງມະນຸດ ລວມທັງພຶດຕິກຳຂອງມະນຸດໃນທິດທາງຕ່າງໆ ວິຊາໃນສັງຄົມສາດແຕກຕ່າງຈາກວິຊາໃນກຸ່ມມະນຸດສາດ ເນື່ອງຈາກຫຼາຍໆສາຂາວິຊາໃນສັງຄົມສາດເນັ້ນການຫາຄວາມຮູ້ ແລະ ຄວາມສຳພັນຂອງປັດໄຈຕ່າງໆ ທີ່ສົ່ງຜົນຕໍ່ການດຳເນີນພຶດຕິກຳຂອງມະນຸດ ແລະ ປາກົດການທາງສັງຄົມດ້ວຍຂະບວນການແບບປະຕິຖານ ແລະ ປະຈັກນິຍົມ ທາງດ້ານປະລິມານ (quantitative method) ແລະ ທາງດ້ານຄຸນນະພາບ (qualitative method) ຢ່າງເປັນວິທະຍາສາດ ເຖິງຢ່າງໃດກໍ່ຕາມບາງສາຂາກໍ່ອາດຈະນຳລະບຽບວິທີທາງຄຸນນະພາບແບບຕີຄວາມການຄາດຄະເນ ວິເຄາຕາມຫຼັກປັດຊະຍາ ແລະ ຕະກະ ຫຼື ຄວາມເຊື່ອສ່ວນບຸກຄົນ ແລະ ການວິຈານມາໃຊ້ໃນການອະທິບາຍພຶດຕິກຳໃນບາງກໍ່ລະນີທີ່ເໝາະສົມຫາກຈຳເປັນ ເຖິງແມ່ນວ່າ ລະບຽບວິທີການການສຶກສາທາງສັງຄົມແບບໃໝ່ໄດ້ຮັບອິດທິພົນຈາກສັງຄົມສາດແບບອາເມຣິກາສ່ວນຫຼາຍ ເຮັດໃຫ້ການສຶກສາແບບປະຕິຖານນິຍົມໄດ້ຮັບຄວາມນິຍົມ ແລະ ການຍອມຮັບຫຼາຍກວ່າລະບຽບວິທີແບບເກົ່າທີ່ຄ້າຍຄືກັບສາຂາມະນຸດສາດ
subject;['ເສດຖະສາດ', 'economic'];ຄຳວ່າ ເສດຖະສາດ (ຄຳເຄົ້າ: ເສຣສຖສາສຕຣ໌, ຄຳວ່າ Economics ໃນພາສາອັງກິດ ມາຈາກ ຄຳວ່າ [oikos] ໃນ ພາສາເກຣັກ ເຊິ່ງ ແປວ່າ 'ເຮືອນ', ແລະ [nomos] ເຊິ່ງ ແປວ່າ 'ປົກຄອງ' ແລະ ສາມາດແປລວມໄດ້ວ່າ "ການປົກຄອງເຮືອນ") ແມ່ນ ສັງຄົມສາດ ຂະແໜງໜຶ່ງ ທີ່ສຶກສາ ກ່ຽວກັບ ການຜະລິດ (Production), ການແຈກຢາຍ (Distribution), ການຄ້າ (Trade) ແລະ ການຊົມໃຊ້ (Consumption) ສິນຄ້າ (Goods) ແລະ ການບໍລິການ (Services).
subject;['ເຄມີສາດ'];ເຄມີສາດ (chemistry) ແມ່ນ ວິທະຍາສາດ ທີ່ສຶກສາ ກ່ຽວກັບ ທາດມູນ ໃນລະດັບ ປະລະມະນູ(ຫຼື ອາຕອມ) ຫຼື ໂມເລກຸນ ລົງໄປ.
subject;['ວິທະຍາສາດປະຍຸກ', 'ວິສະວະກຳ'];ວິສະວະກຳ (ຄຳເຄົ້າ: ວິສວກັມ) ແມ່ນ ການອອກແບບ, ວິເຄາະ ແລະ /ຫຼື ສ້າງສິ່ງໃດສິ່ງໜຶ່ງ ເພື່ອ ຜົນປຸະໂຫຍດ ຕົວຈິງ.
subject;['ວິທະຍາສາດປະຍຸກ', 'ວິສະວະກຳ'];ວິທະຍາສາດປະຍຸກໃຫ້ຄວາມສົນໃຈໃນການແກ້ໄຂບັນຫາທີ່ເກີດຂື້ນໃນຂະນະນັ້ນຜົນຈາກການວິໃຈໃນບັນຫານີ້ສາມາດສອນໃນມະຫາວິທະຍາໄລແລະສະຖານທີ່ທີ່ສົມຄວນໃດ້ອີກ...
subject;['ສະຖາປັດຕະຍະກຳ'];ສະຖາປັດຕະຍະກຳ (ຄຳເຄົ້າ: ສຖາປັຕຍກັມ, architecture) ແມ່ນ ສິລະປະ ຫຼື ວິທະຍາສາດ ກ່ຽວກັບ ການອອກແບບ ອາຄານ ແລະ ສິ່ງປຸກສ້າງ.
subject;['ພຶດຊະຄະນິດ', 'algebra'];ພຶດຊະຄະນິດ (ພາສາອັງກິດ: Algebra)ແມ່ນ ສາຂາໜຶ່ງ ຂອງ ຄະນິດສາດ ທີ່ ສຶກສາ ກ່ຽວກັບ ໂຄງສ້າງ, ຄວາມສຳພັນ ແລະ ປະລິມານ.
subject;['ໄຕມຸມ', 'ໄຕມູມ'];ໄຕມຸມ (ຈາກ ພາສາເກຣັກ trigōnon "ສາມແຈ" + metron "ການວັດແທກ") ແມ່ນ ສາຂາໜຶ່ງ ຂອງ ຄະນິດສາດ ທີ່ສຶກສາກ່ຽວກັບ ຮູບສາມແຈ, ໂດຍສະເພາະ ຮູບສາມແຈ ເທິງ ໜ້າພຽງ ທີ່ ມຸມໜຶ່ງ ແມ່ນ 90 ອົງສາ (ມຸມສາກ).
subject;['ຈະລິຍະທຳ', 'ຈະລິຍະສາດ'];ຈະລິຍະທຳ ຫຼື ຈະລິຍະສາດ (ອັງກິດ: ethics, ຝະລັ່ງ: éthique) ແມ່ນນຶ່ງໃນວິຊາຫຼັກຂອງ ວິຊາປັດຊະຍາ ເຊິ່ງສຶກສາກ່ຽວກັບຄວາມດີງາມທາງສັງຄົມມະນຸດ ຈຳແໜກແຍກແຍະວ່າສິ່ງໃດຖືກແລະສິ່ງໃດຜິດ ຄັນຈະອະທິບາຍຢ່າງງ່າຍ ໆ ແມ່ນ ຈະລິຍະທຳ ໝາຍເຖິງ ການແຍກສິ່ງຖືກຈາກຜິດ ດີຈາກຊົ່ວ.
subject;['ຍານວິທະຍາ'];ຍານວິທະຍາ ຫຼື ຍານສາດ ໝາຍເຖິງວິຊາວ່າດ້ວຍຄວາມຮູ້ ຫຼືທິສະດີຄວາມຮູ້.
subject;['ເລຂາຄະນິດ'];ເລຂາຄະນິດ (ພາສາເກຣັກ γεωμετρία. geo = ໂລກ, metria = ວັດແທກ) ແມ່ນ ສາຂາໜຶ່ງ ຂອງ ຄະນິດສາດ ທີ່ ສຶກສາກ່ຽວກັບ ຂະໜາດ, ຮູບຮ່າງ, ທີ່ຕັ້ງທຽບຖານ ຂອງ ຮູບຮ່າງ ແລະ ຄຸນລັກສະນະ ຂອງ ກາງຫາວ.
subject;['ປັດຊະຍາ', 'ປັດຍາ'];ປຣັດຊະຍາ ເປັນຄຳສັບມາຈາກພາສາສັນສະກິດ ເຊິ່ງມີຄວາມໝາຍວ່າ “ຄວາມຮູ້ອັນປະເສີດ” ໂດຍໄດ້ມາຈາກສອງຄຳສັບຄື: “ປະຣະ” ທີ່ແປວ່າປະເສີດ ແລະ ຄຳວ່າ: “ຊະຍາ” ທີ່ແປວ່າຄວາມຮູ້ອັນປະເສີດ ໝາຍເຖິງຄວາມຮູ້ທີ່ເກີດຂຶ້ນພາຍຫຼັງໄດ້ຮັບການພິຈາລະນະຢ່າງຖີ່ຖ້ວນ, ໃນພາສາອັງກິດໃຊ້ຄຳວ່າ: Philosophy ເຊິ່ງມີເຄົ້າເດີມມາຈາກສັບວ່າ philo-sophia ໃນພາສາເກຣັກ philos ແປວ່າ: ຄວາມຮັກ ແລະ sophia ແປວ່າຄວາມຮູ້ ເມື່ອຮວມເຂົ້າກັນຈຶ່ງມີຄວາມໝາຍວ່າ: “ຄວາມຮັກໃນຄວາມຮູ້” ຫຼື ຄວາມປາຖະໜາທີ່ຈະເຂົ້າເຖິງຄວາມຮູ້ ຄືປຣັດຊະຍາ.
