abstract-region;['taran'];Taran Xisaab ahaan waa natiijada Iskudhufasho laba walxoox.
socially-constructed-person;['ciise', 'nebi ciise', 'ciise masiix', 'ciise masiixi', 'nabi ciise', 'nabi ciise c.s.', 'sayid ciise masiix', 'sayid ciise masiixi'];بسم الله الرحمن الرحيم الحمد لله رب العالمين = Maryama Ciise Hooyadiis = Maryam, Maryama, Maryam bintu Cimraan waxay ahayd qof muuminad ah oo dhashay isla markaana hooyo u ahayd nebigii Alle u soo direy reer banii Israaiil waa Nebi Ciise.
socially-constructed-person;['tumaal'];Tumaal- Birka Tumaal waa xirfad-yaqaan looga dambeeyo tumista biraha, biraha loo adeegsado mindiyaha, seefaha iwm.
socially-constructed-person;['anthrobologist'];Anthrobolojist wa qof barta Anthroboloji.
socially-constructed-person;['jini', 'jin'];Jini
socially-constructed-person;['atoore', 'jilaa', 'atariisho'];Atoore waa qof jilaa ah, kaasi oo inta ugu badan qeyb ka ah filim, ruwaayad, ciyaar, ama nooc kale oo madadaalo ah.
socially-constructed-person;['ilmo', 'caruur', 'ciyaal', 'ubad'];Ilmo Ilmo waa dhalashada noole ilaa uu ka gaadho qaangaadh.
socially-constructed-person;['caan'];Caan waa qof oo la wada garanaayo oo heer weyn gaadhey, markaas na digtooni dadka ka hela.
socially-constructed-person;['hooyo'];Hooyo waa waalid, micnaha wuxuu kayimi oo ah hooyga laga hadhgalo wax walba oo dhibaato ah, oo ad ka helaysid dugsi iyo diirsimaad, waxaynu kaloo odhan karnaa hooyo waa hooy aad caloosheeda usoo hooyatay.Hooyo they wah wah laga hadhgalo wahas wa samaya heya wa so fihyanta hay.
socially-constructed-person;['abwaan', 'gabyaa'];Abwaan ama Gabyaa waxaa lagu magacaabaa Qofka qora ama maskaxdiisa ay ka soo maaxato murtida sida Gabayada, geeraarka iyo noocyada maansada qaybo ka mida.
socially-constructed-person;['gabar', 'gabadh'];Gabar, Gaber ama Gabadh waa Dheddigga Dadka ee yar da` ahaan, badanaa gaber waxaa loogu yeeraa qofka dumarka ah inta aan la guursan, marmarna xataa marka la guursado kadib waa loo adeegsadaa, si la macno ah naag, hase ahaatee, Gaber waa magac sharaf hugan oo waxaa adeegsado qof weliba, lkn naag afka kuma qurxoona, bedelkeeda Haweeney ayaa la isticmaalaa.
socially-constructed-person;['tomas edison'];Thomas Alva Edison 1847-1931 waxa uu ahaa ikhtiraacaa mareykanka udhashay oo salkiisi kasoo jeedo wadan Holland, waxa uu kudhashay tuulo lagu magaaco milan oo ka tirsan gobolka Ohio yaraantiisii waxba kamuu baranican u xanaanysay hooyadii kadib tomas waxa uu muujiyay fariidnimo iyo maskax badni halkaas oo uu caalamka kusoo kordhiyay waxyaabo badan oo maanta la aantood aan la joogi karin waxyaabaha uu toams edison alifay waxa kamida lambada.mekrifoonka, madbacada maanta wax lagu daabaco waana qofkii ugu horeeyay ee sameeya sawirada maanta looyaqoono kartoonka ee tvga kasoo baxa waxa uu edison alifay in kaban kun shay.
socially-constructed-person;['naag'];Naag waa dhediga ama banii'aadamka dadka ee qaangaartay sida gabar loogu isticmaalo mida aanan qaangaarin, sida uu ninka u yahay labka dadka ee qaangaaray, ereygaan Naag waxaa loo isticmaalaa Bayoloji ahaan iyo luqad ahaan kala saarida labada jinsi.
socially-constructed-person;['nin'];Nin waa Labka, marka oo qaan gaaray.
socially-constructed-person;['dadka madoow', 'afrikan ameerikan'];Maqaalkan wuxuu ku saabsan yahay dadka madoow ee dalka Maraykanka.
socially-constructed-person;['madaxwayne kuxigeen', 'madaxweyne ku xigeen'];Madaxweyne ku xigeen waa madaxa labaad ee ugu sareeya dowlad wadan ama dal.
socially-constructed-person;['qaxooti', 'qoxooti'];Kani waa maqaal ku saabsan dadka qaxaya.
socially-constructed-person;['sokrades'];Sokrades luqada weaxa uu faylasoof giriiga oo jiray waayadii hori waxa uu kamidyahay aasaasayaashii faylasafada ee reer galbeedka waxa uu leeyahay manhajka caanka ah ee looyaqaano aad ayaana loo adeegsadaa manhajkan sokrades waxaa lugu adeegsadaa cilmiga barbaarinta
socially-constructed-person;['badmareen', 'baxaari'];Kani waa maqaal ku saabsan baxaariga.
socially-constructed-person;['dalai lama'];w:zh:第十四世达赖喇嘛 Dalai Lama 1935 ilaa hada waa hogaamiye diineeka ugusareeya buudiyiinta ku nool gobolka tebet ee Shiinaha laga bilaabo sanadii 1959 waxa uu dali lama hayay labo jago oo ah mid hogaamin siayaasadeed ah iyo mid diineed o uu kahayay gobolka tebet ee ismaamul hoosaadka haysta gobokan oo katirsan wadanka shiinaha waana qof aqoon sare ka haysta diinta buudiga qof kasta ama nin kasta oo loodhiibo jagada dlai lama waxa lagu magacaabaa in uu yahay dhaxlihii ama qofkii xukunka ka dhaxlay aasaasihii diinta buudiga ee Gootama buuda waa sida ay u arkaan dadka raacsaniye.ninkan hada jagada haya oo ah kii 14aad waxa uu jagada qabtay sanadii 1940 dadiisuna waxa ay ahyd 4 sano jir waxana uu ku dhashay magaalda shingahay.
socially-constructed-person;['mao zedong'];nin kani wuxuu ahaa nin u dhashey dalka China ama shiinaha
socially-constructed-person;['halabuur', 'hal abuur'];Halabuur waa qof haybad u leh diyaarinta ereyada ay ka samaysan tahay heesi.
socially-constructed-person;['julius caesar'];Julius Caesar
socially-constructed-person;['jamaal cabdinaasir', 'gamal abdel nasser جمال عبد الناصر'];Egypt Jamaal Cabdinaasir waxa uu dhashay 15.4.1918.
socially-constructed-person;['isxaaq newton', 'isaaq newton'];Isaaq Newton wuxuuna magac munaasabeedkaka Sir,, wuxuu ku xeel dheeraa Fiisigiska, Xisaabaadka iyo Cilmiga Xidigiska, waxa uuna ka tirsan yahay dadka caalamka raadka ku yeeshay
socially-constructed-person;['gootama buuda'];Template:Buddhism
socially-constructed-person;['karl marx', 'karl marx كارل مركس'];Karal Markis waxa uu ahaa faylasuuf jarmala asalkiisu waxa uu ahaa yahuudi, waxa kale oo uu ahaa saxafi, waa ninka iska leh ama ay katimi argtida maanta loo yaqaano {markasiga}amaba shuucigan maanta layaqaano.waxa uu inbadan mucaarid ku ahaa.rasamaaliyada.m,arkes waxa uu ku dhshay magaalada.{Tareer}ee wadanka Jarmalka.waxa la odhankaraa .markes waa cida keentay.ama fakertay.shuuciyada caalamka maanta laga yaqaano markas waxa uu ahaa nin aad ugu kacsan ama neceb.Rasalmaaliyada.sanadii.1842.kadib
socially-constructed-person;['jinkis khan'];Jinkis Khan
socially-constructed-person;['jinsiga saddexaad'];Jinsiga saddexaad waxa weeyaan cudurka qofka xubnaha jidhka leh kuwaa nimanka iyo kuwa naagaha
socially-constructed-person;['albert einstein', 'albert einstein ألبيرة انستاين'];Albert Einstein waxa uu ahaa nin aad ugu takhasusay cilmiga fiisigiska waxa uu dhashay 14 mares.1879.
socially-constructed-person;['faladimir lenin', 'vladimir lenin'];Vladimir Lenin wuxuu ahaa kacaanyahan, siyaasi iyo filasafoor raashiyaan ah.
socially-constructed-person;['joseph stalin'];East Turkestan also known as Eastern Turkistan, Uyghurstan, Uyghuristan is a political term with multiple meanings depending on context and usage.
socially-constructed-person;['barfasoor'];Barfasoor waa magac loo yaqaan Macalinka wax ka dhiga Jaamacad kaas oo ku taqasusay cilmi uun, waana darajada ugu sareysa ee heer jaamacadeed, ereygaan asalkiisa waa Laatiin waxaana laga wadaa qof si fiican u yaqaan qeyb cilmiga ka mid ah ama Macalim darajo sare leh.
socially-constructed-person;['nabi', 'nabiyada', 'nebi'];Nabi
socially-constructed-person;['malag', "malaa'ig", 'malaaikta'];Kani waa maqaal ku saabsan Malaa'igta.
socially-constructed-person;['abti'];Abti
socially-constructed-person;['madaxweyne'];Madaxweyne waa madaxa ugu sareeya ee dowlada wadan ama dal.
socially-constructed-person;['ilmo adeer', 'ina adeer'];Ilmo Adeer
socially-constructed-person;['michael faraday'];my grandpa eat my carrot
socially-constructed-person;['sodoh'];Sodoh waa islaanta hooyoda u ah xaaska nin qabo iyo seeyga naag leedahay.
socially-constructed-person;['nayl armistaroong', 'neil armstrong'];Neil Armstrong waxa uu dhashay 05-08-1930 waxa uu ahaa duuliye Maraykanka ah oo ku shaqo leh baadhitaanada duulimaadada aadka u sareeya.
socially-constructed-person;['duqa'];Duqa waa eray macna fara-badan leh waxaana loo adeegsadaa sida qof xukuma magaalo taasoo leh degmooyin fara-badan tusaale ahaan magaalada Muqdisho ayaa duq leh maadaama gobolka banaadir uu leeyahay Gudoomiye, badanaa degmooyinka ama xarumaha gobolada laguma magacaabo qofka xukuma duq ee iyaga waxaa lagu magacaabaa Gudoomiye.
socially-constructed-person;['nabi muuse c.s.', 'nebi muuse', 'muuse binu cimraan', 'nabi muuse c.s'];Nebi Muuse Kani waa maqaal ku saabsan Nebi Muuse.
socially-constructed-person;['sodoh'];Sodoh waa islaanta hooyoda u ah xaaska nin qabo iyo seeyga naag leedahay.
socially-constructed-person;["ra'iisul wasaare", "ra'iisal wasaare", "ra'iisul wasaarayaahii masar"];Ra'iisul Wasaare waa madaxa xukuumadeed ee wadan, dowlad ama dal.
socially-constructed-person;['habaryar'];Habaryar
socially-constructed-person;['dumaashi'];Dumaashi Dumaashi' waa naagta walaalka la ah xaaska nin qabo iyo seeyga naag leedahay.
socially-constructed-person;['george h. w. bush', 'george h.w bush'];George H. W. Bush, wuxa ahay madaxwaynaha 41aad oo dalka Mareykanka, ee sanadka 1989-1992.
socially-constructed-person;['qoraa'];Qoraa (Af-Carabi: كاتب.
space-region;['sedjibeke'];Sedjibeke Saddexjibaarane Waxa uu leeyahay 6 dhinac oo isku beegan, 12 gees, 8 xagal dhamaantoodna dhinac kasta waa qaab labajibaaren ah, Xaglahiisuna waa kuwa quman, Balacyada oo dhanna waa isla egyihiin.
space-region;['gunbur'];Gunbur ama Baramiid waa joomateri ay masaaxad saleedkiisu tahay saddexagal ama labajibbaarane, masaaxada dhinacyadiisuna yihiin dhowr saddexagal oo ku kulma cirif qur ah.
space-region;['toobin'];Toobin Waa joomateri ay masaaxad saleedkiisu goobo tahay, masaaxada isku xirta salalkuna tahay Toobin
space-region;['kubad'];Kubad waa joomateri oo ay xaddido masaaxad ay dhammaan baraheedu u jiraan fogaan isl’eg bar cayiman ah oo loo yaqaan barta dhexe oo aan lahayn wax xagal ah.
space-region;['tangent'];Tangent waa khad ama Goobo meel iska taabta laakiin aan is jarin.
space-region;['wadada xariir', 'wadada xariirta'];Wadada xariirta wexey eheyd kooxeyn oo loo talagaley ganacsiga Aasiya oo muhiim aha.
space-region;['dhulbare', 'dhul baraha', 'dhul-bare', 'dhul badhe', 'dhulbadhe', 'equator', 'mean anomaly', 'meridional'];Dhulbadhe, Dhulbare waa xariiq qaloocanoo ku soo meereesto soo wareegta goobada meere taasi oo u kala qeybisa labo gobol.
space-region;['kubad'];Kubad waa joomateri oo ay xaddido masaaxad ay dhammaan baraheedu u jiraan fogaan isl’eg bar cayiman ah oo loo yaqaan barta dhexe oo aan lahayn wax xagal ah.
space-region;['cirifka waqooyi', 'cidhifka waqooyi', 'woqooyi pole'];Cidhifka Waqooyi waa geeska ugu shisheeya ama ugu fog ee waqooyi ee meere.
space-region;['cirifka koonfur', 'cidhifka koonfur', 'cidhifka koonfureed', 'koonfur pole'];Cidhifka Koonfureed waa geeska ugu shisheeya ama ugu fog ee koonfurta meeraha dhulka.
spatial-feature;['dul'];Dul juqraafi ahaan waa dhul sarreeya salaxna ah, wuxuu bedkeedu gaari karaa boqllaal kiiloomitir iskuwareeg ah, waxayna leedahay oog sida buuro iyo Gunbur waxay caan ku tahay iyadoo ku ah darajo homogenisering xagga joogga qaybaha u dhexeeya ee kala duwan waxana ku wareegsan dhan foorara ama ka badan badanaa ay ku hoobtaan si kadis ah dhulka ku xeeran kaasoo u muuqda qaabka dajni janjeera waxay ka dheeraan kartaa dushu dhan dhan ama ka badan si guud dusha iyadoo ah mid leh celin adag waxay noqon kartaa degadkooda ku wareegsan mid aad u janjeera iyadoo salaxa dusha uu noqonayo mid ah muuqdaan xuduudihiisa dushana waxay u ekaanaysaa miis oo kale.
spatial-feature;['buur', 'buuro'];Buuraha waxee ka sameesmaan Fulkaano.
spatial-feature;['jibraltaar', 'gibraltar', 'jabala al-daariq'];Jibraltaar ama Jabal adaariq carabiga ingiriisga waa mandaqad haysata Ismaamul hoosaad oo katirsan wadanka ingiriiska waxa ay kutaala dhulka wadanka isbayn ingiriisku waxa uu gumaysanayay ilaa 1981 wixii ka horeeyay laakin sandkaas ayay qaadatay maamul hoosaad Jibraltaar waa meel udhow dalka Ingiriiska oo ku yaala dhinaca koonfureed ee jasiiradda Iberian Waxay leedahay aag gaaraya 6.7 km2 oo waxaa xuddun u ah waqooyiga by Spain.
spatial-feature;['doox'];Doox, loogu dhawaaqo wād, sidoo kale loo yaqaano Waadi waa dhul joogiisu hooseeyo halkaas oo biyo mareen ah wakhtiga roob badan ka da'o dhulka joogiisu sareeyo.
spatial-feature;['buurta everest', 'buurta everst'];Buurta Everest micnaha: everest waa "meesha ugu dheer"
spatial-feature;['qoori'];Qoori
spatial-feature;['cir', 'samo'];Cir waa dahaarka sare ee aduunyada taas oo ka samaysan neefo iyo uumi biyo.
spatial-feature;['kilimanjaaro'];Kilimanjaaro waa buurta ugu dheer Afrika.
spatial-feature;['dhul'];Dhul waa dhulka lagu socdo.
spatial-feature;['xeeb'];Xeeb
state;['iskiitsofiriiniya'];Iskiitsofiriiniya wa waaxda ka mid ah Itaala'aanta maskaxda oo halis iyo dhab ah.
state;["xusuusla'aanta"];Xusuusla'aanta wa cudur ku dacda dadka waayeelka ama duq ah.
state;['dhado'];'Dhedo waa halbeeg lagu qiyaaso inta ay la egtahay Qoyaanka, Huurka, ama uumiga hawada ku jira gaar ahaan hawada Troposphere.
subject;['saynis', 'seynis'];Saynis waa wax kasta ee ku saabsan aqoon iyo dhaqan gelin Saynis ku dhisan qeexitaan iyo ulajeeddo sida fiisikis Mid ku dhisan khibarad ee laga qaatay dabiicadda == Qeexis == Saynisku waa cilmi kasta oo la xaqiijin karo, iyadoo la isticmaalayo tijaabo sayniseed.
subject;['xisaab', 'invariable plane', 'j2000.0', 'jajab', 'jajab hoose', 'quwintary'];Xisaab waa cilmiga wax xisaabinta.
subject;['juquraafi', 'juqraafi'];Juquraafi waa cilmi dersa Khariidadaha aduunka oo ay hoos yimaadaan dhullalka, webiyada iyo badaha.
subject;['xiddigis'];Sharaxani ma aha mid waafi ah.
subject;['cilmiga bulshada'];Cilmiga bulshada Dhowr laamaha waxbarashada ka mid ah oo darsa xaaladaha dadka iyo saamynta ay ku leeyihiin deegaanadooda ayaa laysku yiraahdaa culuunta bulshada.
subject;['dhaqaale', 'dhaqaalaha'];Dhaqaale waa lacag kororsi, Waana farac kamida cilmiga bulshada lacag la dhaqaaleesto, lacag meel la dhigto.Xarafka dhaqaale waxoo noqon karaa dhaqaale dowladeed, dhaqaale shirkadeed ama dhaqaalaha ganacsatada.Dhaqaalaha waa xisaab oo ku xiran wax soo saarka iyo shaqada.
subject;['addimo-yaqaan'];Addimo-yaqaan waa dhaqtarka qaabilsan daaweynta cudurrada addimada sida lafaha, Muruqyada,iwm.
subject;['kimisteri', 'kemistari', 'kemisteri', 'kimistari'];Kimistari waa barashada aasaasiga ah ee sayniska maatarka iyo iskudhiskiisa, iyo hababka ay u falgalaan.
subject;['aljebra', 'algebra', 'aljabra'];Aljebra waa nooc ka mid ah xisaabta waxaana alifay Muxamed bin Muuse al-Khwarizmī
subject;['tirignoometeri'];Tirignoometeri waa xaqiiqooyin iyo xeerar ka dhexeeya saddexgallada dhinacyadooda iyo xaglahooda.
subject;['majaraha'];majaraha waa laan ka mid ah filisoofiyada ee kala saarta wanaagga iyo xadgudubka iyo waxyaabaha ka salaysan edeb.
subject;['joomitiri'];Joomitiri.
subject;['filasoof', 'filasoofiyada', 'falsafad', 'filoosafi'];kalmada Philosophy waxa ay kasoo goday odhaahda giriiga ah ee φιλοσοφία oo macneheedu tahay jacaylka xigmada waa dhaqdhaqaaq fikradeed oo insaanku sameeyo kuna waajahan dhamaan dhinacyada nolosha oo dhan.haddii aynu afsoomaali ku qeexno waxa ay noqon kartaa xigmad in aad waxkasta u eegto si xeel dheer siyaabo kalo duwan ayaana looga yaqaanaa dhamaan bulshooyinka caalamka waxa la adeegsanayay mudo aad u fog gaar ahaan waxaa adeegsan jiray giriigii hore
subject;['fiisigis', 'fiisikis', 'fisikis'];Fiisigis waa erey Giriig ah oo macnahiisu yahay Dabeecad waa cilmiga barashada Maatarka iyo dhaqdhaqaaqiisa ee u dhaxeeyso mudo, sida Ileyska.
subject;['cilminafsi'];Cilminafsi waa cilmiga iyo barashada maskaxda iyo dabeecada dadka.
subject;['bayoloji', 'biology'];Cilmiga Nooloha, Bayoloji Bayooloji waa eray ka kooban laba eray oo giriig ah oo kalla ah <<Bios>> oo ah nolol iyo <<Logas>> oo ah barashada ama cilmiga.
subject;['anthroboloji'];Anthroboloji wa barashada Biniaadanka oo wuxuu eega waxkasta ku saabsan sida Biniaadanka u shegaysa iyo koristooda.
subject;['araga'];Cilmiga barashada Araga waa qeyb ka mid Cilmiga Fiisikiska taas oo ah barashada dabeecada iyo sifada Ileyska.
substance-role;['millan'];Millan
substance-role;['jaandi'];Jaandi
substance-role;['uumi'];Uumi waa marka ay maadadu ku sugantahay xaalad ay sii baaba'ayso ama isu badalayso hawo ama dhado isla markaasoo heer kulkeedu ka hooseeyo xaalada adag.
substance-role;['ensiim'];Ensiim waa Biomolikule oo xowli ama boobsiis ku sameeyo waxyaabaha kimikaalka dibusocodka leh.
task;['caytin', 'cay'];Caytin waa tilmaamaan loogu talagalay insaanka oo xumeeya.
task;['faraq'];Faraq waa marka la kala jaro laba tiro sida 2-2=0 markaa 0 waa faraqa 2-2
task;['ku dhufasho', 'iskudhufasho', 'x'];Iskudhufasho
task;['wadar'];Wadar waxa la dhahaa wixi soo baxa marka laba tiro la isku daro sida 2+2=4 markaa 4 waa wadarta 2+2
taxonomic-collective;['tufaax', 'malus'];Tufaax miro ah cunada ka timaada geedaha aduunka, midabbada kala geddisan iyo noocyada kala geddisan ee kala duwan, oo loo isticmaalo macmacaan ahaan cuntooyin noocyo badan oo ka baxa noocyada geedaha ee kala duwan.
taxonomic-collective;['dhurde'];Dhurde ama Dhuunyaale waa Waa duqsi yaryar oo dheecaan aan u macaan oo malabkoo kale ah sameeya, aanse u badneyn sida kan shinnida, waxaana loo yaqaanaa Sur.
taxonomic-collective;['bahda bisada', 'felidae'];Bahda Bisada waa qoys xayawaanka duurjoogta ka mid ah kuwaas oo u eeg bisada.
taxonomic-collective;['baar'];Baar waa geed ka baxo wadamada kuul oo dhan.
taxonomic-collective;['xamaam'];Template:Use dmy dates
taxonomic-collective;['saytuun'];Template:Italic title
taxonomic-collective;['anopheles'];Anopheles : Kaneeco
taxonomic-collective;['yaxaas', 'crocodylidae'];Yaxaas waa bahal aad u xoogan oo leh af dheer iyo ilko badan.woona jir adagyahay.Yaxaaska waa bahal aad looga cabsado dalka soomaaliya, sababtoo ah waxoo sanad kasto dad ku cunaa Wabiga Shabeelle gaar ahaan meelaha ee dadka dadka degenyihiin.Badanaa dadka badankooda lama arko marka ee wabiga galaan.
taxonomic-collective;['bocor', 'cucurbita'];Template:Italic title
technique;['xikmad', 'murti'];xikmad waa erey carabi ah soomali ahaanna u yaal murti waana hadalka tixda ah ama waayo aragnimo ku dheehantahay.
technique;['xikmad', 'murti'];Murti waa xikmad waxaana soo hoos gala gabayga geeraarka heesaha buraamburka iyo hadal walba oo tix ah tiraabna aan ahayn.
technique;['labo-weji'];Falka ama yeelka labo-weji waa cadaalo ee kala duwan ama majaraha ee kala duwan.
technique;['taabasho'];Taabasho
technique;['hindisenimo'];hindisenimo waa xaalad ee ku saabsan sosaaridda qalab ama qodob cusub ee kaysenimo ku biirsan.
technique;['maqal'];Maqal waa awooda qabashada iyo bedelka mowjado gariir cod ama shanqadh oo hawada ama biyaha dhex socda.
technique;['macquul', 'macquulka'];Macquulka wa waaxda ka mid ah fikradka.
temporal-region;['qarni', 'qarnigii'];Qarni waxaa lagu soo koobaa 100 sano.
temporal-region;['tobaneeyada', 'tobanguur'];Tobaneeyada waxaa lagu soo koobaa 10 sano.
temporal-region;['todobaad', 'usbuuc'];Todabaadka ama Usbuuc, sitimaan wuxuu ka koobmaa todobo maalmood oo kala ah,
temporal-region;['axad'];Axad waa maalinta labaad ee Todobaadka, waxayna u dhaxaysaa Sabtiga iyo Isniinta.
temporal-region;['isuduwaha waqtiga caalamiga', 'coordinated universal time', 'utc', 'utc-4', 'utc-5'];Kani waa maqaal ku saabsan Isuduwaha Wakhtiga Caalamiga ah.
temporal-region;['sanad maalin dheer'];Sanad Maalin Dheer waa sano tirada maalmaheedu yihiin 366 maalin iyadoo la ogyahay sanadaha tirada maalmaheedu in ay yihiin 365 maalin laakiin dhulka waxuu wareeg ku samaynayaa qoraxda 365 maalin iyo rubuc maalin waxay noqonaysaa dhammaan rubucyadaas ku daristooda sanadka afaraad si ay ugu beeganto kalanderka wareegaas.
