abstract-quality;['individuallik'];Individuallik
spatial-feature;['appalachi togʻlari', "appalachi tog'lari", 'appalachi tog`lari', 'appalachi tog‘lari'];Appalachi tog‘lari – Shimoliy Amerikadagi tog‘lar, AQSH bilan Kanada hududida.
spatial-feature;['kaskad togʻlari', "kaskad tog'lari", 'kaskad tog`lari', 'kaskad tog‘lari'];Kaskad togʻlari — Shim.
spatial-feature;['ural', 'ural togʻlari'];Ural, Ural togʻlari — Osiyo bilan Yevropa qitʼalarini birbiridan ajratib turuvchi oʻrtacha balandlikdagi togʻli oʻlka, Osiyo bilan Yevropa chegarasi U.ning sharqiy etaklaridan oʻtadi.
spatial-feature;['buloqlar', 'buloq', 'chashma', 'chashmalar'];Buloqlar, chashmalar — yer osti suvlarining tabiiy holatda yer yuzasiga chiqishi.
spatial-feature;['marjon riflari', 'marjon qurilmalari'];Marjon riflari, marjon qurilmalari — toʻda-toʻda boʻlib yashaydigan marjonlarning ohakka aylangan skeletlardan tashkil topgan suv osti qoyalari.
spatial-feature;['dyuna', 'barxan', 'qumtepa', 'duna'];Dyuna
spatial-feature;['bar'];Bar
spatial-feature;['muzlik', 'muzliklar', 'gletcher'];Muzlik yillab, asrlab qor yigʻilishi uning ablatsiyasidan oshib ketgan yerlarda shakllanadigan doimiy katta muz jismidir.
spatial-feature;['krakatau'];Krakatau — Zond boʻgʻozida joylashgan harakatdagi vulkan, Indoneziyaning Yava va Sumatra o.lari oraligʻida.
spatial-feature;['geyzerlar'];Geyzerlar — vaqt-vaqti bilan qaynoq suv va bugʻ favvora boʻlib otiladigan buloqlar.
spatial-feature;['vezuviy'];Vezuviy — Yevropaning materik qismidagi soʻnmagan yagona vulqon.
spatial-feature;['ardenna ot zoti'];Ardenna ot zoti – og‘ir yuk tortuvchi ot zoti.
spatial-feature;['kolima', 'colima'];Kolima — Meksikaning gʻarbiy qismidagi vulkan, Vulkanli Syerra togʻlarida, Tinch okean qirgʻogʻidan 80 km uzoqlikda.
spatial-feature;['midway', 'midway, ut', 'midway, utah'];Midway AQShning Utah shtatida joylashgan shahardir.
spatial-feature;['orisaba', 'sitlaltepetl'];Orisaba, Sitlaltepetl — Meksikadagi harakatdagi vulkan, Meksika togʻligining jan.-sharqiy chekka-sida.
spatial-feature;['fudziyama', 'fudzi', 'fudzisan'];Fudziyama, Fudzi, Fudzisan — Xonsyu o.dagi soʻnmagan vulkan, Yaponiyadagi eng baland choʻqqi.
spatial-feature;['etna'];Etna
spatial-feature;['osmon', 'osmon gumbazi'];Osmon koinot yoki atmosferaning biror sayyora sirtidan koʻrinuvchi qismidir.
spatial-feature;['osmon sferasi'];Astronomiya va astronomik navigatsiyada osmon sferasi deb kuzatuvchiga konsentrik boʻlgan katta radiusli tasavvuriy sferaga aytiladi.
spatial-feature;['qoyali togʻlar', "qoyali tog'lar", 'qoyali tog`lar', 'qoyali tog‘lar'];Qoyali togʻlar - Shim.
spatial-feature;['akonkagua', 'aconcágua'];Akonkagua — Jan.
spatial-feature;['monblan'];Monblan
spatial-feature;['kilimanjaro'];Kilimanjaro — Sharqiy Afrikadagi vulkan togʻi, Tanzaniya hududida.
spatial-feature;['staraplanina', "bolqon tog'lari", 'bolqon tog`lari', 'bolqon togʻlari', 'bolqon tog‘lari'];Staraplanina, Bolqon togʻlari — Bolgariyadagi tog sistemasi.
spatial-feature;['ararat'];Ararat – Turkiyaning eng sharqiy chekkasidagi vulqonli massiv, Araks daryosi o‘rta oqimining o‘ng sohilida, Eron bilan Armaniston chegarasi yaqinida.
spatial-feature;['kavkaz togʻlari'];Kavkaz togʻlari — Yevropa va Osiyoning kesishgan nuqtasida joylashgan togʻ tizmasi.
spatial-feature;['litoral'];Litoral
spatial-feature;['avers'];Avérs (frans.
spatial-feature;['batial', 'batial zona'];Batial
spatial-feature;['kapitel', 'kapital'];Kapitel
spatial-feature;['tanglay'];Tanglay — burun va ogʻiz boʻshligʻini bir-biridan ajratib turadigan anatomik tuzilma.
spatial-feature;['kotopaxi', 'cotopaxi'];Kotopaxi — Ekvadordagi harakatdagi vulkan.
state;['katatoniya', 'кататоник кузголиш', 'katatonik sindrom', 'кататония'];Ushbu maqola tibbiy atama haqidadir.
state;['gebefreniyali qoʻzgʻolish', "gebefreniyali qo'zg'olish", 'гебефренияли кузголиш'];Gebefreniyali qoʻzgʻolish
state;['gipnoz'];Gipnoz — insonga bir ohangdagi ta'sir kuchlari, tibbiy preparatlar yoki boshqa usullarni qoʻllab, uni trans holatiga tushirish.
state;['bosinqirash'];Bosinqirash — uyqusirash uyquning buzilish xillaridan biri.
state;['shizofreniya'];Shizofreniya
state;['melanxoliya'];Melanxoliya — depressiyanipt eski nomi.
state;['gallyutsinatsiya'];Gallyutsinatsiya
state;['namlik'];Namlik — xavodagi suv bugʻlari va fizik jismlar tarkibidagi suv miqdori. ob-havo va iqlimni, jismlarning xossalarini belgilaydigan omillardan biri.
status;['poliandriya'];Poliandriya
status;['poligamiya'];Poligamiya
status;['harbiy unvonlar', 'harbiy unvon'];Harbiy unvonlar — qurolli kuchlarning har bir harbiy xizmatchisi va zaxiradagi harbiy majburiyatli shaxsga ularning xizmat mavqei, harbiy va maxsus tayyorgarligi, oʻtagan xizmati muddati, qaysi qoʻshin yoki xizmat turiga mansub ekanligiga, shuningdek, koʻrsatgan xizmatlariga koʻra beriladigan unvon.
status;['fuqarolik', 'fuqaro'];Fuqarolik jismoniy shaxsning maʼlum bir davlat bilan huquqiy bogʻlanishidir.
subject;['taksonomiya'];Taksonomiya
subject;['statistika'];Statistika maʼlumot yigʻish, tartiblash, tahlillash, sharhlash va koʻrsatishga bagʻishlangan matematika sohasidir.
subject;['matematik analiz'];Matematik analiz - matematika sohalaridan biri.
subject;['lobachevskiy geometriyasi'];Lobachevskiy geometriyasi - Yevklid geometriyasinpng aksiomalar sistemasidan faqat parallellik aksiomasi bilan farq qiladigan, aksiomalar sistemasiga asoslangan geometrik nazariya.
subject;['riman geometriyasi', 'elliptik geometriya'];Riman geometriyasi, elliptik geometriya — noyevklid geometriyalaryagsh biri.
subject;['frenologiya'];Frenologiya
subject;['fan', '"fan"', 'ilm-fan'];Fan yoki ilm-fan ilmiy metod bilan toʻplangan bilimlarning tartibli tizimidir.
subject;['matematika', 'riyoziyot'];Matematika
subject;['geologiya'];Geologiya
subject;['bixeviorizm'];Bixeviorizm
subject;['geshtaltpsixologiya'];Geshtaltpsixologiya
subject;['garmonik analiz'];Garmonik analiz - mat.ning funksiyalarni trigonometrik qatorlarga yoyish va trigonometrik integrallar bilan ifodalashga bagʻishlangan boʻlimi.
subject;['dialektika'];Dialektika [yun.
subject;['fotokimyo'];Fotokimyo — kimyoning yorugʻlik taʼsirida sodir boʻladigan reaksiyalarni oʻrganuvchi boʻlimi.
subject;['biogeografiya'];Biogeografiya
subject;['geofizika'];Geofizika — Yer sharining umumiy fizik xossalarini, uning qattiq, suyuq va havo qatlamlaridagi jarayonlarni oʻrganadigan fanlar majmui.
subject;['yevklid geometriyasi'];Yevklid geometriyasi — miloddan avvalgi 3-asrda Yevklid izchil asoslagan geometriya.
subject;['galois nazariyasi'];Galua nazariyasi algebraning koʻphadlar ildizlari simmetriyasini oʻrganuvchi boʻlimidir.
subject;['avionika'];Avionika
subject;['meteorologiya'];Meteorologiya (qadim.
subject;['geografiya', "jo'g'rofiya", 'jo`g`rofiya', 'joʻgʻrofiya', 'jugʻrofiya', "jug'rofiya", 'jug`rofiya', 'jug‘rofiya'];Geografiya yoki joʻgʻrofiya — Yerning geografik qobigʻi, uning struktura va dinamikasi, alohida komponentlarini hududlar boʻyicha oʻzaro taʼsiri va taqsimlanishini oʻrganadigan fanlar majmui.
subject;['gidrostatika'];Gidrostatika
subject;['gidravlika', 'gidromexanika'];Gidromexanika
subject;['gidravlika', 'gidromexanika'];Gidravlika
subject;['allometriya'];Allometriya
subject;['ritorika'];Ritorika
subject;['ekonometriya', 'ekonometrika'];Ekonometriya
subject;['agronomiya'];Agronomiya
subject;['suv osti arxeologiyasi'];Suv osti arxeologiyasi - qadim va oʻrta asrda kema choʻkishi yoki tektonik hodisalar natijasida suv ostida qolib ketgan moddiy madaniyat yodgorliklarini oʻrganuvchi arxeologiya sohasi.
subject;['fonetika'];Fonetika
subject;['etnografiya', 'etnologiya', 'xalqshunoslik'];Etnografiya
subject;['arxeologiya', 'airchaeology', 'akarolojia', 'akeyoloji', 'akiolojia', 'akiolosi', 'archaeoleg', 'archaeologia', 'archaeology', 'archeologgia', 'archeologia', 'archeologie', 'archeologija', 'archeologjie', 'archeologî', 'archeolohie', 'archeológia', 'archeòlogia', 'archeòlogijô', 'archioluggìa', 'archiołogia', 'archiulugia', 'archäologie', 'archéologie', 'argeologie', 'argeology', 'arheologie', 'arheologija', 'arheologiýa', 'arheoloogia', 'arheoloģija', 'arkeologi', 'arkeologia', 'arkeologiezh', 'arkeologio', 'arkeologjia', 'arkeolohiya', 'arkeoloji', 'arkeolojiya', 'arkeolojî', 'arkeoloogia', 'arkeuoluogėjė', 'arkeyolodjeye', 'arkeyolohiya', 'arkæologi', 'arkéologi', 'arqueolochía', 'arqueologia', 'arqueologie', 'arqueología', 'arqueoloxía', 'fornleifafræði', 'ittarnisarsiorneq', 'kháu-kú-ho̍k', 'khảo cổ học', 'ooldheaidkeunde', 'qadimshunoslik', 'régészet', 'seandálaíocht', 'shenndaaleeaght', 'vönotav', 'àrsaidheachd', 'αρχαιολογία', 'археалогія', 'археалёгія', 'археология', 'археологија', 'археологія', 'археолоґія', 'бостоншиносӣ', 'հնագիտություն', 'ארכאולוגיה', 'ארכעאלאגיע', 'باستان\u200cشناسی', 'علم الآثار', 'لرغونپوهنه', 'पुरातत्त्व', 'पुरातत्त्वशास्त्र', 'पुरातत्वशास्त्र', 'প্রত্নতত্ত্ব', 'தொல்பொருளியல்', 'పురావస్తు శాస్త్రం', 'ಪುರಾತತ್ತ್ವ ಶಾಸ್ತ್ರ', 'പുരാവസ്തുശാസ്ത്രം', 'පුරා විද්\u200dයාව', 'โบราณคดี', 'ບູຮານວິທະຍາ', 'ရှေးဟောင်းသုတေသနပညာ', 'არქეოლოგია', 'ሥነ ቅርስ', 'ọ̀rọ̀ayéijọ́un', '考古', '考古学', '고고학'];Arxeologiya — (grek.
subject;['ehtimollar nazariyasi', 'ehtimollik nazariyasi'];Ehtimollar nazariyasi ilk bor qimor oʻyinlari oqibatida vujudga kela boshladi.
subject;['paleontologiya'];Paleontologiya
subject;['astrofizika', 'astroffiseg', 'astrofisica', 'astrofisika', 'astrofisike', 'astrofixica', 'astrofizică', 'astrofizik', 'astrofiziko', 'astrofizyka', 'astrofysica', 'astrofysiikka', 'astrofysik', 'astrofysikk', 'astrofyzika', 'astrofìsica', 'astrofísica', 'astrofüüsika', 'astrophysica', 'astrophysics', 'astrophysik', 'astrophysique', 'astropisika', 'asztrofizika', 'fizikê asmêni', 'stjarneðlisfræði', 'stêrfîzîk', 'vật lý thiên văn', 'αστροφυσική', 'астрафізіка', 'астрофизика', 'астрофізика', 'אסטרופיזיקה', 'اخترفیزیک', 'ستێرفیزیک', 'فلکی طبیعیات', 'فيزياء فلكية', 'ताराभौतिकी', 'জ্যোতিঃপদার্থবিজ্ঞান', 'জ্যোতিৰ্পদাৰ্থ বিজ্ঞান', 'வானியற்பியல்', 'ఖగోళ భౌతిక శాస్త్రం', 'ಖಭೌತ ಶಾಸ್ತ್ರ', 'තාරකා භෞතික විද්\u200dයාව', 'ฟิสิกส์ดาราศาสตร์', 'ასტროფიზიკა', '天体物理学', '天體物理學', '천체물리학'];Astrofizika — astronomiyaning osmon jismlari va ularni sistemalarining fizik tabiatini, ularning kelib chiqishi va evolutsiyasini oʻrganadigan boʻlimi.
subject;['astrometriya'];Astrometriya — astronomiya boʻlimlaridan biri.
subject;['astrodinamika'];Astrodinamika — Osmon mexanikasining boʻlimi.
subject;['kosmogoniya'];Kosmogoniya
subject;['ekologiya'];Ekologiya
subject;['morfologiya'];Morfologiya — odam, hayvonlar va oʻsimliklar organizmining individual va tarixiy rivojlanish jarayonida tuzilishi hamda shaklini oʻrganadigan fan.
subject;['zoologiya'];Zoologiya
subject;['genetika'];Genetika (yun.
subject;['mikrobiologiya'];Mikrobiologiya
subject;['botanika'];Botanika
subject;['gistologiya'];Gistologiya
subject;['molekulyar biologiya'];Molekulyar biologiya - hayotning asosiy xususiyatlari namoyon boʻlishini molekulyar darajada oʻrganadigan fan.
subject;['fizik kimyo'];Fizik kimyo — kimyoviy hodisalarni tushuntirish va ularning qonunlarini fizikaning umumiy prinsiplari asosida aniqlab berish bilan shugʻullanadigan fan sohasi.
subject;['hisoblash texnikasi', 'informatika', 'axborotshunoslik'];Informatika, axborotshunoslik — ilmiy informatsiya ning mohiyati, umumiy xossalari va krnu-niyatlarini, shuningdek, ilmiy kommunikatsiya tizimi ni oʻrganish bilan shugʻullanadigan ilmiy fan. inson faoliyatining EHM, kompyuterlar bilan bogʻliq boʻlgan sohasi.
subject;['hisoblash texnikasi', 'informatika', 'axborotshunoslik'];Hisoblash texnikasi - hisoblash jarayonlarini, axborotlarni toʻplash, saqlash va uzatish masalalarini hal qilishni mexanizatsiyalashtirish va avtomatlashtirish vositalari majmui. texnikannng hisoblash mashinalari va qurilmalarini ishlab chiqish, tayyorlash va ishlatish bilan shugʻullanadigan tarmogʻi.
subject;['elektrotexnika'];Elektrotexnika
subject;['mashinasozlik sanoati'];Mashinasozlik sanoati -xalq xoʻjaligi uchun mehnat qurollari, shuningdek, isteʼmol buyumlari va mudofaa ahamiyatiga ega boʻlgan mahsulotlar ishlab chiqaruvchi ogʻir sanoat sohalari majmui.
subject;['kimyoviy texnologiya'];Kimyoviy texnologiya - tabi iy xom ashyo, sanoat chiqindilari, shuningdek, sintetik yarim mahsulotlarni kimyoviy yoʻl bilan qayta ishlab, isteʼmol mahsulotlari va ishlab chiqarish vositalariga aylantirishning iqtisodiy va ekologik jihatdan qulay usullari va jarayonlari haqidagi fan.
subject;['oʻrmon xoʻjaligi', "o'rmon xo'jaligi", 'o`rmon xo`jaligi', 'o‘rmon xo‘jaligi'];Oʻrmon xoʻjaligi — ijtimoiy ishlab chiqarish tarmogʻi.
subject;['genomika'];Genomika – umumiy genlar yigʻindisi yani hozirgi kunda oʻsimik dunyosi va tabiyatdagi barcha tirik organizimlarning genlari ustida ishlash va yangi va samarali maxsulotlar yetishtirish.
subject;['tektonika', 'yangi global tektonika', '"yangi global tektonika"', 'litosfera plitalari tektonikasi'];"YANGI GLOBAL TEKTONIKA", litosfera plitalari tektonikasi — Yer litosferasini harakatdagi blokplitalar sistemasidan iborat deb qarovchi eng yangi geologik gipoteza.
subject;['tektonika', 'yangi global tektonika', '"yangi global tektonika"', 'litosfera plitalari tektonikasi'];Tektonika
subject;['seysmologiya'];Seysmologiya
subject;['litologiya', 'petrologiya'];Litologiya
subject;['litologiya', 'petrologiya'];Petrologiya
subject;['geomorfologiya'];Geomorfologiya
subject;['gidrologiya'];Gidrologiya
subject;['leksikologiya'];Leksikologiya — tilshunoslikning til lugʻat tarkibi, yaʼni muayyan bir tilning leksikasini oʻrganuvchi boʻlimi.
subject;['klassik mexanika'];Klassik mexanika fizikaning makroskopik jismlar harakatini oʻrganuvchi sohasidir.
subject;['kinematika'];Kinematika
subject;['aerodinamika'];Aerodinamika — Gidroaerodinamikainig havoning harakat qonunlarini va jismlar sirtida vujudga keladigan kuch qonuniyatlarini hamda jismlarning havoga nisbatan harakatini oʻrganadigan boʻlimi.
subject;['epidemiologiya', 'mikrobiologiya va yuqumli kasalliklar instituti', "o'zbekiston epidemiologiya", 'o`zbekiston epidemiologiya', 'oʻzbekiston epidemiologiya', 'o‘zbekiston epidemiologiya', 'mikrobiologiya va yuqumli kasalliklar ilmiy tadqiqot instituti'];Epidemiologiya — tibbiyotning bir sohasi.
subject;['geriatriya', 'gerontologiya'];Gerontologiya
subject;['geriatriya', 'gerontologiya'];Geriatriya
subject;['nevrologiya'];Nevrologiya — odam va hayvonlar nerv sistemasining tuzilishi hamda norma va patologik holatlardagi funksiyalari, uning filogeneza va ontogenez" qonuniyatlari toʻgʻrisidagi tibbiy-biologik fan.
subject;['anesteziologiya'];Anesteziologiya - klinik tibbiyot sohasi, jarrohlikda organizmni og‘riqsizlantirish, operatsiya vaqtida uning muhim hayotiy funksiyalarini boshqarish masalalarini o‘rganadi.
subject;['bakteriologiya'];Bakteriologiya
subject;['angiologiya'];Angiologiya (angio...
subject;['immunologiya'];Immunologiya
subject;['virusologiya'];Virusologiya — viruslar haqidagi fan, biologiyaning bir tarmogi.
subject;['oftalmologiya'];Oftalmologiya — koʻzning normal holati va kasalliklarini oʻrganadigan fan.
subject;['pediatriya'];Pediatriya
subject;['endokrinologiya'];Endokrinologiya
subject;['kardiologiya'];Kardiologiya
subject;['dermatologiya'];Dermatologiya
subject;['stomatologiya'];Stomatologiya
subject;['gematologiya'];Gematologiya
subject;['veterinariya', '"veterinariya"', 'veterinariya tibbiyoti'];Veterinariya, veterinariya tibbiyoti, baytariya
subject;['urologiya'];Urologiya
subject;['ginekologiya'];Ginekologiya
subject;['nevrologiya'];Nevrologiya — odam va hayvonlar nerv sistemasining tuzilishi hamda norma va patologik holatlardagi funksiyalari, uning filogeneza va ontogenez" qonuniyatlari toʻgʻrisidagi tibbiy-biologik fan.
subject;['taktika'];Taktika
subject;['biotexnologiya'];Biotexnologiya
subject;['anatomiya', 'anatamaíocht', 'anatomeg', 'anatomi', 'anatomia', 'anatomie', 'anatomija', 'anatomio', 'anatomiye', 'anatomy', 'anatomía', 'anatomî', 'anatonmie', 'anatoomia', 'anatumìa', 'anatuomėjė', 'anatómia', 'eòlas-bodhaig', 'giải phẫu học', 'korfadurezh', 'kurkumanta yachay', 'kái-phò-ha̍k', 'líffærafræði', 'ανατομία', 'анатоми', 'анатомий', 'анатомия', 'анатомија', 'анатомія', 'կազմախոսություն', 'אנאטאמיע', 'אנטומיה', 'اناٹومی', 'تشريح', 'تشریح', 'توێکاری', 'کالبدشناسی', 'ܝܘܠܦܢ ܨܪܘܝܘܬܐ', 'एनाटोमी', 'शरीररचना-विज्ञान', 'शरीररचनाशास्त्र', 'শারীরস্থান', 'শৰীৰস্থান', 'உடற்கூற்றியல்', 'శరీర నిర్మాణ శాస్త్రము', 'ശരീരശാസ്ത്രം', 'කායවිච්ඡේදවේදය', 'กายวิภาคศาสตร์', 'གཤག་བཅོས་རིག་པ།', 'ခန္ဓာဗေဒ', 'ანატომია', '解剖学', '해부학'];Anatomiya biologiyaning boʻlimi boʻlib, odam tanasining qismlarini va joylashishini organadi.
