abstract-region;['quadratische funktion'];A quadratische Funktion is in da Mathematik a gonzrationale Funktion zwoatn Grades.
socially-constructed-person;['stootsobahaupt', 'stååtsobahaupt', 'staatsoberhaupt'];As Stootsobahaupt is de Spitznposition in da Vawoitungshierarchie vo am Stoot.
socially-constructed-person;['koasa', 'kaisa', 'kaiser'];Koasa oda Kaisa is da boarische Titl fia an Imperatoa.
socially-constructed-person;['maria', 'd jungfrau'];De Maria is nochm Neia Testament de Muada vom Jesus vo Nazareth.
socially-constructed-person;['kantor'];A Kantor is oana, dea wo in da katholischn Kirchn an Vorsänga mocht.
socially-constructed-person;['kini', 'kenig', 'kine', 'kineng', 'kinig', 'könig'];Da Kini, aa Kinig, Kenig oda Kineng is nochm Kaisa da hechste monarchische Herrschatitl.
socially-constructed-person;['gott', 'god', 'gedda', 'getta', 'good', 'herrgod'];A God oda a Geddin
socially-constructed-person;['george h. w. bush'];George H. W. Bush
socially-constructed-person;['autor', 'schriftsteja', 'schriftstella', 'autoa', 'dichda', 'dichta', 'dichter', 'schriftsteller', 'autorin', 'schriftstöla', 'uaheba'];A Autor is da Vafossa oda geistige Uaheba von am Weak.
socially-constructed-person;['autor', 'schriftsteja', 'schriftstella', 'autoa', 'dichda', 'dichta', 'dichter', 'schriftsteller', 'autorin', 'schriftstöla', 'uaheba'];Schriftsteja, Schriftstejarin, Schriftstella oda Schriftstellarin, dt: Schriftsteller oda Schriftstellerin
space-region;['gebetsmui', 'gebetsmühle', 'gebätsmui'];A Gebetsmui is a Radl oda a Woizn, wo auf oana Papiaroin aufdruckte Gebete oda Mantras enthoid.
space-region;['parallelepiped', 'parallelflach', 'parallelotop', 'spat'];A Parallelepiped is a geometrischa Keapa, bei dem de Seitnflächn poorweis kongruent san und in oana Ebene san.
space-region;['noadpoi', 'nordpol'];Da Noadpoi is da neadlichste Punkt vo da Eadn, wo de Eadaxn iah End hod.
space-region;['siidpoi', 'südpol'];Da Siidpoi is da siidlichste Punkt vo da Eadn, wo de Eadaxn ia End hod.
spatial-feature;['beag', 'berg'];A Beag is a Landfoam, de wo hecha is ois wia de Umgebung.
spatial-feature;['oipn', 'alpen', 'alpn', 'oibbm', 'oibbn', 'oipm', 'åipm', 'åipn', 'òipn'];f f f De Oipn san des hechste innaeiropäische Gebiage.
spatial-feature;['gibraltar'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Gibraltar is a britischs Ibaseegebiet on da Sidspitzn vo da Iberischn Hoibinsl.
spatial-feature;['bichl'];A Bichl oda Bihl, vadeitscht Bühl
spatial-feature;['denali', 'mount mckinley'];pd1pd3pd5Da Denali in Alaska is mid 6190 Medda Hähn da hächste Beag vo Noadamerika und ghead damid zu de sognenndn Seven Summits, de hächstn Beag vo de simm Kontinente.
spatial-feature;['tupungato'];Da Tupungato is a Beag a da Grenz zwischn Argentinien und Chile midrana Hähn vo 6.550 m.
spatial-feature;['ojos del salado', 'nevado ojos del salado'];pd1pd3pd5
spatial-feature;['mount everest'];Da Mount Everest is mit 8848 Metan da hächste Berg vo da Eadn.
spatial-feature;['himalaya'];f Da Himalaya is a Hochgebiage in Asien zwischn am Indischn Subkontinent am Sidn und am Tibetischn Hochland am Noadn.
spatial-feature;['alaskakettn'];f
spatial-feature;['appalachen'];f De Appalachen
spatial-feature;['ural'];Da Ural
spatial-feature;['cotswold hills', 'cotswolds'];Cotswold Hills is a Oat in Simbabwe.
spatial-feature;['eliaskettn'];fff
spatial-feature;['blue ridge mountains'];f De Blue Ridge Mountains san a Gebiagszug im Ostn vo de USA. Se san a Tei vo de Appalachen.
spatial-feature;['düne'];A Düne is a Sondhigl, dea wo vom Wind ogwaht wead.
spatial-feature;['gletscha', 'gletscher'];A Gletscha is a Eismass, wo aus Schnää entstondn is und se afgrund vo Physikalischn Krefte ständig bewegt und vaändat.
spatial-feature;['riff'];A Riff is a longstreckada, schmola Higl aufm Gwässabodn.
spatial-feature;['midwayinseln'];Vorlage:Infobox Atoll/Wartung/HoeheFehlt
spatial-feature;['highlands'];Highlands is a Oat in Simbabwe.
spatial-feature;['black hills'];f
spatial-feature;['rocky mountains', 'rockies'];De Rocky Mountains, aa kuaz Rockies gnennt, is a Gebiagskettn im Westn vo Noadamerika.
spatial-feature;['aconcagua', 'cerro aconcagua'];pd1pd3pd5Da Aconcagua is mid 6.962 m da häxde Beag vo Sidamerika und van amerikanischn Dobbekontinent.
spatial-feature;['mont blanc'];Da Mont Blanc, auf italienischa Seitn Monte Bianco, is mit 4810 m Hecha da hechste Berg vo de Oipn.
spatial-feature;['kilimandscharo'];f Da Kilimandscharo is mid 5895 m Hähn ibam Meeresspiagl as hächste Bergmassiv in Afrika.
spatial-feature;['kaukasus'];Da Kaukasus is a vo West-Noadwest noch Ost-Siadost valaufads Hochgbirg wos um de 1.100 Kilomeda lang is.
spatial-feature;['gstod', 'gstetten', 'gstädtn', 'gstättn', 'küste', 'wossakantn'];A Gstod is im engan Sinn de Wossakantn, wo a Sää oda Ozean afs Land drifft.
state;['paranoia'];Paranoia is im engan Sinn de Bezeichnung fiar a psychische Stearung, de wos vo Waunvuastöllungen dominiat wiad.
state;['melancholie'];Melancholie leitet si von griechischn Begriff melancholia ab, des wos sovü wia „schwoaze Goin“ haaßt.
state;['luaftfeichtigkeit', 'luftfeichtigkeit'];De Luft kau in Ohhängigkeit vo da Temperatur a gwisse Mangan aun Wossa im gasfeamign Zuastaund aufnehman.
subject;['wissnschoft', 'wissnschaft', 'wissnschåft', 'wissenschaft', 'wissenschoft'];De Wissnschoft is de systematische Strebn vom Menschn, Wissn afzbaaun und z organisian.
subject;['mathematik'];De Mathematik is a Wissenschaft, de wo si mit abstraktn Struktuan bschäftigd, auf dene ma mid weng Axiome iba logische Regln mehra Ergebniss obgleit wean kenan.
subject;['dialektik'];Dialektik is a klassische Argumentationsmethodn, de wo af de oidn Griachn zruckgähd.
subject;['meteorologie'];Meteorologie is a Naturwissenschoft, de wo se mit da Physik und da Chemie vo da Atmosphean vo da Eadn befosst.
subject;['geografie', 'geographie', 'geográfie'];De Geografie is de Wissnschoft vo da Erdobaflächn, vom Roum und Oat da Erdn im ojgemeinen und a vo da Beschoffnheid da Erdn söbsd.
subject;['ethnologie'];Ethnologie, aa Vökakunde, is a Wissnschoft, de wos Kuituan vagleicht und eafuascht.
subject;['archäologie'];De Archäologie is de Wissnschoft vo da materiejn Hintalossnschoft vo de Menschn.
subject;['ekologie', 'ökologie'];Ekologie
subject;['zoologie', 'viechkunde'];Die Zoologie, aa Viechkunde, is dea Zweig vo da Biologie, wo si mitm gsamtn Reich vo de Viecha bzw.
subject;['botanik', 'pflanznkunde'];De Botanik eafoascht ois Pflanznakund a Teigebiet vo da Biologie, de Pflanzna.
subject;['informatik'];Informatik is de Wissenschoft vo da systematischn Verorbeitung vo Informationen, insbsundre da automatischn Verorbeitung mit Hilfe von Rechenonlogn oder Compiutern.
subject;['elektrotechnik'];De Elektrotechnik is a Wissenschoft, wo se hauptsächle mim Strom bschäftigt, owa aa mid jeda andan Enagieform und seina Eazeigung, Iwadrogung und Nutzung.
subject;['vuikanologie', 'vulkanologie'];Vuikanologie is de Wissnschoft, de se mid da systematischn Eaforschung vo de Vuikane bzw.
subject;['aerodynamik'];Aerodynamik is d‘Wissenschoft vom Vahòitn vò bewegta Luft und ghèărd zouă Disziplin Fluiddynamik und Gasdynamik.
subject;['biotechnologie'];Biotechnology is jede technische Owendung, de wo biologische Systeme, lebendige Organismen oda Derivate davo zua Heastäiung oda Vaendarung vo Produktn oda fia Vafoarn nuzt
subject;['rechtswissnschoft', 'rechtswissenschaft', 'rechtswissnschåft'];De Rechtswissnschoft is de Wissenschoft vom Recht.
subject;['logik'];De Logik
subject;['thermodynamik', 'wärmeleah', '1. haptsotz vo da thermodynamik', '1. hauptsatz der thermodynamik', '1. hauptsatz vo da thermodynamik', '2. haptsotz vo da thermodynamik', '2. hauptsatz der thermodynamik', '2. hauptsatz vo da thermodynamik', 'easchda haptsotz vo da thermodynamik', 'erschda hauptsotz vo da thermodynamik', 'erschta hauptsotz vo da thermodynamik', 'erster hauptsatz der thermodynamik', 'haptsotz vo da thermodynamik', 'haptsätz vo da thermodynamik', 'hauptsatz der thermodynamik', 'hauptsatz der wärmedynamik', 'hauptsotz vo da thermodynamik', 'hauptsätz vo da thermodynamik', 'hauptsätze der thermodynamik', 'thermodynamisch', 'wärmelehre', 'zweiter hauptsatz der thermodynamik', 'zwoata haptsotz vo da thermodynamik', 'zwoata hauptsatz vo da thermodynamik', 'zwoata hauptsotz vo da thermodynamik'];De Thermodynamik oda Wärmeleah is a Teigebiet vo da klassischn Physik.
subject;['elektronik'];Unta da Elektronik vaschted ma foigads: An Breich vo da Physik dea se midm Vahoitn vo elektrische Schdrem in oi Gasn, Hoibleitan und im Vacuum bschäfdigt.
subject;['astronomie'];Astronomie is a Natuawissnschoft, wo si mid Himmeskeapan und Phenomenen außahoib vo da Eadatmosphean befosst, genauso wia mid da Entstehung vom Universum.
subject;['sozialwissnschoft', 'sozialwissnschåft', 'sozialwissenschaft', 'soziologie', 'soziàlwissnschåft', 'soziálwissnschåft'];Sozialwissnschoft is de Leah van Mensch, dea ned aloa is.
subject;['chemie', 'kemii', 'kemie'];De Kemii is de Wissnschoft, de wo se mid de Stoffn und Stoffändarunga befossd.
subject;['organische chemie'];De organische Chemie bschäftigt se mit Kuinstoffvabindungan, de noamalaweis aa Wossastoff enthoidn und täuweis no Schwefl, Stickstoff, Sauastoff, Phosphor und so weida.
subject;['ingenieurwesn', 'ingenieurwissenschaften', 'ingenieurwissnschoftn'];As Ingenieurwesn oda de Ingenieurwissnschoftn
subject;['architektur', 'architektua'];De Architektua is so oid wia d Menschheit.
subject;['differenziäurechnung', 'differentialrechnung'];Differenzian oda Ohleitn
subject;['metaphysik'];Die Metaphysik (lat.
subject;['ethik'];De Ethik is a Täugebiet vo da Philosophie.
subject;['epistemologie', 'erkenntnistheorie', 'kenntnistheorie'];Epistemologie (vo griach.
subject;['philosophie'];As Woat Philosophie kimd ausn Griachischn und hoast Liab zua Weisheit.
subject;['metoikunde', 'metallurgie'];De Metoikunde oda as Hittnwesn (dt.
subject;['physik'];Physik is de Wissnschoft vo da unbelebtn Natua.
subject;['psychologie'];Psychologie is de Wissnschoft vom Woarnehma, Denga und Vahoidn vom Menschn.
subject;['systematik'];Systematik (von oidgr.
subject;['biologie'];De Biologie is de Wissnschoft, de se mid olle Sochan befosst, de wos midn Lebm zon doan hobnt.
subject;['natuawissnschoft', 'naturwissnschåft'];Natuawissnschoft is des systematische Voahom, des wos Wissn generiat und organisiat, und zwoa in nochprüfboan Eaklärungen und Voraussogn iwas Universum.
subject;['optik'];De Optik is de Lehre vom Liacht.
subject;['akustik'];De Akustik is de Lehr van Schoi.
substance-role;['legierung'];A Legierung macht ma indem ma zwoa oda mehra Metalle midanada vomischd.
system-as-description;['nationalsozialismus', 'nazi', 'nazis'];Da Nationalsozialismus is a rechtsextreme, totalitäre und rassistische Ideologie, de wos nochm Easchtn Wödkriag in Deitschland aufkumma is und voa oim in Mittl- und Noadeiropa Auhänga ghobt hod.
system-as-description;['wirtschaft', 'wirtschafd', 'wiatschoft', 'wirtschoft'];Wiatschoft is de Gsomtheit vo oin Instituziona, wia Firmen, private und effntliche Haushoite, und vo oin systematischn Handlungan, de wejche den Zweck hom, menschliche Bediafnisse bzw.
task;['vahoidn', 'verhalten'];Vahoidn is ois, des wo a Mensch, a Viech, a Robota oda a System duad.
taxonomic-collection;['numerus'];Da Numerus is in da Grammatik a Form, um de Ozoi z untascheidn.
taxonomic-collection;['genus', 'genera', 'grammatisches gschlecht'];Es Genus (Pl.: Genera. vo lat.
taxonomic-collection;['plusquampeafekt', 'plusquamperfekt'];S'Plusquampeafekt is de Foafagaungenheit.
taxonomic-collection;['peafekt', 'perfekt'];S´Peafekt is a gramatikalische Foam fu da Fagaungenheit.
taxonomic-collection;['nomen'];Da Begriff Nomen wead in vuin Schuigrammatikn synonym mid Substantiv vawendt.
taxonomic-collection;['kasus', 'fåi'];Da Kasus is a grammatische Kategorie vo Nominai-Woatoartn.
taxonomic-collection;['woatoart', 'wortart'];A Woatoart, aa Woatklass oda Sprochtei
taxonomic-collection;['ablativ'];Da Ablativ is da sechste Foll im Lateinischn.
taxonomic-collection;['akkusativ'];Da Akkusativ is in da Grammatik a Kasus.
taxonomic-collection;['nominativ', '1. foi', 'wer-foi'];Da Nominativ is de Grundfoam vom Substantiv und da 1.
taxonomic-collection;['dativ'];Da Dativ is in da Grammatik a Kasus.
taxonomic-collective;['tribus'];A Tribus is in da Systematik der Biologie a Rangstuafa zwischn Untafamilie und Gattung.
taxonomic-collective;['famij', 'famülie', 'familia', 'familie'];De Famij oda Famüli is a hierarchische Ebane vo da biologischn Systematik.
taxonomic-collective;['klasse'];De Klasse is a hierarchische Stuafn in da biologischn Systematik.
taxonomic-collective;['ordnung', 'oadnung', 'ordo'];De Oadnung is a Stuafa in da biologischn Systematik.
taxonomic-collective;['gattung', 'goddung', 'gåddung'];De Goddung, aa: Genus is a Rongstuafn innahoib vo da hierarchischn biologischn Systematik.
taxonomic-collective;['oart', 'oat', 'spezies', 'art'];De Oart oda Spezies
taxonomic-collective;['stamm'];A Stamm is in da biologischen Systematik a hierarchische Rangstuafa.
taxonomic-collective;['oleander'];Dr Oleander ghert zu de Hondsgiftgwächs ond werd au als Rosalorbeer bezoichnad.
taxonomic-collective;['ribisl', 'johannisbeere'];Die Ribislen, dt.: Johannisbeere, sein verhólzte Staudn mit schmåckhåfte Frichte. dé kénnen schwårz óder roat sein.
taxonomic-collective;['taxon'];A Taxon is in da Biologie oa Gruppm vo Lebewesn, de wo ois systematische Oaheit klassifiziat werd.
taxonomic-collective;['brein', 'hirse'];Brein oda Hiasch
taxonomic-collective;['hoadn', 'fagopyrum', 'buchweizen'];Hoadn oda Heiden, aa Buachwoaz (lat.
taxonomic-collective;['nagele', 'dianthus', 'nelke'];Nagele isch in Tiról a Pflånzngåttung aus der Familie va die „Nelkengewächse“.
taxonomic-collective;['paprika', 'cápsicum', 'capsicum annuum'];Paprika san Pflanzna, wo za de Nochtschottngwex ghean.
taxonomic-collective;['augnstecher', 'libelle', 'odonata'];== Wia sie ausschaugn unt lébm == Mit Augnstécher pezeichnet man a Gruppm va groaße, fårbige Insektn mit vier durchsichtige, steife Fliegl unt groaße Nétzaugn.
taxonomic-collective;['holler', 'holunder', 'sambucus', 'sambucus nigra', 'trauben-holunder'];Da Holler isch a verhólzte Staud óder a kloaner Pam.
taxonomic-collective;['huflattich', 'esltritt', 'tussilago farfara'];== Namen == Der Huflattich isch in sidóstdeitschn Raum unter mehrere Namen pekånnt: Huafpflutschn, Sauplåtschn, Påchpletschn, Ésltritt ...
taxonomic-collective;['brennete liab', 'balkongeranie'];Als Prénnete Liab werdn in Tiról mehrere gezichtete Årtn aus der Gåttung "Pelargonie" pezeichnt.
taxonomic-collective;['heuschreck', 'orthoptera'];Unter Haihupfer, Haipóck, Haischråk, Haischreck sein Insektn aus die Familien va die „Feldheuschrecken“, „Dornschrecken“ unt „Laubheuschrecken“ zsåmmengfåsst, weil sie goaße Éhnlichkeitn mitnånt håbm.
taxonomic-collective;['hosn', 'hase', 'hasen', 'hås', 'leporidae', 'håsn'];D Hosn sand a Säugetierfamilie vo de Hosnoatign.
taxonomic-collective;['baamwoi', 'baumwolle', 'baumwollpflanze'];De Baamwoi
taxonomic-collective;['hopfa', 'humulus'];Da Hopfa, dt.: Hopfen is a Klettapflanzn, de wo zua Famii vo de Hanfpflanzna gheat.
taxonomic-collective;['zeisal', 'carduelis'];A Zeisal is eingtli a Vogel.
taxonomic-collective;['osterglocke', 'pulsatilla', 'berg-küchenschelle'];Die Oastergglógg isch a Pflånz aus der Familie va die „Hahnenfußgewächse“.
taxonomic-collective;['waifåita', 'lepidoptera', 'schmetterling'];Waifoita han a Insektnoat des auf da gaunzn Wöd aussa in da Antarktis gibt und de mid iwa 180.000 Untaoatn, de wo zu 127 Familien und 46 Üwafamilien zaumgfosst wean, noch de Kefa de oatnreichsde Insektnoadnung han.
taxonomic-collective;['bauhinia'];Bauhinia is a Oat in Simbabwe.
taxonomic-collective;['schneckn', 'gastropoda', 'mollusca', 'molluskn', 'schnecke', 'schnecken'];Schneckn san Viecha aus da Glass vo de Molluskn.
taxonomic-collective;['araukariengwachsa', 'araucariaceae', 'araukarie'];De Araukariengwachsa hand a gscheid oide Pflanznfamilie innahoi vo de Koniferen.
taxonomic-collective;['robm und kraana', 'corvus'];De Robm und Kraana (dt.: Raben und Krähen buidn de Gattung Corvus in da Familie vo de Robmvegl (Corvidae).
taxonomic-collective;['enzian', 'gentiana'];De Enzian san a Gottung vo Pflanzna mid umara 300 - 400 Oartn.
taxonomic-collective;['greil', 'gleyr', 'siebenschläfer', 'glair'];Die Grail oder der Glair / Gleyr isch a Någer, oberseits silbergrau, a pissl kleaner wia an Oachkatzl, mit an puschign lången Schwoaf unt långe Håår af der Schnauz.
taxonomic-collective;['banann', 'banane', 'dessertbanane', 'musa'];De Banann han a Pflaunzengottung vu da Famij vu de Bananengwächse.
taxonomic-collective;['mogn', 'papaver'];Da Mogn (ohd.
technique;['geist'];Geist is a vuischichtiga Begriff aus da Philosophie, Psychologie, Theologie und Oidogssproch.
