activity;['raga', 'kiwiki', 'rugby', 'raga soka', 'rugger'];Raga (ing.
socially-constructed-person;['john tyler', 'rais tyler'];John Tyler alikuwa Rais wa kumi wa Marekani kuanzia mwaka wa 1841 hadi 1845.
socially-constructed-person;['millard fillmore', 'fillmore', 'rais fillmore'];Millard Fillmore alikuwa Rais wa 13 wa Marekani kuanzia mwaka wa 1850 hadi 1853.
socially-constructed-person;['calvin coolidge', 'coolidge', 'rais coolidge'];Calvin Coolidge alikuwa Rais wa 30 wa Marekani kuanzia mwaka wa 1923 hadi 1929.
socially-constructed-person;['harry s. truman', 'harry truman', 'harry truman s', 'rais truman', 'truman'];Harry S. Truman alikuwa Rais wa 33 wa Marekani kuanzia mwaka wa 1945 hadi 1953.
socially-constructed-person;['lewis carroll', 'carroll', 'charles dodgson', 'charles lutwidge dodgson', 'dodgson', 'mchungaji dodgson'];Charles Lutwidge Dodgson, au Lewis Carroll, alikuwa mwandishi wa riwaya nchini Uingereza.
socially-constructed-person;['john maynard keynes', 'keynes'];John Maynard Keynes alikuwa mtaalamu wa hisabati na uchumi kutoka nchini Uingereza.
socially-constructed-person;['isaac newton', 'newton issack', 'sir isaac newton'];Isaac Newton alikuwa mwanahisabati, mwanafizikia na mwanateolojia kutoka nchi ya Uingereza.
socially-constructed-person;['charles darwin', 'darwin', 'charles robert darwin'];Charles Robert Darwin alikuwa mwanasayansi Mwingereza katika karne ya 19.
socially-constructed-person;['amerigo vespucci', 'americus vespucius', 'vespucci'];Amerigo Vespucci alikuwa mtoto wa tatu wa mwanasheria wa Firenze.
socially-constructed-person;['joseph smith', 'joseph smith, kijana', 'joseph smith, mdogo'];Joseph Smith, Mdogo alikuwa mwanzilishi na kiongozi wa Wamormoni.
socially-constructed-person;['gautama buddha', 'buddha', 'budha', 'siddharta gautama', 'siddhārtha gautama', 'gautama', 'gautama siddhartha', 'siddhartha'];Siddhārtha Gautama alikuwa mwalimu wa kiroho kutoka India.
socially-constructed-person;['karl marx'];Karl Marx alikuwa mwanafalsafa kutoka nchini Ujerumani ambaye pamoja na Friedrich Engels alianzisha siasa ya ukomunisti.
socially-constructed-person;['gregor mendel', 'johann mendel', 'mendel'];Gregor Johann Mendel alikuwa mmonaki, padri wa Kanisa Katoliki na hatimaye abati.
socially-constructed-person;['blaise pascal'];Blaise Pascal alikuwa mtaalamu mashuhuri wa hisabati, falsafa na teolojia kutoka nchi ya Ufaransa.
socially-constructed-person;['pierre de fermat', 'fermat'];Pierre de Fermat alikuwa mtaalamu wa hisabati kutoka nchini Ufaransa.
socially-constructed-person;['calvin', 'john calvin', 'yohane kalvini', 'jean caulvin', 'jean cauvin', 'jean chauvin'];John Calvin, kwa Kifaransa Jean Calvin au kizamani Jehan Cauvin alikuwa mwanateolojia toka Ufaransa aliyeanzisha madhehebu maalumu ya Ukristo katika karne ya 16 akiunga mkono Matengenezo ya Kiprotestanti yaliyoanzishwa na Martin Luther nchini Ujerumani, lakini kwa kutofautiana naye katika mafundisho mbalimbali.
socially-constructed-person;['johannes kepler', 'kepler', 'johan kepler', 'keplerian'];Johannes Kepler alikuwa mtaalamu wa astronomia, hisabati, theolojia na muziki kutoka nchini Ujerumani.
socially-constructed-person;['immanuel kant', 'emmanuel kant', 'kant'];Immanuel Kant alikuwa mwanafalsafa Mjerumani kutoka milki ya Prussia.
socially-constructed-person;['martin luther', 'luther'];Martin Luther alikuwa Mkristo mwanateolojia kutoka nchi ya Ujerumani maarufu kama mwanzilishi wa Uprotestanti.
socially-constructed-person;['urano', 'uranu', 'yurenasi', 'uranos', 'ouranos', 'uranus'];Urano au Uranos alikuwa mungu wa mbingu katika dini ya Ugiriki ya Kale.
socially-constructed-person;['mungu baba'];Mungu Baba ni nafsi ya kwanza ya Mungu katika imani ya Ukristo.
socially-constructed-person;['afrodita', 'aphrodite', 'cytherea'];Afrodita ni mungu wa kike wa upendo na uzuri katika mitholojia ya Kigiriki.
socially-constructed-person;['homer', 'homeri'];Homeri ni jina la mshairi mashuhuri kabisa wa Ugiriki ya Kale.
socially-constructed-person;['euklides', 'euclid'];Euklides (takr.
socially-constructed-person;['eratosthenes'];Eratosthenes wa Kirene alikuwa mtaalamu wa hisabati, jiografia, historia na lugha tena mkurugenzi wa maktaba ya Aleksandria katika Misri.
socially-constructed-person;['muza', 'muse', 'muses'];Muza ni miungu wa kike wa ushairi, nyimbo na fasihi katika mitholojia ya Kigiriki.
socially-constructed-person;['brid wa kildare', 'brigida wa kildare', 'brigit wa kildare', 'bridget', 'brigid', 'saint bridget', 'saint brigid', 'saint mchumba', 'st bridget', 'st brigid', 'st mchumba'];Brid wa Kildare au Brigid wa Ireland ni mmojawapo kati ya watakatifu wasimamizi wa Ireland .Anatajwa kama mmonaki, abesi, na mwanzilishi wa monasteri kadhaa za kike, ikiwemo ile maarufu ya Kildare huko Ireland.
socially-constructed-person;['thomas aquinas mtakatifu', 'thomas aquinas', 'aquinas, thomas', 'thoma wa akwino', 'toma wa akwino', 'aquinas', 'saint thomas aquinas', 'sheria ya milele', 'st thomas aquinas'];Mtakatifu Thomas Aquinas alikuwa mtawa wa Shirika la Wahubiri na padri wa Kanisa Katoliki.
socially-constructed-person;['galileo galilei', 'galileo', 'galilei'];Galileo Galilei alikuwa mtaalamu wa fizikia, hisabati na astronomia kutoka nchini Italia.
socially-constructed-person;['benedikto wa nursia', 'benedict of nursia', 'saint benedict', 'st benedict'];Benedikto wa Nursia alikuwa mmonaki wa Italia aliyeandika kanuni ya utawa iliyoenea katika monasteri nyingi za Kanisa la Kilatini na hata nje yake.
socially-constructed-person;['john glenn', 'glenn', 'john glenn herschel jr'];John Herschel Glenn Jr alikuwa mwanaanga na mwanasiasa kutoka nchini Marekani.
socially-constructed-person;['alan shepard', 'alan shepard bartlett jr'];Alan Bartlett Shepard, Jr.
socially-constructed-person;['chingis khan', 'genghis khan', 'jingis khan', 'jenghiz khan', 'jinghis khan', 'temujin'];Chingis Khan alikuwa kiongozi wa Wamongolia aliyeunda Milki ya Wamongolia iliyoendelea kutawala eneo kubwa kuanzia China pamoja na Asia ya Kati hadi Urusi na Mashariki ya Kati.
socially-constructed-person;['timur', 'tamerlane', 'tamerlan', 'tamerlano', 'tamburlaine', 'timur lenk'];Timur alikuwa kiongozi Mwislamu wa Waturuki na Wamongolia wa Asia ya Kati wakati wa karne ya 14 aliyeanzisha milki ya Watimuri.
socially-constructed-person;['yoshua'];Yoshua alikuwa kiongozi wa taifa la Israeli baada ya Musa.
socially-constructed-person;['allah', 'mwenyezi mungu'];Allah ni neno la Kiarabu linalorejea Mungu pekee.
socially-constructed-person;['jenerali', 'afisa mkuu', 'kamili mkuu', 'majenerali', 'ujumla afisa'];Jenerali ni cheo kikuu cha kijeshi katika nchi nyingi za dunia.
socially-constructed-person;['agostino wa hippo', 'augustine of hippo', 'augustino', 'augustino wa hippo', 'augustinus mtakatifu', 'augustine', 'augustine wa hippo'];Agostino wa Hippo alikuwa mtawa, mwanateolojia, padri na hatimaye askofu mkuu wa Hippo.
socially-constructed-person;['aristoteli', 'aristotle', 'aristoteles'];Aristoteli alikuwa mwanafalsafa muhimu wa ustaarabu wa Ugiriki ya Kale.
socially-constructed-person;['akoliti', 'usindikizi', 'acolyte', 'acolytes'];Akoliti ni Mkristo anayemsaidia askofu, padri au shemasi anapoongoza ibada fulani.
socially-constructed-person;['mkaapweke', 'ukaapweke', 'wakaapweke', 'maisha ya upwekeni', 'mtenga', 'eremitic', 'eremitical', 'hermits', 'mtawa', 'reclusive', 'solitudinarian'];Mkaapweke ni mtawa aliyejitenga na jamii ili kuishi upwekeni na kusali tu.
socially-constructed-person;['mfiadini', 'kifodini', 'wafiadini', 'mashahidi', 'shahidi'];Mfiadini ni binadamu yeyote aliyeuawa kwa ajili ya imani au maadili ya dini aliyoiamini.
socially-constructed-person;['albert einstein', 'einstein', 'einsteni'];Albert Einstein alikuwa mwanafizikia mwenye asili ya Kiyahudi kutoka nchi ya Ujerumani.
socially-constructed-person;['nicolaus copernicus', 'copernicus', 'koperniki', 'koperniko', 'kopernikus', 'mikolaj kopernik'];Nicolaus Copernicus alikuwa padri wa Kanisa Katoliki na mtaalamu wa astronomia, tiba na hisabati.
socially-constructed-person;['elizabeth i wa uingereza', 'elizabeti i', 'elizabeth i'];Elizabeth I wa Uingereza alikuwa malkia wa Uingereza kuanzia 1558 hadi 1603.
socially-constructed-person;['hera'];Hera alikuwa dada na mke wa mfalme wa miungu Zeu na mungu wa kike wa ndoa na wanawake katika mitholojia ya Kigiriki.
socially-constructed-person;['dimitri mendeleyev', 'dmitri mendeleev', 'dimitri mendeleev', 'dmitri ivanovich mendeleyev', 'dmitri mendeleev ivanovich', 'dmitri mendeleyev', 'mendeleev', 'mendeleyev'];Dimitri Ivanovich Mendeleyev 1834 mjini Tobolsk – 2 Februari 1907 mjini Sankt Petersburg
socially-constructed-person;['anton chekhov', 'anton pavlovich chekhov', 'anton chekhov pavlovich', 'anton chekov', 'anton pavlovich chekov', 'chekhov', 'chekov'];Anton Pavlovich Chekhov alikuwa mwandishi Mrusi aliyeandika riwaya fupi na tamthiliya.
socially-constructed-person;['vladimir lenin', 'lenin', 'vladimir ilyich lenin', 'nikolai lenin', 'vladimir ilich ulyanov', 'vladimir ilyich ulyanov', 'vladimir lenin ilich'];Vladimir Ilyich Lenin alikuwa na jina la kiraia Vladimir Ilyich Ulyanov alikuwa mwanasiasa nchini Urusi na kiongozi wa chama cha Bolsheviki akaendesha awamu la kikomunisti la Mapinduzi ya Urusi ya 1917 akaanzisha Umoja wa Kisovyeti.
socially-constructed-person;['fyodor dostoyevski', 'fyodor dostoyevsky', 'dostoevski', 'dostoyevski', 'dostoyevsky', 'feodor dostoevski', 'feodor dostoyevski', 'feodor dostoyevsky', 'feodor mikhailovich dostoevski', 'feodor mikhailovich dostoyevski', 'feodor mikhailovich dostoyevsky', 'fyodor dostoevski', 'fyodor mikhailovich dostoevski', 'fyodor mikhailovich dostoyevski', 'fyodor mikhailovich dostoyevsky'];Fyodor Mikhailovich Dostoyevski
socially-constructed-person;['ivan pavlov', 'ivan petrovich pavlov', 'ivan pavlov petrovich', 'pavlov'];Ivan Petrovich Pavlov alikuwa mwanafiziolojia kutoka nchi ya Urusi.
socially-constructed-person;['josef stalin', 'joseph stalin', 'stalin', 'yosip stalin', 'iosif vissarionovich dzhugashvili'];Joseph Vissarionovich Stalin alikuwa mwanasiasa wa Urusi kutoka Georgia aliyeshiriki pamoja na Lenin katika Mapinduzi ya Urusi ya 1917 na kuwa kiongozi wa chama cha kikomunisti halafu kiongozi mkuu wa Umoja wa Kisovyeti baada ya kifo cha Lenin.
socially-constructed-person;['john napier', 'john naphier', 'napier'];John Napier alikuwa mtaalamu wa hisabati na fizikia kutoka Uskoti anayejulikana kama mwanzilishi wa logi.
socially-constructed-person;['maria magdalena', 'maria wa magdala', 'mariamu magdalene', 'maria magdalene', 'st mary magdalene'];Maria Magdalena, yaani wa Magdala ni mmoja kati ya wanafunzi maarufu zaidi wa Yesu wa Nazareti, hasa kutokana na sifa ya kuwa wa kwanza kumuona amefufuka.
socially-constructed-person;['mwandishi', 'waandishi', 'mwandiki', 'scrivener'];Mwandishi kwa maana ya kimsingi ni mtu anayeandika.
socially-constructed-person;['kocha', 'meneja', 'kocha msaidizi'];Katika michezo, kocha ni mtu mwenye majukumu ya kuelekeza, kufundisha na kusimamia masuala yote yahusuyo mbinu na njia za uchezaji kwa timu nzima na mchezaji mmojammoja.
socially-constructed-person;['mmisionari', 'wamisionari', 'mwanamisheni', 'kimisionari', 'missioner'];Mmisionari ni mtu wa dini fulani ambaye anafanya kazi ya kuieneza kwa wasio waumini wa dini hiyo.
socially-constructed-person;['ofisa', 'afisa'];Ofisa ni mtu mwenye cheo katika ofisi au katika mfumo wa shirika fulani.
socially-constructed-person;['mteja', 'wateja'];Mteja katika mauzo, biashara na uchumi, ndiye mpokeaji wa huduma, bidhaa, au wazo kutoka kwa muuzaji kupitia shughuli ya kifedha au ubadilishaji kwa pesa au jambo lingine muhimu.
socially-constructed-person;['mwanamuziki', 'mpiga muziki', 'mwimbaji', 'ala', 'instrumentalists', 'msanii muziki', 'muziki msanii', 'wanamuziki', 'wasanii kurekodi'];Mwanamuziki ni mtu anayepiga vyombo vya muziki kama vile gitaa au piano au mtu mwenye kuimba.
socially-constructed-person;['dikteta', 'kidikteta', 'madikteta', 'mtawala'];Dikteta (kutoka Lat.
socially-constructed-person;['nabii', 'mtume', 'manabii', 'unabii'];Neno nabii linatumika kumtajia binadamu anayesema kwa niaba ya Mungu, hasa kwa kusudi la kuelekeza wenzake wafuate imani na maadili sahihi.
socially-constructed-person;['miguel de cervantes', 'cervantes', 'miguel de cervantes saavedra', 'cervantes saavedra'];Miguel de Cervantes Saavedra alikuwa mwandishi wa Hispania anayesifiwa kama mwandishi bora kabisa wa nchi yake.
socially-constructed-person;['malaika'];Malaika katika imani ya dini mbalimbali, kama vile Uyahudi, Ukristo na Uislamu, ni kiumbe wa kiroho tu anayeweza kutumwa na Mungu kwa binadamu.
socially-constructed-person;['apolo', 'apollo', 'phoebus', 'phoebus apollo'];Apolo ni jina la mungu wa nuru na ushairi katika mitholojia ya Kigiriki na Kirumi.
socially-constructed-person;['mpingakristo', 'mpinga kristo'];Mpingakristo katika Biblia ni mtu au watu waliotabiriwa katika Waraka wa kwanza wa Yohane na Waraka wa pili wa Yohane kuwa watatokea kumpinga Yesu Kristo ili kushika nafasi yake.
socially-constructed-person;['herodoti', 'herodotus', 'herodot', 'herodoto', 'herodotos'];Herodoti wa Halikarnassos alikuwa mwandishi wa historia wakati wa Ugiriki ya Kale.
socially-constructed-person;['yuda iskarioti'];Yuda Iskarioti, Myahudi wa karne ya 1, alikuwa mmojawapo wa Mitume wa Yesu, maarufu kwa kuwa alimsaliti mwalimu wake apate vipande thelathini vya fedha.
socially-constructed-person;['mtume thoma', 'mtume tomaso', 'thomas mtume mashaka'];Thoma alikuwa Myahudi wa karne ya 1, mmojawapo kati ya Mitume wa Yesu anayeheshimiwa kama mtakatifu, kwa namna ya pekee na Wakristo wa maeneo yaliyokuwa mashariki kwa Dola la Roma, kuanzia Iraq hadi India.
socially-constructed-person;['masiya', 'masihi', 'kristo', 'yesu kristo.', 'kimasihi unabii', 'masih', 'takwimu kimasiya', 'utabiri za messia'];Masiya, kutoka Kiebrania מָשִׁיחַ, Māšîăḥ mashiakh, maana yake Mpakwamafuta ni jina la heshima ambalo Biblia inampa mfalme au kuhani aliyewekwa wakfu kwa Mungu kwa kupakwa mafuta atende kwa niaba yake kazi ya kusaidia taifa lake hasa kwa kulikomboa.Tofauti na kawaida, Biblia inamtaja kama Masiha hata mfalme Koreshi Mkuu wa Uajemi kwa sababu Mungu alimtumia kutoa Wayahudi katika uhamisho wa Babeli na kuwaruhusu warudi Yerusalemu na kujenga upya hekaluHata hivyo kwa namna ya pekee jina hilo linatumika kwa Mwana wa Daudi, mtawala wa Israeli katika wakati wa mwisho ambao utakuwa wa amani duniani == Katika Ukristo == Jina hilo lilitafsiriwa na Septuaginta kwa Kigiriki Χριστός nalo lilitumiwa mapema na Wakristo wa lugha hiyo kwa Yesu wa Nazareth kwa sababu ya kusadiki ndiye mkombozi aliyetimiza kikamilifu kila utabiri wa manabii wa Agano la Kale.
socially-constructed-person;['rais', 'makamu wa rais', 'marais', 'rais wa chuo kikuu', 'raisi', 'urais'];Rais ni cheo cha mkuu wa nchi katika serikali ya jamhuri, na pengine mkuu wa taasisi fulani.
socially-constructed-person;['mwanasheria mkuu'];Mwanasheria Mkuu ni mtaalamu wa sheria mwenye kazi ya kushauri serikali au mahakama katika utekelezaji wa majukumu yake.
socially-constructed-person;['khalifa', 'makhalifa', 'khalif', 'calif', 'kalif', 'kaliph', 'khalifah', 'tariqa', 'tariqah', 'tariqat'];Khalifa ni cheo cha kihistoria kwa ajili ya kiongozi wa ummah.
socially-constructed-person;['mkurugenzi', 'afisa mtendaji mkuu', 'mkurugenzi mtendaji', 'afisa mkuu uendeshaji', 'mtendaji mkuu', 'wakuu shughuli afisa', 'wakuu wa uendeshaji afisa'];Mkurugenzi ni kiongozi wa juu kabisa katika utawala wa kampuni.
socially-constructed-person;['michael faraday', 'faraday', 'mara kwa faraday'];Michael Faraday alikuwa mwanasayansi kutoka nchini Uingereza aliyegundua misingi muhimu kwa matumizi ya umeme.
socially-constructed-person;['neil armstrong'];Neil Armstrong alikuwa rubani mwanaanga wa Marekani aliyeshuka mwezini mwaka 1969, wa kwanza kabisa kati ya wanadamu wote.
socially-constructed-person;['gavana', 'gubernatorial', 'jeshi gavana', 'magavana', 'uchaguzi gubernatorial', 'ugavana'];Gavana (Kiing.
socially-constructed-person;['chifu', 'jumbe', 'kikabila wakuu', 'mkuu', 'uchifu', 'utemi'];Chifu ni kiongozi wa jadi katika kabila fulani.
socially-constructed-person;['papa', 'askofu wa roma', 'papa wa roma', 'mapapa', 'baba mtakatifu', 'kasisi wa kristo', 'katoliki papa', 'kipapa', 'wakili wa kristo'];Kwa samaki anayeitwa kwa Kiswahili "papa" tazama papa Papa ni cheo cha kiongozi mkuu wa Kanisa Katoliki duniani kote.
socially-constructed-person;['nuhu', 'noah'];Nuhu anajulikana na kuheshimiwa katika dini ya Uyahudi, Ukristo na Uislamu kama mfano wa mwadilifu aliyeokolewa na Mungu katika safina wakati wa gharika kuu.
socially-constructed-person;['musa', 'mose', 'moses', 'mozesi'];Musa aliishi miaka 1250 hivi K.K. akawa kiongozi wa Wanaisraeli walipoondoka nchini Misri kukimbilia nchi ya Kanaani.
socially-constructed-person;['golikipa', 'kipa', 'goalkeeper', 'goli kipa', 'mlinda lango', 'mlinda mlango', 'goaltender', 'kipa lengo', 'netminder'];Golikipa ni mchezaji maalumu ambaye hulinda lango la timu katika michezo mingi kama soka na hockey inayohusisha kufunga katika lango.
socially-constructed-person;['mkuu wa dola', 'wakuu wa nchi', 'mkuu wa nchi', 'kichwa-ya-hali'];Mkuu wa dola wa nchi ni kiongozi mwenye cheo kikuu.
socially-constructed-person;['baba krismasi', 'kriss kringle', 'saint nick', 'santa', 'santa claus', 'st nick'];Baba Krismasi ni mtu wa kufikirika anayedhaniwa kuleta zawadi hasa kwa watoto wema usiku wa Noeli.
socially-constructed-person;['kaizari', 'kaisari', 'makaisari', 'mfalme mkuu'];Kaizari ni cheo cha mfalme mkuu.
socially-constructed-person;['bikira maria', 'bibi maryam', 'bikira mariamu', 'maryam', 'bikira', 'maria'];Maria alikuwa mwanamke Myahudi aliyeishi kati ya karne ya 1 KK na karne ya 1 BK. Mke wa Yosefu, alimzaa Yesu Kristo.
socially-constructed-person;['amirijeshi mkuu', 'amiri jeshi mkuu', 'kamanda mkuu', 'generalissimo', 'generalissimus', 'generalísimo'];Amirijeshi mkuu
socially-constructed-person;['rais wa marekani', 'urais wa marekani', 'marekani rais', 'mtendaji mkuu', 'potus', 'rais', 'rais u.s', 'u s rais'];Rais wa Marekani ni mkuu wa nchi na kiongozi wa serikali ya Marekani.
socially-constructed-person;['waziri mkuu', 'mawaziri wakuu', 'waziri wakuu', 'premier', 'premiers'];Waziri Mkuu ni cheo cha kiongozi wa serikali.
socially-constructed-person;['usultani', 'sultani', 'grand turk', 'masultani', 'sultan', 'sultanates'];Usultani ni nchi au eneo chini ya mamlaka ya Sultani.
socially-constructed-person;['anne boleyn', 'boleyn'];Anne Boleyn alikuwa mke wa pili kati ya wake sita wa mfalme Henry VIII wa Uingereza.
