abstract-region;['스칼라', '스칼라 물리량', '스칼라량', '스칼라물리량'];크기만 있고 방향은 없는 1차원적인 물리량
socially-constructed-person;['밀러드 필모어', 'millard fillmore', '밀라드 필모어', '밀러드필모어', '대통령 필 모어', '밀라 드 필 모어', '필 모어'];미국의 제13대 대통령
socially-constructed-person;['도제', 'doge', 'dogaressa했다', 'doge는', '총독'];이탈리아의 공화국들의 통치자를 칭하는 말
socially-constructed-person;['쿠빌라이 칸', '보르지긴 쿠빌라이', '원 세조', '쿠빌라이', '쿠빌라이 대칸', '쿠빌라이칸', '패아지근 홀필렬', '호필내', '홀필렬', '홀필렬 대제', '후빌라이', 'kubla 칸', 'kublai 칸'];몽골제국의 제 5대 카안
socially-constructed-person;['그레고어 멘델', '그레고르 멘델', '그레고르 요한 멘델', '그레고어 요한 멘델', '멘델', '그레고어멘델', '요한 멘델'];유전학자
socially-constructed-person;['블레즈 파스칼', 'blaise pascal', '블레이즈 파스칼', '블레즈파스칼', 'blaise 파스칼'];프랑스의 수학자, 물리학자, 철학자
socially-constructed-person;['오노레 드 발자크', 'honorè de balzac', '발자크', '오노레 드 발작', 'honoré의 드 발자크', 'honoré의 발자크'];프랑스의 소설가, 극작가, 비평가
socially-constructed-person;['르네 레오뮈르', 'rene antoine ferchault de réaumur', '르네앙투안 페르숄 드 레오뮈르', '르네 앙투안 드 ferchault 열씨 눈금의', '열씨 눈금의'];프랑스 동물학자
socially-constructed-person;['장 칼뱅', '존 캘빈', '요한 칼빈', '장 깔뱅', '장 칼빈', '존 칼뱅', '존 칼빈', '칼뱅', '칼빈', '장 caulvin', '장 cauvin', '장 chauvin'];프랑스의 신학자
socially-constructed-person;['요하네스 케플러', '요한네스 케플러', '케플러', 'keplerian', '요한 케플러', '케플러는'];독일의 수학자, 천문학자, 점성술사이다.
socially-constructed-person;['아르미니우스', 'armin', '헤르만'];게르만 족의 체루스키 부족의 족장
socially-constructed-person;['이마누엘 칸트', '칸트', '이마아누이엘 칸트', '임마누엘 칸트', '칸트 철학', '칸트철학', 'immanuel 칸트'];독일의 철학자
socially-constructed-person;['갈릴레오 갈릴레이', '갈릴레이', '갈릴레오'];이탈리아의 철학·수학·물리·천문학자 (1564~1642)
socially-constructed-person;['칭기즈 칸', '징기스칸', '법천계운성무황제', '보르지긴 테무진', '보르지긴 테무친', '성길사한', '원 태조', '징기스 칸', '징기즈 칸', '징기즈칸', '철목진', '칭기스 칸', '칭기스칸', '칭기즈 한', '칭기즈 항', '칭기즈칸', '칭기즈한', '칭기즈항', '칭키스칸', '칭키즈 칸', '칭킨즈 칸', '태무친', '테무진', '테무친', '패아지근 철목진', '패아지근철목진', 'jenghiz 칸', 'jinghis 칸', 'temujin'];몽골 제국의 건국자
socially-constructed-person;['병참', '수품과', '보급', '보급 장교'];육상자위대의 분과
socially-constructed-person;['발리', '왈리', '바울리', '발레', '볼레', 'vali'];노르드 신화(북유럽 신화)에서 오딘과 린드 사이의 아들이다.
socially-constructed-person;['아리스토텔레스', '아리사다덕', '아리스토텔리스'];그리스의 철학자로, 플라톤의 제자이며, 알렉산더 대왕의 스승이다.
socially-constructed-person;['아인슈타인', '알베르트 아인슈타인', '알버트 아인슈타인', '아이슈타인', '아인쉬타인', '아인시타인', '알버트 아이슈타인', '앨버트 아인슈타인', '앨버트 아인스타인', '아인슈타인의'];독일과 미국의 물리학자
socially-constructed-person;['베른하르트 리만', '게오르크 프리드리히 베른하르트 리만', '리만', '버나드 리만', '베른하르트리만', '게오르그 프리드리히 베른하르트 리만'];독일의 수학자
socially-constructed-person;['블라디미르 레닌', '레닌', '니콜라이 레닌', '블라디미르 울리야노프', '블라디미르 일리치 레닌', '블라디미르 일리치 울리야노프', '블라지미르 레닌', '울리야노프', '블라디미르 ilich ulyanov', '블라디미르 ilich 레닌', '블라디미르 ilyich ulyanov', '블라디미르 ilyich 레닌'];소련의 정치가, 혁명가
socially-constructed-person;['이오시프 스탈린', '스탈린', '이오시프 비사리오노비치 스탈린', '조셉 스탈린', '소소 스탈린', '쓰딸린', '요세프 스탈린', '요셉 스탈린', '요시프 스탈린', '요제프 스탈린', '이오시트 스탈린', '이오시프 비사리오니치 주가슈빌리', '이오시프 위싸리오노위츠 쓰딸린', '이오씨프 쓰딸린', '이오씨프 위싸리오노비치 쓰딸린', '이오씨프 위싸리오노위츠 쓰딸린', '조지프 스탈린', 'iosif vissarionovich dzhugashvili'];소비에트 연방 공산당 중앙위원회 서기장
socially-constructed-person;['서예', '달필', '캘리그라피', '노봉', '부앙법', '붓글씨', '직필', '측필', 'calligraphist', '서가'];붓으로 글씨를 쓰는 예술
socially-constructed-person;['안무가', '꼬레오그래퍼', '코레오그래퍼'];안무를 고안한 인물
socially-constructed-person;['디자이너', '건축가', '건축사', '건축기사', '아키텍트', '설계자'];건물을 계획, 설계하고 건설 현장을 감독하는 일을 훈련받은 인물
socially-constructed-person;['챔피언', '우승', '우승 팀', '우승자', '우승팀', '챔피온', '세계 챔피언에', '칭호 소유자'];경기, 대결, 도전의 승리자
socially-constructed-person;['교수', '선생', '대학 교수', '대학교수', '부교수', '전임강사', '정교수', '조교수', '석좌교수', '개인 의자를', '개인 의자에', '교수를', '의자를'];대학교 등에서 학문을 가르치는 사람
socially-constructed-person;['조종사', '비행사', '비행기 조종사', '파일럿', '항공기 조종사', '군사 파일럿'];비행하는 항공기를 통제할 수 있는 자격을 갖춘 사람
socially-constructed-person;['wright', '장인'];성씨 (Wright)
socially-constructed-person;['연쇄살인범', '연쇄 살인범', '시리얼 킬러', '연쇄 살인자', '연쇄살인자', '시리얼 살인자', '연쇄 살인범이'];여러 차례에 걸쳐 다수의 피해자를 살해하는 범죄자 (사건 사이에 냉각기를 둔 채 세 곳 이상에서 세 차례 이상 살인을 저지름, FBI 메뉴얼 1992)
socially-constructed-person;['플런더러', '도적', '해적', 'despoiler', 'pillager', 'plunderer', '약탈자'];마블 코믹스 등장인물
socially-constructed-person;['극작가', '희곡 작가', '희곡작가'];연극의 상연을 위해서 쓰이는 희곡의 작자
socially-constructed-person;['각본가', '대본 작가', '대본작가', '방송 작가', '방송작가', '스크린 라이터', '스크린라이터', '스크립트라이터', '시나리오 작가', '시나리오작가', '시네어리스트', '영화 각본가', '영화각본가', '텔레비전 작가', '텔레비전작가', 'scriptwriters', '영화 각본 작가', '영화 작가', '영화 작가이자', '화면 작가입니다'];영화·텔레비전 드라마·애니메이션·게임·무대·라디오 드라마 등의 각본을 쓰는 사람
socially-constructed-person;['미륵', '미륵보살', '마이트레야', '미륵 신앙', '미륵보살 신앙', '미륵보살신앙', '미륵부처', '미륵불', '미륵존불', '미륵신앙'];미래에 부처로 환생한다고 예언된 보살
socially-constructed-person;['영국 내무부 장관은', '영국 홈 장관은', '홈 부서의 주 장관', '홈 장관'];위키미디어 목록 항목
socially-constructed-person;['아저씨', '삼촌·아저씨', '고모부', '삼촌', '이모부', '외삼촌', '아재'];부모님의 형제 및 매형·매제 (P4316의 값이 나타내는 의미에 따른 설명임)
socially-constructed-person;['대통령', '정통령', '대통령을'];국가나 국가의 일부를 이끄는 지도자
socially-constructed-person;['샤크티', '샥티', '성력', '성력 숭배', '성력숭배', '마하데비', '아디파라 샤크티', 'sakti', '생산처럼'];위키미디어 동음이의어 문서
socially-constructed-person;['시장', '도시 관리자', '마을 관리자와', '시장 선거의', '시장의 임기는'];시의 행정을 총괄하는 공무원
socially-constructed-person;['도지사', '주지사', '지사', '총독', '지사를', '총재'];광역자치단체의 사무를 대표하는 고위 공무원
socially-constructed-person;['국가원수', '국가 원수', '국가의 머리', '국가의 머리의', '국가의 최고', '머리의 상태'];나라를 대표하는 관직 또는 고위공무원
socially-constructed-person;['야코프 그림', '야콥 그림', '야콥 루드비히 칼 그림'];독일의 언어학자이자 동화 수집가
socially-constructed-person;['앤 불린', '앤 볼린', '앤 볼레인', '볼린'];헨리8세의 두번째 부인, 엘리자베스1세의 어머니
socially-constructed-person;['doyen', '고참 자'];성씨 (Doyen)
socially-constructed-person;['하느님', '우주의 주님', '지고의 존재', '지고자', '지고한 신', '지고한 존재', '천제', '절대 선'];절대적인 존재를 가리키는 말
socially-constructed-person;['삼위일체', '삼위 일체', '삼위일체론', '삼위일체설', '성 삼위일체', '성삼위', '성삼위일체', '3위1체', '3위일체론', '삼위', '복 트리니티', '신성한 삼위 일체'];그리스도교의 성경적 신학적 중 중요한 교리
socially-constructed-person;['왕태후', '황태후', '태후', '여왕 기품있는 귀부인'];위키미디어 동음이의어 문서
socially-constructed-person;['존 폰 노이만', 'john von neumann', '폰 노이만', '존 본 노이먼', '요한 폰 노이만', '존 폰노이만', '존폰노이만', '폰 노인만', '노이만'];헝가리 출신 미국의 수학자
socially-constructed-person;['리처드 닉슨', '닉슨', '닉슨 대통령', '리처드 m. 닉슨', '딕 닉슨', '리차드 닉슨', '리처드 닉슨 milhous'];제37대 미국 대통령
socially-constructed-person;['조지 h. w. 부시', '조지 h.w. 부시', '조지 허버트 워커 부시', '아버지 부시', '조지 h. 부시', '조지 허버트 부시', '조지 하버트 워커 부시'];미국의 제41대 대통령
socially-constructed-person;['엘리너 루스벨트', '엘러너 루스벨트', 'eleanor roosevelt', '엘리노어 루즈벨트', '엘리너 루즈벨트', '엘리노어 루스벨트', '안나 엘레노어 루즈 벨트', '엘레노어 루즈 벨트'];미국의 32대 대통령 프랭클린 D. 루스벨트의 부인
socially-constructed-person;['작가', '저자', '글쓴이', '지은이', '저술가', '문인', '문장가', '문필가', '저술자', '저작가', '쓴 사람', '창작가', '글쟁이', '저술', '집필자', '필자'];예술과 취미의 분야에서 작품을 창작하는 사람
space-region;['컨베이어 벨트', '벨트 컨베이어', '컨베이어'];물건을 운반하는 장비
space-region;['다면체', 'polyhedron'];다각형들을 면으로 가지는 입체 도형
space-region;['수직', '⊥', '연직', '직교'];기하학에서 두 개의 직선, 반직선, 선분이 직각으로 만나는 상태
space-region;['궤도', '자리길', '궤도 혁명의', '하늘의 궤도'];구속에 의해 물체가 다른 물체의 주위를 도는 현상
spatial-feature;['에베레스트산', '에베레스트 산', '에베레스트', '주무랑마', '사가르마타', '주무랑마봉', '주무랑마펑', '초모랑마', '성모봉', '사가르마타 산', '주무랑마 봉', '초모랑마 산', '초모랑마산', '산. 에베레스트'];지구에서 가장 높은 산이다. 네팔과 중국에 이르러 해발 8,848 미터에 이른다
spatial-feature;['히말라야', '히말라야산맥', '세계의 지붕', '히말라야 산맥'];아시아에 위치한 큰 산맥
spatial-feature;['샘', '샘터', '발원지', '수원지', '하천발원지', '분수', '자연 봄'];지하수가 땅 위로 솟아오르는 곳
