abstract-region;['bội số', 'bội', 'nhiều'];Tích của một số bất kì với một số nguyên
spatial-feature;['dãy núi rocky', 'dãy rocky', 'rặng thạch sơn', 'rockies', 'dãy núi rôcky', 'dãy rôcky', 'hệ thống núi rocky', 'núi rocky', 'rocky mountains', 'hỏa tiển'];dãy núi tại Bắc Mỹ
spatial-feature;['mont blanc', 'đỉnh blanc', 'monte bianco'];Đỉnh núi cao nhất dãy An-pơ (4810m)
spatial-feature;['đỉnh', 'đỉnh núi', 'hội nghị thượng đỉnh'];Điểm trên bề mặt cao hơn độ cao với tất cả các điểm ngay bên cạnh nó
spatial-feature;['đỉnh', 'đỉnh núi', 'hội nghị thượng đỉnh'];Điểm trên bề mặt cao hơn độ cao với tất cả các điểm ngay bên cạnh nó
state;['bệnh alzheimer', 'alzheimer', 'bệnh mất trí nhớ'];bệnh tiến triển, thoái hóa thần kinh đặc trưng bởi mất trí nhớ
state;['tâm thần phân liệt', 'bệnh nhân tâm thần phân liệt', 'mất trí nhớ praecox', 'praecox mất trí nhớ', 'triệu chứng dương tính', 'triệu chứng âm tính', 'tâm thần phân liệt rối loạn', 'tâm thần phân liệt rối loạn tâm thần'];Bệnh tâm thần đặc trưng bởi hành vi bất thường và sự hiểu sai về thực tế
status;['kết hôn giả', 'hôn nhân giả tạo', 'kết hôn giả tạo', 'hôn nhân thuận tiện'];Hôn nhân vì mục đích thực tế (không phải vì tình yêu)
status;['quyền công dân', 'công dân'];Quyền của 1 người dân tộc trong 1 quốc gia định hình rồi gắn bó thân thương với người dân quốc gia đó.
subject;['thống kê', 'khoa học thống kê', 'thống kê học', 'số học chính trị', 'số liệu thống kê', 'kê', 'phân tích thống kê', 'phương pháp thống kê'];Thực hành hoặc khoa học về thu thập và phân tích dữ liệu số với số lượng lớn, đặc biệt là với mục đích suy ra toàn bộ tỷ lệ từ những người trong một mẫu đại diện
subject;['khoa học', 'khoa học thuần túy', 'khoa học chính thống', 'khoa học kỷ luật', 'khoa học thực nghiệm'];loại hình của trí thức của nhân loại cũng là lĩnh vực của văn hóa
subject;['biện chứng', 'phép biện chứng', 'phương pháp biện chứng', 'quan điểm biện chứng', 'biện chứng của hegel'];Phương pháp luận triết học để chứng minh
subject;['ai cập học', 'ai cập cổ vật học', 'ai cập', 'cổ vật ai cập', 'nhà ai cập học'];Một ngành nghiên cứu các lĩnh vực thời cổ đại
subject;['ngữ âm học', 'ngư âm học', 'ngữ âm', 'ngư âm học', 'nhà thanh âm học'];Khoa học nghiên cứu âm thanh của tiếng nói con người
subject;['cổ sinh vật học', 'nhà cổ sinh vật học', 'cổ sinh học', 'nhà cổ sinh', 'cổ sinh vật học', 'fossilology'];ngành nghiên cứu về sự sống cổ đại
subject;['di truyền học', 'di truyền', 'di truyền khoa học'];Bộ môn sinh học, nghiên cứu về tính di truyền và biến dị ở các sinh vật
subject;['nội khoa', 'nói chung thuốc'];phân ngành trong y khoa
subject;['giải phẫu học', 'giải phẫu', 'nhà giải phẫu', 'chung giải phẫu'];Môn nghiên cứu về hình thái và cấu tạo của cơ thể động vật và con người
subject;['nhiệt động lực học', 'nhiệt động học', 'nhiệt động lực', 'nhiệt động học', 'nhiệt động lực học cổ điển'];Là một bộ môn liên quan đến động cơ nhiệt
subject;['lý thuyết số', 'lí thuyết số', 'number theory'];là một ngành của toán học lý thuyết nghiên cứu về tính chất của số nói chung và số nguyên nói riêng
subject;['lý thuyết tập hợp', 'lí thuyết tập hợp', 'set theory', 'lý thuyết tập hợp tiên đề'];ngành toán học
subject;['văn hiến học', 'bác ngữ học', 'ngữ văn', 'môn ngữ văn', 'ngữ văn học', 'văn tự học', 'ngôn ngư học', 'nhà triết học', 'philologists', 'triết học'];Một ngành nghiên cứu các ngôn ngữ và văn thư cổ
subject;['lượng giác', 'lượng giác học', 'trig', 'trigonometry', 'phép lượng giác', 'trang điểm'];Nhánh toán học
subject;['triết học', 'danh sách các triết thuyết', 'triết lí', 'triết lý', 'triết lý học', 'tóm lược các triết thuyết', 'philosphy'];Bộ môn giải thích về con người và thế giới quan
subject;['tâm lý học', 'tâm lý', 'tâm lí học', 'tâm lí', 'tâm thần học', 'tâm lý con người', 'tâm lý khoa học'];Tên một ngành Khoa Học.
subject;['xã hội học', 'xa hội học'];khoa học về các quy luật và tính quy luật xã hội chung
subject;['ngữ dụng học', 'ngữ dụng', 'pragmatics'];Nhánh của ngôn ngữ học
system-as-description;['chế độ phụ quyền', 'phụ quyền', 'chế độ gia trưởng', 'gia trưởng', 'tù trưởng', 'xã hội gia trưởng'];Hệ thống xã hội cũ, trong đó nam và người cha có quyền lực hơn phụ nữ, trẻ em
system-as-description;['chủ nghĩa ly khai', 'ly khai', 'independentism', 'independentist', 'phong trào độc lập'];Ủng hộ sự tách ra,1 phần của chủ nghĩa dân tộc.
system-as-description;['chủ nghĩa tư bản', 'kinh tế tư bản chủ nghĩa', 'cntb', 'tư bản chủ nghĩa', 'xã hội tư bản chủ nghĩa', 'tư bản', 'chủ nghĩa tư bản công nghiệp', 'chủ nghĩa tư bản thị trường tự do', 'chủ nghĩa tư bản toàn cầu', 'doanh nghiệp miễn phí', 'kinh tế tư bản', 'tư bản toàn cầu'];Hình thái kinh tế – xã hội của xã hội loài người, xuất hiện đầu tiên tại châu Âu và phát triển từ trong lòng xã hội phong kiến châu Âu.
system-as-description;['chủ nghĩa tư bản nhà nước', 'nhà nước chủ nghĩa tư bản', 'nhà nước tư bản chủ nghĩa'];Nền kinh tế tư bản kết hợp kinh tế kế hoạch
system-as-description;['tổ chức xã hội', 'cơ cấu xã hội', 'cấu trúc xã hội', 'xã hội hệ thống'];Duc chat loc trong hien phap MY .Dan chu.+ Cong hoa duoc bac ho thiet lap Lau lay ten nuoc Vietnam Dan Chu Cong hoa
task;['phép nhân', 'nhân', '×', 'times'];phép tính cơ bản
task;['phép cộng', 'phép lấy tổng', 'cộng', 'phép tổng', 'phép tính cộng', 'phép tính tổng', 'tổng đại số', 'tổng kết'];phép toán cơ bản
taxonomic-collection;['thì', 'thời', 'căng', 'căng thẳng', 'thì ngữ pháp'];Trạng thái của động từ trong câu xảy ra vào thời gian nào
taxonomic-collection;['thì hiện tại hoàn thành', 'thời hiện tại hoàn thành', 'hiện tại hoàn thành', 'hiện tại hoàn thành thì', 'trình bày hoàn hảo'];Một thì ngữ pháp trong tiếng Anh hiện đại
taxonomic-collection;['thì hiện tại', 'thời hiện tại'];Thì ngữ pháp
taxonomic-collection;['thì tương lai', 'thời tương lai'];Thì ngữ pháp
taxonomic-collection;['cách', 'cách ngữ pháp', 'trường hợp', 'trường hợp ngữ pháp', 'ngữ pháp trường hợp', 'trường hợp danh từ', 'trường hợp kết thúc'];Thể loại ngữ pháp
taxonomic-collection;['đối cách', 'nghiệp cách', 'đổi cách', 'mục đích', 'mục đích trường hợp', 'mục tiêu trường hợp', 'trường hợp mục đích'];Cách ngữ pháp
taxonomic-collective;['phân họ', 'gia đình phụ'];Bậc phân loại
taxonomic-collective;['họ', 'liên họ', 'phân họ', 'phân thứ họ', 'cận họ', 'siêu họ', 'gia đình', 'họ phân loại'];Bậc phân loại
taxonomic-collective;['lớp', 'phân lớp', 'liên lớp', 'phân thứ lớp', 'tiểu lớp', 'cận lớp', 'infraclass'];Bậc phân loại
taxonomic-collective;['phân chi', 'subgenera', 'subgenus'];bậc phân loại
taxonomic-collective;['bộ', 'liên bộ', 'phân bộ', 'phân thứ bộ', 'tiểu bộ', 'cận bộ', 'siêu bộ', 'infraorder', 'parvorder', 'suborder'];Cấp trong phân loại sinh học
taxonomic-collective;['ngành', 'phylum'];Bậc phân loại
taxonomic-collective;['họ hoa giấy', 'nyctaginaceae', 'họ bông phấn', 'allioniaceae', 'bốn giờ gia đình', 'gia đình allioniaceae', 'gia đình nyctaginaceae'];Họ thực vật có hoa
taxonomic-collective;['thầu dầu', 'ricininae', 'ricinus communis', 'đu đủ tía', 'ricinus', 'chi ricinus', 'đậu castor'];Loài thực vật
taxonomic-collective;['cracticinae', 'cracticidae', 'gia đình cracticidae'];phân họ chim
taxonomic-collective;['chi cẩm chướng', 'dianthus', 'cẩm chướng', 'chi dianthus'];Chi thực vật có hoa
taxonomic-collective;['gián nhà', 'periplaneta', 'chi periplaneta'];Tập tính của loài gián
taxonomic-collective;['họ súng', 'nymphaeaceae', '-lily gia đình nước', 'gia đình nymphaeaceae'];Họ thực vật có hoa
taxonomic-collective;['họ chó', 'canidae', 'canids', 'gia đình canidae'];họ thuộc bộ Ăn thịt trong lớp Thú
taxonomic-collective;['chim bồ câu', 'họ bồ câu', 'columbidae', 'bồ câu', 'columbiaidae', 'gia đình columbidae'];Là một loại chim thường gáy,nên người ta hay gọi là chim gáy.
taxonomic-collective;['chi bông phấn', 'mirabilis', 'chi mirabilis'];Chi thực vật có hoa
taxonomic-collective;['chi đồng tiền', 'gerbera', 'cúc đồng tiền', 'hoa đồng tiền', 'đồng tiền', 'chi gerbera'];Chi thực vật có hoa
taxonomic-collective;['chi hoàng kỳ', 'phaca', 'astragalus', 'chi astragalus'];Chi thực vật
taxonomic-collective;['chi riềng', 'alpinia', 'củ riềng', 'chi alpinia', 'chi languas', 'chi zerumbet'];Cu rieng mot ho trong cua cu gung va cu nghe
taxonomic-collective;['chi trạch tả', 'alisma', 'chi alisma'];Chi thực vật có hoa
taxonomic-collective;['chi thiên điểu', 'strelitzia', 'chi strelitzia'];Chi thực vật
taxonomic-collective;['charales', 'để charales'];thể loại Wikimedia
taxonomic-collective;['chi súng', 'nymphaea', 'bông súng', 'hoa súng', 'chi nymphaea'];Chi thực vật có hoa
technique;['tâm trí', 'nous', 'trí tính', 'tâm lý', 'tâm trí con người', 'đầu'];Khả năng trí tuệ và biểu lộ ý thức ở sinh vật
technique;['biết chữ', 'mù chữ', 'tỷ lệ biết chữ'];Google Play
temporal-region;['1 tháng 7', '01 tháng 7', '01 tháng 07', '1 tháng 07', 'dominion day'];Ngày tạo ra
temporal-region;['1 tháng 1', '01 tháng 01', '01 tháng 1', '1/1', '1 tháng 01', '1 tháng giêng', 'ngày 1 tháng 1', 'lễ trọng kính mary'];Ngày tạo ra
temporal-region;['2 tháng 2', '02 tháng 2', '02 tháng 02', '2 tháng 02', 'groundhog day'];Ngày tạo ra
temporal-region;['lễ phục sinh', 'chúa nhật phục sinh', 'phục sinh', 'chủ nhật phục sinh'];Ngày lễ của Kitô giáo
temporal-region;['lễ các thánh', '1 tháng 11', 'ngày lễ các thánh', '01 tháng 11', '1/11', 'allhallows', 'hallowmass', 'ngày tất cả saint', 'thánh hóa'];Ngày tạo ra
temporal-region;['lễ giáng sinh', 'xmas', '25 tháng 12', 'ngày lễ nô-en', 'lễ thiên chúa giáng sinh', 'giáng sinh', 'christmas', 'chúa giáng sinh', 'lễ noel', 'lễ nô en', 'no-el', 'no-en', 'noel', 'noen', 'nô-el', 'nô-en', 'nôel', 'nôen', 'ngày giáng sinh', 'dec 25'];Ngày lễ Kitô giáo kỷ niệm Jesus ra đời
temporal-region;['lễ giáng sinh', 'xmas', '25 tháng 12', 'ngày lễ nô-en', 'lễ thiên chúa giáng sinh', 'giáng sinh', 'christmas', 'chúa giáng sinh', 'lễ noel', 'lễ nô en', 'no-el', 'no-en', 'noel', 'noen', 'nô-el', 'nô-en', 'nôel', 'nôen', 'ngày giáng sinh', 'dec 25'];Ngày tạo ra
temporal-region;['lễ giáng sinh', 'xmas', '25 tháng 12', 'ngày lễ nô-en', 'lễ thiên chúa giáng sinh', 'giáng sinh', 'christmas', 'chúa giáng sinh', 'lễ noel', 'lễ nô en', 'no-el', 'no-en', 'noel', 'noen', 'nô-el', 'nô-en', 'nôel', 'nôen', 'ngày giáng sinh', 'dec 25'];dạng viết tắt của từ Christmas
temporal-region;['19 tháng 3', '19 tháng 03', 'st joseph', 'thánh giuse'];Ngày tạo ra
temporal-region;['14 tháng 4', '14 tháng 04', 'ngày pan american'];Ngày tạo ra
temporal-region;['24 tháng 10', 'ngày liên hiệp quốc', 'ngày liên hợp quốc'];Ngày tạo ra
temporal-region;['lễ buộc', 'ngày lễ', 'ngày lễ buộc', 'thánh ngày nghĩa vụ'];bài viết danh sách Wikimedia
temporal-region;['12 tháng 10', 'lễ columbus', 'lễ christopher columbus', 'lễ colombo', 'lễ cristoforo colombo', 'lễ kha luân bố', 'columbus day', 'dia de la raza', 'discovery day', 'ngày columbus'];Ngày tạo ra
temporal-region;['ngày độc lập hoa kỳ', '4 tháng 7', 'lễ độc lập hoa kỳ', 'lễ độc lập mỹ', 'ngày độc lập mỹ', '04 tháng 07', '04 tháng 7', '4 tháng 07', 'ngày độc lập', 'quốc khánh hoa kỳ', 'fourth of july', 'ngày 04 tháng 7', 'independence day'];Ngày tạo ra
temporal-region;['thập kỷ', 'thập niên', 'mười năm', 'thập kỉ', 'thập niên kỷ', 'decennium', 'khoảng mười năm'];khoảng thời gian 10 năm
temporal-region;['kỷ địa chất', 'kỷ', 'kỉ địa chất', 'khoảng thời gian địa chất', 'lịch sử địa chất', 'mô thời gian địa chất', 'niên đại địa chất', 'địa chất thời gian'];Đơn vị thời gian xác định niên đại địa chất, được chia ra dựa trên các sự kiện quan trọng trong lịch sử Trái Đất
temporal-region;['đại tân sinh', 'kainozoi', 'cenozoic', 'kainozoic', 'đại kainozoi', 'kainozoi thời đại', 'tuổi động vật có vú'];Niên đại địa chất thứ ba và gần hiện tại nhất của Liên đại Hiển Sinh
temporal-region;['24 tháng 5', '24 tháng 05', 'commonwealth ngày', 'empire ngày', 'ngày empire'];Ngày tạo ra
temporal-region;['17 tháng 9', '17 tháng 09', 'quốc tịch ngày'];Ngày tạo ra
temporal-region;['1 tháng 8', '01 tháng 08', '01 tháng 8', '1 tháng 08', 'ngày 1 tháng 5', 'ngày 1 tháng 5 ngày', 'ngày 01 tháng 8'];Ngày tạo ra
temporal-region;['14 tháng 6', '14 tháng 06', 'flag day'];Ngày tạo ra
temporal-region;['29 tháng 6', '29 tháng 06', 'thánh phêrô và phaolô'];Ngày tạo ra
temporal-region;['chủ nhật', 'chúa nhật', 'ngày chúa nhật', 'sunday', 'ngày của chúa', 'dominicus'];Ngày cuối trong tuần, ở một số nước là ngày đầu tiên trong tuần
temporal-region;['lễ lao động', 'labor day', 'labor day weekend', 'ngày lể lao động', 'ngày lao động'];Ngày lễ công cộng tại Hoa Kỳ
temporal-region;['lễ tạ ơn', 'ngày tạ ơn', 'ngày lễ tạ ơn', 'ngày ngày'];Một ngày lễ được tổ chức hàng năm có ý nghĩa là mừng thu hoạch được mùa và tạ ơn Thiên Chúa
temporal-region;['kỷ phấn trắng', 'kỉ phấn trắng', 'kỷ creta', 'kỉ crê-ta', 'cretaceous', 'creta', 'creta giữa', 'kreta muộn', 'kreta sớm', 'kỉ creta', 'phấn trắng', 'có phấn', 'cretaceous thời gian'];Kỷ địa chất trong Đại Trung sinh, nối tiếp ngay sau kỷ Jura (145 Ma) và kết thúc khi bắt đầu thế Paleocen (66 Ma)
