abstract-quality;['persoonallisuus', 'luonne', 'big five'];Kullekin ihmiselle luonteenomainen ajatusten, tunteiden ja käyttäytymisen muodostama kokonaisuus
region;['12', 'kaksitoista', 'tusina', 'xii'];Luku
region;['16', 'kuusitoista', 'xvi'];Luku
region;['6', 'kuusi', 'puoli tusinaa', 'sekstetti', 'captain hicks', 'heksa', 'kuusikko', 'kuutonen', 'vi', 'hexad', 'kapteeni hicks', 'sise', 'sixer'];Luku
region;['viisitoista', '15', 'xv'];Luku
region;['kymmenen', '10', 'dekadi', 'kybä', 'kymppi', 'kypä', 'x', '10 luku', '1 e1', 'kymmen'];Luku
region;['20', 'kaksikymmentä', 'xx'];Luku
region;['3', 'kolme', 'iii', 'kolmonen', 'kolmikko', 'kolminaisuus', 'tertsetti', 'tertsiini', 'triadi', 'trio', 'troikka', 'ässä', 'deuce-ässä', 'tercet', 'ternaariselle', 'ternion', 'terzetto', 'trine'];Luku
region;['2', 'kaksi', 'ii', 'kakkonen', 'ahdin'];Luku
region;['8', 'kahdeksan', 'viii', 'kahdeksikko', 'kasi', 'eighter', 'eighter decatur', 'octad', 'octonary', 'ogdoad'];Luku
region;['7', 'seitsemän', 'vii', 'heptadi', 'seitsemäinen', 'seitsikko', 'septetti', 'seven', 'heptad', 'seitsenäisen', 'sevener'];Luku
region;['17', 'seitsemäntoista', 'xvii'];Luku
region;['11', 'yksitoista', 'xi'];Luku
region;['14', 'neljätoista', 'xiv'];Luku
region;['4', 'neljä', 'iv', 'kvartetti', 'kvaternio', 'neli-', 'nelikko', 'neljän ryhmä', 'neloset', 'quaternion', 'little joe', 'quatern', 'quaternions', 'quaternity', 'tetractys', 'tetrad'];Luku
region;['21', 'kaksikymmentäyksi', 'xxi'];Luku
region;['29', 'kaksikymmentäyhdeksän', 'xxix'];Luku
region;['26', 'kaksikymmentäkuusi', 'xxvi'];Luku
region;['25', 'kaksikymmentäviisi', 'xxv'];Luku
region;['22', 'kaksikymmentäkaksi', 'xxii'];Luku
region;['28', 'kaksikymmentäkahdeksan', 'xxviii'];Luku
region;['27', 'kaksikymmentäseitsemän', 'xxvii'];Luku
region;['24', 'kaksikymmentäneljä', 'kaksi tusinaa', 'xxiv'];Luku
region;['23', 'kaksikymmentäkolme', 'xxiii'];Luku
region;['yesterday'];Beatlesin musiikkikappale
region;['valovuosi', 'valovuoden', 'lightyear', 'valo-vuoden', 'valo-vuotta'];pituusmitta - valon vuodessa kulkema matka
region;['grammamolekyyli', 'mooli', 'mol', 'molekyyli', 'gramma molekyylin', 'mmol', 'moi'];SI-järjestelmän mukainen ainemäärän yksikkö
region;['aamu', 'aamupäivä', 'huomen', 'aamu aika'];Auringon nousun ja keskipäivän välinen aika
region;['järjestysluku', 'järjestysnumero', 'nro', 'ordinaali', 'ordinaaliluku', 'ordinaalit', 'järjestysluvut', 'järjestysnumeron', 'no.'];matematiikan joukko-opin käsite
region;['massaluku', 'nukleoniluku', 'atomimassa numero', 'massa numero', 'nucleon numero'];Kemiallinen termi
region;['karaatti', 'kt', 'k', 'karaatin'];Jalometallien pitoisuuden yksikkö
region;['radiaani', 'rad', 'radiaanit', 'milliradiaani', 'radiaaneina'];SI-järjestelmän mukainen tasokulman suuruuden mittayksikkö
region;['steradiaani', 'sr', 'steradiaania'];SI-järjestelmän mukainen avaruuskulman suuruuden mittayksikkö
region;['päivä', 'vuorokausi', 'aurinkovuorokausi', 'vrk', 'keskiaurinkovuorokausi', 'sideerinen vuorokausi', 'synodinen vuorokausi', 'tähtivuorokausi', 'aurinko päivä', '24 tunnin välein', 'kahdenkymmenen neljän tunnin', 'kaksikymmentäneljä tuntia aikana', 'tarkoittaa auringon päivä'];Ajan yksikkö, 24 tuntia
regulation;['äänioikeus', 'vaalioikeus', 'äänivalta', 'äänestysoikeus', 'yleinen äänioikeus'];Oikeus äänestää vaaleissa
regulation;['laki', 'luonnonoikeus', 'luonnonlaki', 'lait', 'lainsäädäntö', 'luonnollinen laki', 'luonnonoikeusoppi', 'luonnonoikeusteoria', 'luontaisoikeus', 'luonnon laki'];teoriat, joiden mukaan on olemassa kulttuurista ja ihmisestä riippumattomia normeja
regulation;['oikeisto', 'oikeistolaisuus', 'poliittinen oikeisto'];politiikan suuntaus
regulation;['ihmisoikeus', 'ihmisoikeudet', 'ihmisoikeussopimukset', 'ihmisoikeusloukkaus', 'yleismaailmallisia ihmisoikeuksia'];Jokaiselle ihmiselle kuuluvat oikeudet
regulation;['energian säilyminen', 'energian säilymislaki', 'energiaperiaate', 'energian häviämättömyyden laki', 'termodynamiikan ensimmäinen pääsääntö', 'energian säilymisen laki', 'energian häviämättömyyden periaate', 'energian säilyvyyden periaate', 'energiansäästöä', 'ensimmäinen laki termodynamiikan', 'lain energiansäästöä', 'laki säästö'];Helsingin energia
regulation;['yhdenvertaisuus lain edessä', 'tasa-arvo lain edessä', 'oikeus yhdenvertaisuuteen lain edessä', 'tasa lain', 'yhdenvertaisuutta lain edessä'];käsite, joka tarkoittaa että laki on sama kaikille
relation;['käänteisluku', 'kerrottava käänteisluku'];Luku, jolla kerrottaessa tulos on 1
relation;['eksponenttifunktio', 'eksponentti-', 'e^x', 'eksponentiaalifunktio', 'eksponenttifunktion', 'räjähdysmäinen'];Matemaattinen alkeisfunktio
relation;['funktio', 'matemaattinen funktio', 'kuvaus', 'yksiarvoinen funktio', 'f', 'funktion kuvaaja', 'monen muuttujan funktiot', 'määrittelemätön', 'reaalifunktio', 'kartoitus', 'kartta', 'yhden funktio'];Matemaattinen kuvaus olioiden suhteesta
relation;['funktio', 'matemaattinen funktio', 'kuvaus', 'yksiarvoinen funktio', 'f', 'funktion kuvaaja', 'monen muuttujan funktiot', 'määrittelemätön', 'reaalifunktio', 'kartoitus', 'kartta', 'yhden funktio'];Matemaattinen kuvaus olioiden suhteesta
relation;['optatiivi', 'optative', 'optative mieliala'];Harvinainen tapaluokka
relation;['indikatiivi', 'tositapa', 'yleismodus', 'ohjeellinen', 'declarative', 'declarative mieliala', 'itse asiassa tunnelma', 'ohjeellinen mieliala', 'ohjeelliset tuulella', 'realis', 'yhteinen mieliala'];Tapaluokka
relation;['imperatiivi', 'käskytapa', 'jussiivi', 'imperatiivimuoto', 'käskymuoto', 'imperatiivi muodossa', 'jussive', 'jussive mieliala', 'jussive tunnelma', 'välttämätöntä mieliala', 'välttämätöntä tuulella'];Verbin tapaluokka, joka ilmaisee käskyä tai kehotusta
relation;['sosiaaliset suhteet', 'yhteisöllisyys', 'sosiaalinen suhde', 'sosiaalisia suhteita', 'sosiaalisten suhteiden'];Yhteiskunnan yksilöiden muodostama vuorovaikutuksen kokonaisuus
relation;['rakenteellinen funktionalismi', 'funktionalismi'];Sosiologian käsite
relation;['altitudi', 'korkeus', 'absoluuttinen korkeus', 'meren pinnan yläpuolella', 'mpy', 'mpy.', 'geopotential korkeus', 'korkealla'];kohteen pystysuora etäisyys vertailutasosta, datumista
relation;['trigonometrinen funktio', 'trigonometriset funktiot', 'cos', 'cosec', 'ekssekantti', 'kosekantti', 'kosini', 'kotangentti', 'versaalisini', 'pyöreä toiminto', 'tangentti funktio', 'trigonometrisia toiminto'];matemaattinen kulman funktio
relation;['laakeri'];Kappaleiden välistä liikettä ohjaava rakenne
relation;['vastakohta', 'käänteisoperaatio', 'käänteisesti verrannollinen', 'käänteinen', 'käänteisfunktio'];matemaattisen funktion tominto joka peruu toisen samantyyppisen entiteetin vaikutuksen
relation;['lebensraum', 'elintila', 'elintilaa'];saksalainen 1900-luvun alun käsitys alueellisen laajenemisen tarpeesta
relation;['symbioosi', 'mutualismi', 'seuralaislaji', 'ektosymbioosi', 'mutualismin', 'symbiootin', 'biotrophic', 'symbioosissa', 'symbioottien', 'symbioottinen', 'symbioottinen suhde'];Kahden tai useamman eliölajin yhteiselämä
relation;['synkronointi', 'synkronisiteetti', 'samanaikaisuus', 'samantahtisuus', 'synkronia', 'synkronisaatio', 'synkronisointi', 'synkronisuus', 'tahdistus', 'synkronoida', 'synchroneity', 'synkronismia', 'synkronismin', 'synkronointia', 'tahdissa', 'tahdistaa'];Analyyttisen psykologian käsite
relation;['passiivi', 'passiivimuoto', '7. persoona', 'seitsemäs persoona', 'passiivinen'];verbin pääluokka
relevant-part;['van allenin vyöhyke', 'allenin vyöhykkeet', 'van allenin säteilyvyö', 'van allenin säteilyvyöhyke', 'van allenin vyö', 'van allenin vyöhykkeet', 'säteilyn vyö', 'van allen säteilyn vyö', 'van allen säteilyn vyöt', 'van allen vyö', 'van allenin vyön', 'van allenin vyöt'];alue maapallon magneettikentällä, johon on jäänyt sähköisiä hiukkasia
relevant-part;['auringonpilkku', 'täplä', 'alue', 'pilkku', 'aktiivisuusjakso', 'aktiivisuussykli', 'auringonpilkkujakso', 'auringonpilkut', 'tähdenpilkku', 'tähdenpilkkujakso', 'tähdenpilkut', 'wolfen luku', 'zûrichin auringonpilkkuluku', 'zürichin auringonpilkkuluku', 'auringonpilkkujen', 'auringon paikalla', 'aurinko täplät'];Auringon pinnassa näkyvä tumma alue
relevant-part;['kota', 'hedelmäkota', 'kotahedelmä', 'siemenkota', 'kapseli'];Yksi kasvien hedelmätyypeistä
relevant-part;['suomu', 'suomut', 'mittakaavassa'];Verinahan luutuma, joka yhdessä orvaskeden kanssa muodostaa kalojen sekä matelijoiden ihon
relevant-part;['iho', 'cutis', 'tegumentti', 'nahka', 'hipiä', 'ihon rauhanen', 'ihon rauhaset', 'ihorauhanen', 'ihorauhaset', 'integumentum commune', 'käsikarvat', 'subkutaaninen', 'topikaalinen', 'ihon', 'helpeet', 'ihon solujen', 'kuoripitoisuus'];Elimistön uloin ja suurin elin
relevant-part;['isopuusirkku', 'camarhynchus psittacula'];lintulaji
relevant-part;['aaltomittari', 'simpukankuori', 'rheumaptera undulata', 'kampasimpukka kuori'];hyönteislaji
relevant-part;['nahka'];Eläinten vuodista valmistettu materiaali
relevant-part;['silmäripsi', 'silmäripset', 'ripsi', 'ripset', 'ripsien', 'silmäripsien'];Silmäluomien reunasta kasvavat karvat
relevant-part;['kultainen talja', 'golden fleece'];Oinaan talja kreikkalaisesassa mytologiassa
relevant-part;['corn belt', 'maissivyöhyke', 'maissi vyö'];Laaja maanviljelysalue Yhdysvaltain Keskilännessä
relevant-part;['napa', 'omphalus', 'umbilicus', 'omphalos', 'bellybutton', 'omphalos hypoteesi'];napanuoran jättämä arpi
relevant-part;['raamattuvyöhyke', 'raamattuvyöhykkeellä'];alue Yhdysvalloissa
relevant-part;['kulmakarva', 'kulmakarvat', 'kulma', 'silmäkulma', 'kulmakarvojen', 'supercilium'];Silmäkulmassa kasvava karvoitus
relevant-part;['parta', 'viikset', 'poskiparta', 'kasvot sientä', 'vibrissae', 'viisi varjo'];kasvojen alaosan karvoitus
relevant-part;['höyhenpeite', 'höyhen', 'höyhenet', 'höyhenpuku', 'sulka', 'höytysäde', 'barbule', 'eclipse höyhenpeite', 'filoplume'];lintujen ihoa peittävä höyhenistä koostuva kerros
relevant-part;['asteroidivyöhyke', 'tähtivyö', 'pikkuplaneettavyöhyke', 'päävyöhyke', 'päävyöhykkeen asteroidi', 'asteroidivyöhykkeellä', 'asteroidivyöhykkeen', 'main-vyö', 'main-vyö asteroidi', 'päähihnan', 'tärkein vyö asteroidi'];Aurinkokunnan osa
set;['ryhmä', 'joukko', 'matemaattinen joukko', 'matemaattinen ryhmä'];yhden joukon ja yhden laskutoimituksen muodostama algebrallinen rakenne
set;['osajoukko', 'alajoukko', 'aito osajoukko', 'osajoukot', 'osallisuutta', 'pääjoukko'];joukko, joka sisältyy toiseen joukkoon
simple-collection;['tähtikuvio', 'tähdistö', 'luettelo tähdistöistä', 'luettelo tähdistöjen latinankielisistä nimistä', 'tähdistöjen latinankieliset nimet', 'tähdistössä', 'tähtikuviot'];rajattu alue taivaalla
simple-collection;['otava'];tähtikuvio
simple-collection;['kaaderi', 'kantahenkilökunta', 'en cadre'];sotilastermi, yksilö tai ydinjoukko joka johtaa, kouluttaa ja organisoi yksikköä
simple-collection;['mytologia', 'kertomus', 'tarina', 'jumalaistarusto', 'myytistö', 'fidzi mytologiassa', 'mythographer', 'mythographers', 'mythography', 'mythos', 'mytologi', 'mytologiat', 'mytologisia', 'myyttejä', 'myyttinen'];Myyttien ja uskomusten kokonaisuus
simple-collection;['kreikkalainen mytologia', 'antiikin kreikan mytologia', 'kreikan mytologia', 'bulltauri', 'antiikin kreikan mytologiassa', 'kreikan jumalatar', 'kreikan myytit', 'kreikan myytti', 'kreikkalaisessa mytologiassa'];kokoelma antiikin Kreikan tarustoa
simple-collection;['maailmankaikkeus', 'universumi', 'kosmos', 'luomakunta', 'makrokosmos', 'maailma', 'olemassaolo', 'kaikkeus', 'kosmografia', 'kosmoksen', 'maailmankaikkeuden', 'maailmankaikkeudessa', 'maailmankaikkeuksia'];Avaruuden ja siinä olevan aineen ja energian muodostama kokonaisuus
simple-collection;['maailmankaikkeus', 'universumi', 'kosmos', 'luomakunta', 'makrokosmos', 'maailma', 'olemassaolo', 'kaikkeus', 'kosmografia', 'kosmoksen', 'maailmankaikkeuden', 'maailmankaikkeudessa', 'maailmankaikkeuksia'];maailmankaikkeuden kokonaisuus filosofisessa ja astronomisessa käsityksessä
simple-collective;['kansa', 'ihmiset', 'väestö', 'väki'];Wikimedia-täsmennyssivu
simple-collective;['virtuaaliyhteisö', 'verkkoyhteisö', 'verkkoyhteisöllisyys', 'virtuaaliareena', 'virtuaaliyhteisöllisyyden tunne', 'internet-yhteisö', 'virtuaalinen yhteisö', 'virtuaalisia yhteisöjä', 'yhteisön verkkosivuilla'];Teknologian avulla dialogia käyvä joukko ihmisiä
simple-collective;['säädyt', 'sääty', 'kolme säätyä', 'kolme valtiomahtia', 'ranskan säätyjärjestelmä', 'sääty-yhteiskunta', 'säätyjako', 'säätyläiset', 'säätyvaltio', 'kartanot valtakunnan', 'kolme estates', 'kuolinpesän valtakunta', 'maakunnan ruokavalio'];Historiallinen yhteiskuntaluokkajako
simple-collective;['veriryhmä', 'rh-tekijä', 'reesus', 'reesuslapsi', 'reesustekijä', 'rhesustekijä', 'veriryhmät', 'veriryhmään'];Veren ominaisuuksiin perustuva ryhmittely
simple-collective;['kansakunta'];Ihmisyhteisö, jonka jäseniä yhdistää toisiinsa ja erottaa muista kansakunnista esimerkiksi yhteinen kotimaa, historia, julkinen kulttuuri ja talous
simple-collective;['kshatriyat', 'kšatrya', 'kshatriya', 'ksatrijat', 'ksatria', 'ksatriya', 'kshatriyas'];kasti
simple-collective;['keskiluokka', 'porvaristo', 'porvarillisuus', 'porvarissääty', 'porvarit', 'keskiluokan', 'ammatillinen luokka', 'bourgeoise', 'keskitulotason', 'porvarillisen yhteiskunnan', 'porvariston', 'työpöytä työpaikka'];sääty
simple-planned-collective;['kommuuni', 'yhteisasunto', 'kommuuniasumisen', 'kunta'];yhteistaloudessa elävä ryhmä tai yhteisö
simple-planned-collective;['kirkolliskokous', 'synodi', 'kirkolliskokoukset', 'synodaali', 'sobor'];kirkon ylin päättävä elin
simple-planned-collective;['kansainvälinen tuomioistuin', 'icj', 'haagin kansainvälinen tuomioistuin', 'kansainvälisen tuomioistuimen', 'maailman court', 'maailman tuomioistuin'];Yhdistyneiden kansakuntien oikeudellinen elin
simple-planned-collective;['kongressi', 'kongressin järjestelmästä'];Tavallisesti useita päiviä kestävä kansainvälinen keskustelu-, neuvottelukokous
simple-planned-collective;['kenttäpikaoikeus', 'kenttäoikeus'];erityistuomioistuin poikkeusoloissa
simple-planned-collective;['sotaoikeus', 'kenttäoikeudenkäynti', 'sotilasoikeudenkäynti', 'auditööri', 'pikaoikeus', 'sotatuomari', 'sotaylituomari', 'sotaoikeuteen'];tuomioistuin, joka käsittelee sotilaiden asioita
simple-planned-collective;['kultainen orda', 'kiptšakkien kaanikunta', 'golden horde', 'kipchak kaanikunta', 'ulus ja jochi'];Keskiaikainen mongolivaltio Euraasiassa
simple-planned-collective;['alioikeus', 'alempi oikeusaste', 'alioikeudet', 'alemman tuomioistuimen'];Alin Suomen kolmesta oikeusasteesta
simple-planned-collective;['papisto', 'kleerus', 'pappissääty', 'kirkonmiehet', 'papiston', 'pappeja'];Yhteiskunnassa uskonnon tai arvojärjestelmän kautta vaikuttava yhteiskunnallinen sääty
simple-planned-collective;['byrokratia', 'virkakoneisto', 'virkavalta', 'virkavaltaistuminen', 'hallintokoneisto', 'byrokratiaa', 'bureaucratism'];Hallintojärjestelmä
simple-planned-collective;['knesset', 'israelin parlamentti', 'knessetin', 'knesseth'];Israelin parlamentti
simple-planned-collective;['house of commons', 'yhdistyneen kuningaskunnan parlamentin alahuone', 'yhdistyneen kuningaskunnan alahuone', 'the house of commons', 'alahuone', 'alahuoneessa', 'britannian alahuoneessa', 'britannian parlamentin alahuoneen'];Britannian parlamentin alahuone
simple-planned-collective;['dail eireann', 'dáil éireann', 'dail', 'dáil eireann', 'eiren parlamentin alahuone'];Irlannin parlamentin alahuone
simple-planned-collective;['oireachtas', 'oireachtas éireann', 'irlannin parlamentti', 'houses of oireachtas', 'irlannin parlamentin'];Irlannin parlamentti
simple-planned-collective;['house of lords', 'ylähuone', 'yhdistyneen kuningaskunnan parlamentin ylähuone', 'yhdistyneen kuningaskunnan ylähuone', 'britannian ylähuoneen', 'british house of lords', 'englanti ylähuoneessa'];Britannian parlamentin ylähuone
simple-planned-collective;['seanad eireann', 'seanad', 'seanad éireann'];Irlannin parlamentin ylähuone
situation;['ftp', 'tiedonsiirtokäytäntö', 'file transfer protocol', 'ftp-palvelimen'];Tiedostonsiirtomenetelmä kahden tietokoneen välille
situation;['protokolla', 'tietoliikenneprotokolla', 'yhteyskäytäntö', 'verkkoprotokolla', 'kommunikaatioprotokolla', 'kommunikaatioprotokollien'];Käytäntö tai standardi, joka määrittelee tai mahdollistaa laitteiden tai ohjelmien väliset yhteydet
situation;['syyntakeettomuus', 'vetoaminen mielenvikaisuuteen', 'syyntakeeton', 'syyntakeinen', 'syyntakeisuus', 'täyttä ymmärrystä vailla', 'ymmärrystä vailla', 'insanity kanneperuste', 'peruste mielisairas', 'rikollisen hulluuden', 'tilapäisen mielenhäiriön'];kykenemättömyys ymmärtää tekojensa seurauksia
situation;['psyykkinen häiriö', 'mielenterveyden häiriö', 'mielenterveyshäiriö', 'mielisairaus', 'mielenhäiriö', 'mielenvika', 'mielenterveydellinen häiriö', 'mielenterveyden häiriöt', 'mielenterveydenhäiriö', 'mielenterveysongelma', 'psyykkiset häiriöt', 'folie', 'mielenterveyspotilas', 'psykiatrinen häiriö', 'psykiatrinen sairaus', 'psykiatrisia häiriöitä'];mielen toiminnan poikkeama, joka aiheuttaa merkittävää kärsimystä ja toimintakyvyn laskua
situation;['autismi', 'autisti', 'autistinen', 'autistisuus', 'itseensävajonneisuus', 'lapsuusiän autismi', 'lfa', 'kannerin oireyhtymä', 'varhaislapsuuden autismi', 'lapsuuden autismi'];laaja-alainen kehityshäiriö
situation;['humanististen tieteiden kandidaatti', 'bachelor of arts', 'hum. kand.', 'ba', 'b.a.', 'fil.kand.', 'filosofian kandidaatti', 'kandidaatin tutkinnon', 'a.b', 'amk arts', 'artium baccalaurens', 'artium baccalaureus', 'b.a', 'b a', 'ba hons', 'ba tutkinnon', 'ba tutkinto', 'bachelor of art', 'kandidaattitutkinto'];alempi korkeakoulututkinto
situation;['teologian kandidaatti', 'thb', 'teol.kand.', 'tk', 'bachelor of theology', 'b.th', 'th.b'];kandidaatintutkinto
situation;['little bighornin taistelu', 'custerin viimeinen taistelu', 'little big hornin taistelu', 'battle little bighorn', 'battle of little bighorn', 'custer n last stand'];Intiaanisotien taistelu 1876
situation;['sarkoidoosi', 'besnier-boeck-schaumannin tauti', 'besnier-boeckin tauti', 'besnier–boeckin tauti', 'besnier–boeck–schaumannin tauti'];granulomatoottinen tulehdussairaus
situation;['selkärankareuma', 'marie-strümpellin tauti', 'rheumatoidi spondyliitti', 'bechterewin tauti', 'spondylarthritis ancylopoetica', 'marie-strumpell tauti'];Reumasairaus
situation;['systeeminen lupus erythematosus', 'sle', 'punahukka', 'systeeminen lupus erytematosus', 'disseminated lupus erythematosus', 'systeeminen lupus erythematosus', 'hajapesäkkeinen punahukka', 'lupus', 'perhosreuma', 'punahukkatauti', 'systeeminen lupus eryhthematosus', 'levitetään lupus erythematosus'];Systeeminen lupus erythematosus, lyhenteenä SLE, suomessa myös nimityksellä punahukka, on krooninen autoimmuunisairaus, joka oireilee eri puolilla elimistöä, etenkin iholla, nivelissä, veressä ja munuaisissa.
situation;['ms-tauti', 'multippeliskleroosi', 'pesäkekovettumatauti', 'disseminoitunut pesäkekovettumatauti', 'disseminoitunut skleroosi', 'keskushermoston pesäkekovettumatauti', 'ms tauti', 'levitettävä skleroosi', 'levitetään multippeliskleroosi'];Keskushermoston tulehdussairaus
situation;['psoriaasi', 'psoriasis', 'hilsetystauti', 'nivelpsoriasis', 'läiskäpsoriaasin'];sairaus
situation;['dle', 'ihon punahukka', 'läiskäinen punahukka', 'diskoidi lupus erythematosus'];Ihosairaus
situation;['kysta', 'rakkula', 'kystat', 'kystinen'];Nesteen täyttämä rakkula tai ontelo kehossa
situation;['korkea verenpaine', 'verenpainetauti', 'kohonnut verenpaine', 'hypertensio', 'hypertonia', 'hbp'];Normaalia korkeampi verenpaine
