abstract-quality;['шәхси кемлек'];Мин төшенчәсе, Кемлек, Үзаң, Үзбәяләү һәм Үзбилгеләү төшенчәләре белән бутамагыз.
subject;['ботаника', 'botanika'];Бота́ника (нәбатат гыйлеме, бор.
subject;['гистология'];Гистология
subject;['микология', 'гөмбәбелем'];Микология
subject;['психолингвистика'];Психолингвистика - лингвистика, философия, антропология, нейрофәннәр фәннәре белән бер рәттән когнитив фәннәр рәтенә керә.
subject;['ясалма интеллект', 'яи', 'yasalma intellekt', 'шәкли фәһем'];Ясалма интеллект — машиналарның интеллекты һәм аны барлыкка китерүне максат итеп куя торган санак белеменең тармагы.
subject;['информатика', 'компьютер белеме', 'компьютиңг', 'санак белеме', 'кампиутиңг', 'кампиутыр белеме', 'informatika'];Информатика – электрон-исәпләү машиналарының мәгълүмат җыю методлары һәм кануннарын, тапшыру һәм эшкәртү турында белемне өйрәнүче фәнне белдергән термин.
subject;['гидрология', 'һидрология'];Гидроло́гия (грек.
subject;['лексикология', 'сүзбелем'];Лексиколо́гия — тел гыйлеменең сүзлек составын, аның үсеш-үзгәрешләрен өйрәнә торган фән.
subject;['классик механика', 'klassik mexanika'];Класси́к меха́ника – Ньютон законнарына һәм Галилейның чагыштырмалылык теориясенә нигезләнгән механика төре.
subject;['нозология', 'авырубелем'];Нозология
subject;['эпидемиология'];Эпидемиология - медицинада эпидемияләрнең килеп чыгу сәбәпләрен, аларның таралу закончалыкларын өйрәнү һәм аларга каршы көрәш чараларын эзләп табу өлкәсе.
subject;['неврология', 'теңкәбелем'];Неврология (лат.
subject;['иммунология'];Иммунология - хайваннар һәм кешеләрнең йогышлы авыруларга, кайбер агуларга һәм чит матдәләргә бирешмәүчәнлеге, шулай ук организмның саклану реакцияләре турындагы фән.
subject;['вирусология'];Вирусология — кешедә, хайван һәм үсемлекләрдә күп санлы йогышлы авырулар китереп чыгаручы вируслар, субмикроскопик һәм күзәнәк эче паразитлары, бактерияләр, иң гади һәм күгәрек гөмбәләре турындагы фән.
subject;['офтальмология', 'күзбелем', 'oftalmologiä'];Офтальмология (ophthalmologia. офтальмо- + гр.
subject;['онкология'];Онкология (грек.
subject;['кардиология', 'йөрәкбелем'];КАРДИОЛОГИЯ (бор.
subject;['стоматология', 'stomatologiä'];Стоматоло́гия (бор.
subject;['неврология', 'теңкәбелем'];Неврология (лат.
subject;['биотехнология', 'biotexnologiä'];Биотехноло́гия — технологик мәсьәләләрне чишү өчен тере организмнарны куллану мөмкинчелекләрен өйрәнүче һәм ген инженериясе ярдәмендә кирәкле үзлекләргә ия булган организмнарны китереп чыгаруны максат итеп куючы фән.
subject;['анатомия', 'anatomiä'];Анато́мия (грек.
subject;['мантыйк', 'mantıyq', 'логика'];Мантыйк яки Логика (грек.
subject;['elektromagnetizm', 'электромагнит тәэсир итешүе', "elektromagnetik tä'sir iteşü", "elektromagnit tä'sir iteşüe", 'электромагнетизм'];Электромагнит тәэсир итешүе — дүрт фундаменталь тәэсир итешүнең берсе, электрик коргылы кисәкчәләр арасында хасил була.
subject;['elektromagnetizm', 'электромагнит тәэсир итешүе', "elektromagnetik tä'sir iteşü", "elektromagnit tä'sir iteşüe", 'электромагнетизм'];Elektromagnetizm - elektrik qorğılar arasında xasil bula torğan elektromagnetik tä'sir iteşüne tikşerüçe fizikanıñ tarmağı.
subject;['термодинамика', 'termodinamika'];Термодинамика (грек.
subject;['механика', 'mexanika'];Меха́ника (грек.
subject;['электроника', 'elektronika'];Электроника (грек.
subject;['астрономия', 'йолдызбелем', 'astronomiya', 'astronomiä', 'astronomí'];Астрономия (нөҗүм гыйлеме, грек.
subject;['атом физикасы', 'төш физикасы', 'atom fizikası'];Атом физикасы - атомнарны электроннар һәм төштән торучы изоляция эчендәге система буларак өйрәнүче фән.
subject;['күплек теориясе'];Күплек теориясе — күплекләрнең гомуми үзлекләрен өйрәнүче математика бүлеге.
subject;['икътисад', 'иктисат', 'iqtisat', 'икътисад фәне'];Бу мәкаләнең латин әлифбасындагы игезәге бар.
subject;['демография', 'димаграфия', 'җәмгыять экологиясе'];Демография (бор.
subject;['физиология', 'физиялугия', 'fiziologiä'];Физиология (грек.
subject;['химия', 'химик'];Бу мәкаләнең латин әлифбасындагы игезәге бар.
subject;['этология', 'италугия'];Этоло́гия — зоологиянең хайваннар хәрәкәтләрен, үз-үзләрен тотышын өйрәнүче бүлеге.
subject;['органик химия', 'әргәник химия', 'organik ximiä'];Органик химия – күмер тудыргыч кушылмаларын, аларның төзелешен, химик әверелешләрен өйрәнә торган химия бүлеге.
subject;['нәорганик химия', 'органик булмаган химия'];Нәорганик химия — химиянең барлык химик элементларның һәм аларның нәорганик кушылмаларының төзелешен, үзара тәэсир итешү сәләтен һәм үзенчәлекләрен өйрәнүче бүлеге.
