abstract-region;['iolraí', 'il'];Sa matamaitic
taxonomic-collective;['anas', 'ghéineas anas'];Géineas éan
taxonomic-collective;['anguis', 'ghéineas anguis', 'worm mall'];Géineas reiptílí
taxonomic-collective;['apogon', 'ghéineas apogon'];Géineas iasc
taxonomic-collective;['ardea', 'ghéineas ardea'];Géineas éan
taxonomic-collective;['argentina', 'ghéineas an airgintín'];Géineas iasc
taxonomic-collective;['arius', 'ghéineas arius'];Géineas iasc
taxonomic-collective;['artamus', 'ghéineas artamus', 'woodswallow'];géineas éan
taxonomic-collective;['balaena', 'ghéineas balaena'];géineas mamach
taxonomic-collective;['balaenoptera', 'ghéineas balaenoptera'];Géineas mamach
taxonomic-collective;['blatta', 'ghéineas blatta'];géineas feithidí
taxonomic-collective;['blennius', 'blennius ghéineas', 'ghéineas blennius'];Géineas iasc
taxonomic-collective;['brama', 'ghéineas brama'];Géineas iasc
taxonomic-collective;['burhinus', 'ghéineas burhinus'];Géineas éan
taxonomic-collective;['callithrix', 'marmaisín', 'ghéineas callithrix'];Géineas mamach
taxonomic-collective;['canis', 'ghéineas canis'];Géineas mamach
taxonomic-collective;['caranx', 'ghéineas caranx'];Géineas iasc
taxonomic-collective;['carcharhinus', 'ghéineas carcharhinus'];Géineas iasc
taxonomic-collective;['cathartes', 'ghéineas cathartes'];Géineas éan
taxonomic-collective;['cavia', 'ghéineas cavia'];Géineas mamach
taxonomic-collective;['centropomus', 'ghéineas centropomus'];Géineas iasc
taxonomic-collective;['chamaeleo', 'ghéineas chamaeleo', 'ghéineas chamaeleon'];Géineas reiptílí
taxonomic-collective;['charadrius', 'ghéineas charadrius'];Géineas éan
taxonomic-collective;['chrysochloris', 'ghéineas chrysochloris'];Géineas mamach
taxonomic-collective;['ciconia', 'ghéineas ciconia'];géineas éan
taxonomic-collective;['scadán', 'clupea', 'ghéineas clupea'];Géineas iasc
taxonomic-collective;['cordylus', 'ghéineas cordylus'];Géineas reiptílí
taxonomic-collective;['coregonus', 'ghéineas coregonus'];Géineas iasc
taxonomic-collective;['préachán', 'caróg dhubh', 'caróg', 'corvus', 'ghéineas corvus', 'préacháin'];géineas éan
taxonomic-collective;['cottus', 'ghéineas cottus'];Géineas iasc
taxonomic-collective;['crax', 'ghéineas crax'];Géineas éan
taxonomic-collective;['crocodylus', 'crocodilus', 'ghéineas crocodilus', 'ghéineas crocodylus'];Géineas reiptílí
taxonomic-collective;['cyathea', 'ghéineas cyathea'];Géineas plandaí
taxonomic-collective;['danaus', 'ghéineas danaus'];Géineas feithidí
taxonomic-collective;['desmodus', 'ghéineas desmodus'];géineas mamach
taxonomic-collective;['diodon', 'ghéineas diodon'];Géineas iasc
taxonomic-collective;['leadán', 'dipsacus', 'ghéineas dipsacus'];Géineas plandaí
taxonomic-collective;['equus', 'ghéineas equus'];géineas mamach
taxonomic-collective;['accipiter', 'ghéineas accipiter'];Géineas éan
taxonomic-collective;['anomia', 'ghéineas anomia'];géineas moileasc
taxonomic-collective;['tethys fimbria', 'aplysia', 'ghéineas aplysia', 'ghéineas tethus'];Speiceas moileasc
taxonomic-collective;['arca', 'ghéineas arca'];Géineas moileasc
taxonomic-collective;['ascaras', 'ascaris', 'ghéineas ascaris'];Géineas péisteanna
taxonomic-collective;['astacus astacus', 'astacus', 'ghéineas astacus'];Géineas cráifiscí
taxonomic-collective;['balanus', 'ghéineas balanus'];Géineas crústach
taxonomic-collective;['buceros', 'ghéineas buceros'];Géineas cornóg
taxonomic-collective;['caenolestes', 'ghéineas caenolestes'];Géineas mamach
taxonomic-collective;['cancer', 'ailse', 'ghéineas ailse'];Géineas crústach
taxonomic-collective;['catostomus', 'ghéineas catostomus'];Géineas iasc
taxonomic-collective;['cypraea', 'ghéineas cypraea'];Géineas moileasc
taxonomic-collective;['cyprinus', 'cyprinus ghéineas', 'ghéineas cyprinus'];Géineas iasc
taxonomic-collective;['dracunculus'];Géineas cruinnphéisteanna
taxonomic-collective;['elephas', 'ghéineas elephas'];Géineas mamach
taxonomic-collective;['erinaceus', 'ghéineas erinaceus'];Géineas mamach
taxonomic-collective;['fissurella', 'ghéineas fissurella'];géineas moileasc
taxonomic-collective;['furnarius', 'ghéineas furnarius', 'hornero'];Géineas éan
taxonomic-collective;['haemoproteus', 'ghéineas haemoproteus'];géineas prótaisteach
taxonomic-collective;['cluas mhara', 'haliotis', 'ghéineas haliotis', 'haliotidae'];Géineas moileasc
taxonomic-collective;['helix', 'sliogán bíseach', 'sliogán caisirníneach', 'ghéineas helix'];Géineas moileasc
taxonomic-collective;['hirudo', 'ghéineas hirudo'];géineas anailidí
taxonomic-collective;['holocentrus', 'ghéineas holocentrus'];Géineas iasc
taxonomic-collective;['homarus', 'ghéineas homarus'];géineas crústach
taxonomic-collective;['ixodes', 'ixodes ghéineas'];Géineas araicnidí
taxonomic-collective;['laminaria', 'ghéineas laminaria'];Géineas algaí
taxonomic-collective;['lepas', 'ghéineas lepas'];Géineas crústach
taxonomic-collective;['littorina', 'ghéineas littorina'];Géineas moileasc
taxonomic-collective;['macropus', 'ghéineas macropus'];Géineas mamach
taxonomic-collective;['mimus', 'ghéineas mimus'];géineas éan
taxonomic-collective;['mya', 'ghéineas mya'];géineas moileasc
taxonomic-collective;['mysis', 'ghéineas mysis'];Géineas crústach
taxonomic-collective;['orchestia', 'ghéineas orchestia'];géineas crústach
taxonomic-collective;['ostrea', 'ghéineas ostrea'];Géineas moileasc
taxonomic-collective;['pagurus', 'ghéineas pagurus'];géineas crústach
taxonomic-collective;['palaemon', 'ghéineas palaemon'];Géineas crústach
taxonomic-collective;['palinurus', 'ghéineas palinurus'];géineas crústach
taxonomic-collective;['parus', 'ghéineas parus'];Géineas éan
taxonomic-collective;['patella', 'bairneach', 'pláitín', 'patella ghéineas'];géineas moileasc
taxonomic-collective;['pholas', 'ghéineas pholas'];géineas moileasc
taxonomic-collective;['pinnotheres', 'pinnotheres ghéineas'];géineas crústach
taxonomic-collective;['procyon', 'ghéineas procyon'];Géineas mamach
taxonomic-collective;['pseudomonas', 'pseudomonas ghéineas'];Géineas baictéar
taxonomic-collective;['raja', 'ghéineas raja'];Géineas iasc
taxonomic-collective;['sarcoptes', 'sarcoptes ghéineas'];géineas araicnidí
taxonomic-collective;['puchán fola', 'schistosoma', 'ghéineas schistosoma', 'schistosomes'];Géineas péisteanna
taxonomic-collective;['sorex', 'ghéineas sorex', 'soricini'];géineas mamach
taxonomic-collective;['spirochaeta', 'ghéineas spirochaeta'];géineas baictéar
taxonomic-collective;['strombus', 'ghéineas strombus'];Géineas moileasc
taxonomic-collective;['tridacna', 'ghéineas tridacna'];géineas moileasc
taxonomic-collective;['triops', 'ghéineas triops'];Géineas crústach
taxonomic-collective;['trombicula', 'ghéineas trombicula'];géineas araicnidí
taxonomic-collective;['unio', 'ghéineas unio'];Géineas moileasc
taxonomic-collective;['venus', 'ghéineas véineas'];Géineas moileasc
taxonomic-collective;['viverra', 'ghéineas viverra'];Géineas mamach
taxonomic-collective;['micrococcus', 'ghéineas micrococcus'];Géineas baictéar
taxonomic-collective;['felis', 'felis ghéineas'];Géineas mamach
taxonomic-collective;['formicarius', 'ghéineas formicarius'];Géineas éan
taxonomic-collective;['fringilla', 'ghéineas fringilla'];Géineas éan
taxonomic-collective;['gelechia', 'ghéineas gelechia'];géineas feithidí
taxonomic-collective;['gerbillus', 'ghéineas gerbillus'];Géineas mamach
taxonomic-collective;['glareola', 'ghéineas glareola'];géineas éan
taxonomic-collective;['glis glis', 'dormouse inite', 'ghéineas glis', 'glis'];Speiceas mamach
taxonomic-collective;['grus', 'ghéineas grus'];Géineas éan
taxonomic-collective;['heloderma', 'ghéineas heloderma'];Géineas reiptílí
taxonomic-collective;['hirundo', 'ghéineas hirundo'];Géineas éan
taxonomic-collective;['hyla', 'ghéineas hyla'];Géineas amfaibiach
taxonomic-collective;['hymenophyllum', 'ghéineas hymenophyllum'];Géineas plandaí
taxonomic-collective;['lacerta', 'ghéineas lacerta'];Géineas reiptílí
taxonomic-collective;['lampris', 'ghéineas lampris', 'opah'];Géineas iasc
taxonomic-collective;['lanius', 'ghéineas lanius'];Géineas éan
taxonomic-collective;['lepisosteus', 'ghéineas lepisosteus'];Géineas iasc
taxonomic-collective;['liparis'];géineas iasc
taxonomic-collective;['lutjanus', 'ghéineas lutjanus', 'lutjanus ghéineas'];Géineas iasc
taxonomic-collective;['lycaena', 'ghéineas lycaena'];Géineas feithidí
taxonomic-collective;['maja', 'ghéineas maia', 'ghéineas maja', 'maia'];Géineas crústach
taxonomic-collective;['pangailin', 'manis', 'ghéineas manis'];géineas mamach
taxonomic-collective;['marattia', 'ghéineas marattia'];géineas plandaí
taxonomic-collective;['megaderma', 'ghéineas megaderma'];Géineas mamach
taxonomic-collective;['megapodius', 'ghéineas-megapodius'];Géineas éan
taxonomic-collective;['turcaí', 'meleagrididae', 'ghéineas meleagris', 'meleagris', 'turcaithe'];Géineas éan
taxonomic-collective;['mugil', 'ghéineas mugil'];Géineas iasc
taxonomic-collective;['mullus', 'ghéineas mullus'];Géineas iasc
taxonomic-collective;['muscicapa', 'ghéineas muscicapa'];Géineas éan
taxonomic-collective;['musophaga', 'ghéineas musophaga'];Géineas éan
taxonomic-collective;['miortal', 'myrtus', 'ghéineas myrtus'];Géineas plandaí
taxonomic-collective;['myxine', 'ghéineas myxine'];Géineas cordach
taxonomic-collective;['nymphalis', 'ghéineas nymphalis'];Géineas feithidí
taxonomic-collective;['oniscus', 'ghéineas oniscus'];géineas crústach
taxonomic-collective;['oriolus', 'ghéineas oriolus'];Géineas éan
taxonomic-collective;['parula', 'parúl', 'ghéineas parula'];Géineas éan
taxonomic-collective;['passer', 'ghéineas passer'];Géineas éan
taxonomic-collective;['phasianus', 'ghéineas phasianus'];Géineas éan
taxonomic-collective;['phoca', 'ghéineas phoca'];Géineas mamach
taxonomic-collective;['bánóg chabáiste', 'pieris'];Géineas feithidí
taxonomic-collective;['pipa', 'ghéineas pipa'];Géineas amfaibiach
taxonomic-collective;['pipra', 'ghéineas pipra'];Géineas éan
taxonomic-collective;['ploceus', 'ghéineas ploceus'];Géineas éan
taxonomic-collective;['podargus', 'ghéineas podargus'];Géineas éan
taxonomic-collective;['podiceps', 'podiceps ghéineas'];Géineas éan
taxonomic-collective;['pomacentrus', 'ghéineas pomacentrus'];Géineas iasc
taxonomic-collective;['priacanthus', 'ghéineas priacanthus'];géineas iasc
taxonomic-collective;['procellaria', 'ghéineas procellaria'];Géineas éan
taxonomic-collective;['psilotum', 'ghéineas psilotum'];géineas plandaí
taxonomic-collective;['psittacus', 'ghéineas psittacus'];géineas éan
taxonomic-collective;['pygopus', 'ghéineas pygopus'];Géineas reiptílí
taxonomic-collective;['rana', 'rana ghéineas'];Géineas amfaibiach
taxonomic-collective;['salamandra', 'ghéineas salamandra'];Géineas amfaibiach
taxonomic-collective;['salmo', 'ghéineas salmo'];Géineas iasc
taxonomic-collective;['salvinia', 'ghéineas salvinia'];Géineas plandaí
taxonomic-collective;['schizaea', 'ghéineas schizaea'];géineas plandaí
taxonomic-collective;['sciaena', 'ghéineas sciaena'];Géineas iasc
taxonomic-collective;['sciurus', 'ghéineas sciurus'];Géineas mamach
taxonomic-collective;['scomber', 'ronnach', 'ghéineas scomber'];géineas iasc
taxonomic-collective;['scorpaena', 'ghéineas scorpaena'];Géineas iasc
taxonomic-collective;['sepia', 'ghéineas sepia'];Géineas moileasc
taxonomic-collective;['serranus', 'ghéineas serranus'];Géineas iasc
taxonomic-collective;['sillago', 'ghéineas sillago', 'sillago ghéineas'];Géineas iasc
taxonomic-collective;['solea', 'ghéineas solea'];Géineas iasc
taxonomic-collective;['spalax', 'francach caochún dall', 'ghéineas spalax'];Géineas mamach
taxonomic-collective;['spheniscus', 'ghéineas spheniscus'];Géineas éan
taxonomic-collective;['sturnus', 'ghéineas sturnus'];Géineas éan
taxonomic-collective;['tetrao', 'ghéineas tetrao'];Géineas éan
taxonomic-collective;['threskiornis', 'ghéineas threskiornis'];Géineas éan
taxonomic-collective;['timalia pileata', 'ghéineas timalia', 'timalia'];Speiceas éan
taxonomic-collective;['tinea', 'tinea translucens', 'ghéineas tinea'];speiceas feithidí
taxonomic-collective;['tinea', 'tinea translucens', 'ghéineas tinea'];Géineas feithidí
taxonomic-collective;['tragulus', 'ghéineas tragulus'];Géineas mamach
taxonomic-collective;['tupaia', 'ghéineas tupaia'];Géineas mamach
taxonomic-collective;['turdus', 'ghéineas turdus'];Géineas éan
taxonomic-collective;['vipera', 'ghéineas vipera'];Géineas reiptílí
taxonomic-collective;['zoarces', 'zoarces ghéineas'];Géineas iasc
taxonomic-collective;['ursus', 'ghéineas ursus'];Géineas mamach
taxonomic-collective;['gé ghobghearr', 'anser', 'ghéineas anser'];Géineas éan
taxonomic-collective;['spermophilus', 'citellus', 'ghéineas citellus', 'ghéineas spermophilus'];Géineas mamach
taxonomic-collective;['sticherus', 'ghéineas sticherus'];géineas plandaí
taxonomic-collective;['lamiales', 'scrophulariales', 'scrophulariales ordú'];ord plandaí
taxonomic-collective;['dermacentor', 'ghéineas dermacentor'];géineas araicnidí
taxonomic-collective;['baintreach dhubh', 'latrodectus', 'ghéineas latrodectus', 'spider baintreach dubh'];Géineas araicnidí
taxonomic-collective;['petaurista', 'ghéineas petaurista'];Géineas mamach
taxonomic-collective;['oxybelis', 'oxybelis ghéineas'];géineas reiptílí
taxonomic-collective;['microtus', 'ghéineas microtus'];Géineas mamach
taxonomic-collective;['hydromys', 'ghéineas hydromys'];Géineas mamach
taxonomic-collective;['natrix', 'ghéineas natrix'];Géineas nathracha
taxonomic-collective;['hydromantes', 'ghéineas hydromantes'];géineas amfaibiach
taxonomic-collective;['tineola', 'ghéineas tineola'];géineas feithidí
taxonomic-collective;['thomomys', 'ghéineas thomomys'];Géineas mamach
taxonomic-collective;['masticophis', 'ghéineas masticophis'];géineas reiptílí
taxonomic-collective;['acanthaceae', 'acanthus teaghlaigh', 'teaghlaigh acanthaceae'];fine plandaí
taxonomic-collective;['bos', 'bos ghéineas'];Géineas mamach
taxonomic-collective;['aix', 'ghéineas aix'];Géineas éan
taxonomic-collective;['jamesonia', 'ghéineas jamesonia'];géineas plandaí
taxonomic-collective;['dreissena', 'ghéineas dreissena'];géineas moileasc
temporal-region;['aga', 'b1950', 'dáta tagartha', 'j2000', 'j2000.0'];pointe ama sa réalteolaíocht
temporal-region;['1 iúil', 'dominion lá'];Dáta
temporal-region;['1 eanáir', '1 eanair', 'lá caille', 'sholluntachta mhuire'];Dáta
temporal-region;['2 feabhra', 'groundhog day'];Dáta
temporal-region;['aois', 'céad', 'haois', 'céad bliain'];Tréimhse 100 bliain
temporal-region;['1 samhain', 'lá fhéile na naomh uile', 'almas', '1 mí na samhna', 'lá na naomh', 'allhallows', 'gach fhéile lá', 'hallowmas', 'hallowmass', 'lá na naomh uile'];Dáta
temporal-region;['25 nollaig', 'nollaig', 'an nollaig', 'lá nollag', '25 mí na nollag', 'xmas', 'nollag'];Dáta
temporal-region;['19 márta', 'naomh seosamh', 'st joseph'];Dáta
temporal-region;['14 aibreán', 'pan american lá'];Dáta
temporal-region;['24 deireadh fómhair', 'lá na náisiún aontaithe'];Dáta
temporal-region;['12 deireadh fómhair', 'columbus day', 'dia de la raza', 'discovery lá', 'lá columbus'];Dáta
temporal-region;['4 iúil', 'lá saoirse mheiriceá', 'la na saoirse meircea', 'ceathrú iúil', 'lá na saoirse'];Dáta
temporal-region;['24 bealtaine', 'comhlathas lá', 'impireacht lá', 'lá impireacht'];Dáta
temporal-region;['17 meán fómhair', 'lá saoránacht'];Dáta
temporal-region;['lá lúnasa', '1 lúnasa', 'lughnusadh', 'lughnusadh lá'];Dáta
temporal-region;['14 meitheamh', 'lá bratach'];Dáta
temporal-region;['29 meitheamh', 'naoimh peadar agus pól'];Dáta
temporal-region;['29 meán fómhair', 'fómhar na ngéanna', 'lá fhéile michíl', 'féile michíl', 'lá féile michíl', 'suíonna na féile michíl', 'suíonna na féile michíl lá'];Dáta
temporal-region;['29 meán fómhair', 'fómhar na ngéanna', 'lá fhéile michíl', 'féile michíl', 'lá féile michíl', 'suíonna na féile michíl', 'suíonna na féile michíl lá'];lá saoire in Éirinn
temporal-region;['21 meitheamh', 'grianstad an tsamhraidh', 'lár an tsamhraidh', 'midsummer'];Dáta
temporal-region;['lá bealtaine', '1 bealtaine', 'an chéad mhí na bealtaine', 'bealtaine lá'];Dáta
temporal-region;['2 márta', 'lá na saoirse texas'];Dáta
temporal-region;['céadaoin', 'an chéadaoin', 'dé chéadaoin', 'dé céadaoin', 'gcéadaoin', 'wed'];Lá den tseachtain
temporal-region;['29 feabhra', 'lá bisigh', 'lá leap', 'lá bissextile', 'léim lá'];Dáta
temporal-region;['23 meitheamh', 'oíche fhéile san seáin', 'oíche naomh eoin', 'midsummer eve', 'midsummer night'];Dáta
temporal-region;['6 eanáir', 'eipeafáine', 'nollaig bheag', 'nollaig na mban', 'lá chinn', 'lá nollag beag', 'dara lá déag', 'epiphany of ár dtiarna', "trí kings 'lá"];féile Chríostaí
temporal-region;['6 eanáir', 'eipeafáine', 'nollaig bheag', 'nollaig na mban', 'lá chinn', 'lá nollag beag', 'dara lá déag', 'epiphany of ár dtiarna', "trí kings 'lá"];Dáta
theory;['faisnéis', 'eolas', 'faisnéiseach'];Freagra ar ceist éigin
