abstract-quality;['شخصیت'];شخصیت یا شخسیت مفهومی کلی هسه که معانی مختلفی داینه.
socially-constructed-person;['لنین', 'ولادیمیر لنین'];ولادیمیر ایلیچ لنین ‏ اتا تئوریسین بی‌یه که کمونیستی تئوری چی‌یه، وه رهبر انقلاب ۱۹۱۷ روسیه و ساجنده‌ی اتحاد جماهیر شوروی سوسیالیستی بی‌یه.
socially-constructed-person;['فئودور داستایوسکی', 'داستایوسکی'];فیودور میخاییلوویچ داستایوسکی.
socially-constructed-person;['ژوزف استالین', 'istälin', 'استالین', 'جوزف استالین'];یوسیف ویسارینویچ جوگاشویلی که وه ره ژوزف استالین شابلون:روسی جه نوم جه اشناسنّه شوروی ِکمونیست ِرهبر و سیاست‌مدار بی‌یه که اواسط دهه ۲۰ جه تا شه مرگ ِزمون شوروی ِکمونیست ِحزب رهبر و نتیجتاً این کشور ِحاکم بی‌یه.
socially-constructed-person;['معماری', 'arçitekt', 'آرچیتکت', 'ارچیتکت'];آرچیتکت یا معماری اتا علم و هنر هسه که طراحی ساختمون، شهر و انواع سازه‌ئون و همچنین تاریخی بنائون بازسازی وسه استفاده بونه.
socially-constructed-person;['میکل سروانتس', 'سروانتس', 'میگل د سروانتس'];دن میگل د سِروانتِس ساآودرا یا میکل سروانتس ‏ اتا ایسپانیایی رمان‌نویس، شاعر، نقاش و نمایشنومه‌نویس بی‌یه.
socially-constructed-person;['آپولو'];آپولو ، خدای روشنایی ، موسیقی، نیما ، هنرها و پیشگویی یونان اسطوره‌ئون و رومی دله هسته.
socially-constructed-person;['دجال'];کلمه المسیح الدجال ۴۰۰ سال پیش از ایسلام ترجمه Mšīḥā Daggālā وسّه سریانی به عربی استفاده بیی‌یه.
socially-constructed-person;['مسیح'];شمه منظور شاید اینتی بیبوئه: عیسی
socially-constructed-person;['مایکل فارادی', 'michael faraday'];مایکل فارادی انگلیسی فیزیکدون و شیمیدون که ونه کارون الکترومغناطیس و الکتروشیمی جه ربط داشته و اتا مادی حکیم بی‌یه.
socially-constructed-person;['پاپ'];پاپ کاتولیک کلیسا و واتیکان حاکم نوم هسته.
socially-constructed-person;['نوح'];شِمه منظور شاید اینتا بی‌بائه: نوح.
socially-constructed-person;['مریم'];مریم اتا دینی شخصیت هسته که قرآن و عهد جدید دله عیسی مسیح ِمار هسته.
socially-constructed-person;['خادا', 'خدا'];خادا یا خِــدا ئه‌ت برتر وجود هسته گه بعضی دین‌ئون گونّه وه دِنیا ره بیافریــه.
socially-constructed-person;['مارکو پولو', 'marko powlow'];مارکو پولو تاجر و جهونگرد ونیزی بی‌یه.
socially-constructed-person;['ریچارد نیکسون', 'نیکسون'];ریچارد نیکسون متحده ایالات آمریکای ۳۷اُمین رییس‌جمهور بی‌یه که چل و شیش و هفتمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['جورج هربرت واکر بوش'];جورج هربرت واکر بوش متحده ایالات آمریکای ۴۱اُمین رییس‌جمهور بی‌یه که پنجاه و یکمین دوره وسّه این مقوم سَر کبّی‌یه.
socially-constructed-person;['لتو', 'léto'];لتو یا لیتو ، یونانی اساطیر دله تیتان فوبه و کئوس کیجائه و ونه نوم به معنی پنهون یا درخشون وانه، که قبلا الههٔ ماه، سیلینی وسّه بموئه.
socially-constructed-person;['نویسنده'];نویسنده کسی ره گانّه که ات‌چی نویسنه.
space-region;['دایرةالبروج'];دایرةالبروج، خورشید ظاهری مدار میونه دله منطقةالبروج هسته.
space-region;['جنوبگان قاره', 'جنوب قوطب'];جنوبگان قاره یا جنوب قطب قاره زمین جنوبی‌ترین جا دره.
spatial-feature;['جبل طارق', 'جبل الطارق'];|
spatial-feature;['اورست', 'اورس', 'اورست قله'];‏۳۱″ ۵۵′ ۸۶°شرقی ‏۱۷″ ۵۹′ ۲۷°شمالی
spatial-feature;['لوگان', 'لوگانيا', 'mount logan'];شِمه منظور شاید اینتا بی‌بائه: لوگان.
spatial-feature;['مون بلان'];مون بلان اتا کوه نوم هسه که آلپ رشته کوه شنه و فرانسه و ایتالیا دله دره.
spatial-feature;['بالکان کوهون'];بالکان ِکوهون ات‌سری رشته‌کوهون ِنوم هسته که تا كارابات ِکوهون دمباله دانّه و دانوب ِروخنه جه وصل وانه.
spatial-feature;['آرارات'];شرقی‌″۱۲ ′۴۸ °۴۴ شمالی‌″۱۹ ′۳۹ °۳۹ آرارات اتا کوه نوم هسه که ارمنستون رشته کوه شنه و ترکیه دله ونه ِباخی دمباله دانّه.
spatial-feature;['کوتوپاکسی', 'cotopaxi', 'کوتوپاکسي'];کوتوپاکسی اتا کوه نوم هسه که اکووادور دله دره.ونه بلننب ۵۸۹۶ متر هسه.
state;['اسکیزوفرنی', 'اسكيزوفرني', 'اسكیزوفرنی'];اسکیزوفرنی یا شیزوفرنی ، اتا بیماری روانی با منشاء نامشخص و علایم متغییر هسه که اصطلاح اون توسط یوجین بلولر از ترکیب دو تا کلمه یونانی shizein و phrenos وضع بيه.
subject;['ریاضی', 'riyaziyat'];ریاضی شه اتا طبیعی علم نی‌یه که به اصطلاح وه ره محض یا طبیعت جم جدا گنه.
subject;['زمین درست کر چیزها'];چیزایی کهزمین سیاره ره سازنّه، چن لایه دله بخش بندی بینه که هر لایه بالاتر اتا لایه پائین‌تر سر کته.
subject;['جوغرافی', 'jəögrafi / جئوگرافی', 'جئوگرافی'];جوغرافی اتا علم نوم هسه که ادمی جامعه و ونه زندگی موحیط ر بررسس کنده.
subject;['روان پزشکی', 'روان پزشکي'];روان پزشکی اتا از تخصصای پزشکی هسه.
subject;['علوم اجتماعی'];شابلون:علوم علوم اجتماعی به گروهی از رشته‌ئون دانشگاهی بائوت وانه که به مطالعهٔ جهون ِجنبه‌ئون انسانی دست زنّه.
subject;['شیمی'];شیمی اتا بنیادین علمه که ساختار، خواص، ترکیبات و ماده‌ئون ِتغییرات ره اِشِنه و وشون سَر گپ زنده.
subject;['فلسفه'];فلسفه مطالعهٔ مسائل کلی و اساسی پیرامون موضوعاتی چون وجود، آگاهی، حقیقت، عدالت، قشنگی، اعتبار، ذهن و زوون هسه.
subject;['فیزیک'];فیزیک اتا یونانی کلمه هسه که طبیعتِ دانش ره معنی دِنه که ونه عامیانه‌ی صورت تعریف اینتی بونه: «فیزیک ماده و ونه حرکت علم هسه.» علمی که انرژی، نیرو، جرم و الکتریکی بار اصول جا سر و کار دارنه.
subject;['روان\u200cشناسی', 'روان شناسي', 'روان شناسی'];روان‌شناسی، علم کاربردی مطالعه رفتار و فرایندای ذهنی بر پایه یافتای علمی و تحقیق شده هسه.
system-as-description;['اقتصاد', 'i̇qtisad', 'ایقتصاد'];اقتصاد یا ایقتصاد دانشی هسه که با توجه به کمبود کالا و ابزار تولید و نیازون نامحدود بشری به تخصیص بهینه کالاها و تولیدات ‌پردازنه.
taxonomic-collective;['انجیلی'];انجیلی داری هسه که جنگلای شومالی ایران دله دارنه.
taxonomic-collective;['افرا', 'acer'];اِفرا یا اَفرا اتا جنگلی دار نوم هسته که اسیدی خاک دله گت وانه و مازرون و گیلان دله خله دِکاشته وانه.
taxonomic-collective;['سگ\u200cمونائون', 'canidae'];سگ‌مونائون اتا چله هسنه گوشتخوارون کاله‌دارون جا.
taxonomic-collective;['تمش', 'rubus', 'بوروش', 'بولوش', 'تمش لم', 'تمشک', 'ولش'];شابلون:جعبه آرایه زیستی تَـمِش اتا لم نوم هسته سرخ‌گل‌ئون ِتیره جه هسته و شه جنگل دله دَراِنه.
taxonomic-collective;['ارشمک'];اُرشمک یا ایشم اتا خاش‌بو گیاه هسته که کوه‌ دله در اِنه و باهار مِسِم ونه بک و بو همه جا ره گرنه.
taxonomic-collective;['گوزنگو', 'scarabaeidae'];گوزنگو ره مناطق مختلف دله تسم بکا، تسمببو، تسن بابو، زورگاردن، پتال، چسمبابو یا گا گندله کنک هم گانّه ولی ونه علمی نوم Scarabaeidae هسته.
taxonomic-collective;['ززم', 'vespula'];ززم یا زنبور زرد اجتماعی نوعی زنبور وحشی هسته که در سرده Vespula و Dolichovespula قرار دارنه.
taxonomic-collective;['ولیگ', 'ولیک'];ولیک یا ولیگ اتا جنگلی میووئه که زالزالِک سون، ونه حجم بیشتر هسته جا تشکیل بونه.
taxonomic-collective;['کلاج'];فرمانرو= جونورون شاخه= رسن‌دارون رده= پرنده‌ئون راسته= میچکا‌سانان خانواده= کلاج‌ها سرده= Corvus اتا پرنده ی نوم هسه که فارسی دله وه ره کلاغ گنه.
taxonomic-collective;['اقوز', 'juglans regia', 'آغوز', 'آقوز', 'گردو'];اقوز یا آقوز که وه ره آغوز جه هم نویسنّه میوه‌ای گرد با دِ پوسه، اتا نرم و سبزرنگه که كم‌كم خشک بونه و از بین شونه و دیگری سخت و حسكائی هسه.
taxonomic-collective;['ساعت گل', 'گل ساعت'];ساعِت ِگـُل ات‌جور گُلدار ِگیاه هسته که وبیشته آمریکا و آفریقای ِاستوایی جائون رشد کانده.
technique;['ذهن'];ذهن یا روان نمودی هوش و آگاهی تجربی جه هسته که بنا به تعاریف، مرکب اندیشه، درک، حافظه، احساس، میل، تخیل و کلیه فرآیند شناخت ناخودآگاه هسته.
