abstract-region;['ෆූරියර් ශ්\u200dරේණිය', 'ෆෝරියර් ශ්\u200dරේණිය'];ගණිතයේදී, ෆූරියර් ශ්‍රේණිය මගින් ආවර්තිත ශ්‍රිතයක් සරල දෝලන ශ්‍රිත කිහිපයක ඓක්‍යයක් බවට වියෝජනය කරයි.
socially-constructed-person;['ශිල්පියා'];ශිල්පියෙකු යන්නට තවත් සමාන පදයක් වනුයේ කර්මාන්තකරුවා යන්නයි.
socially-constructed-person;['නළුවා', 'නළුවා - actor'];කිසියම් නාට්‍යයක පෙළ, එසේත් නැත්නම් නාට්‍යමය ජවනිකා ප්‍රේක්‍ෂකයා හමුවට ගෙන එනු ලබන්නේ නළුවා විසිනි.
socially-constructed-person;['විලාසිතා කවර (cover) ගැහැණු ළමයි'];කවර ගැහැණු ළමයෙකු යනු සඟරාවක පිට කවරයේ තම ඡායාරූපයක් නිරූපණය කරන කාන්තාවකි.
socially-constructed-person;['ළදරුවා', 'බිලිඳා'];ළදරුවා හෝ බිලිඳා යන පදය වැහැරෙන්නේ ඉතා ළාබාල මානව දාරකයන් හැඳින්වීමටය.
socially-constructed-person;['වින්නඹු මාතාව', 'වින්නඹුව'];වින්නඹුව යනු
socially-constructed-person;['අම්මා', 'mother', 'අම්ම', 'මව', 'මෑණියන්'];දෙමව්පිය භූමිකාව තුළින් මව යනු, ගැබ්ගත්, දරුවෙකුට ජන්මය ලබාදුන් හෝ දරුවකු උස් මහත් කළ කාන්තාවකි.
socially-constructed-person;['නිරූපිකාව'];නිරූපිකාවක් යනු කලා විලාසිතා හෝ අනෙකුත් නිෂ්පාදනවල අරමුණු සඳහා හා ප්‍රචාරණය සඳහා ප්‍රදර්ශනය වන පුද්ගලයෙකි.
socially-constructed-person;['කවියා'];කවියෙකු යනු කාව්‍යයන් රචනා කරන පුද්ගලයෙකි.
socially-constructed-person;['බාලවයස්කරුවන්'];නීත්‍යානුකූල අන්දමට වැඩිහිටියෙක් ලෙස පිළිගැනීමත් සමාජයේ වැඩිහිටියෙක් සතු අයිතිවාසිකම් ප්‍රදානය කිරීමේ වයස් මට්ටමට වඩා පහළ පුද්ගලයන් හැඳින්වීමට භාවිතා කරනු ලබන යෙදුම බාලවයස්කරුවන් යන්නයි.
socially-constructed-person;['ගැහැණු ළමයි'];ගැහැණු ළමයෙකු යනු උපතේ සිට වැඩිවිය දක්වා වයසේ සිටින ස්ත්‍රී ලිංගයට අයත් මානවයන්ය වශයෙන් දැක්විය හැක.මොවුන් ළමා අවධියේදී ගැහැණු ළමයින් ලෙසත් පරිනත අවධියට පත්වූ විට ගැහැණිය ලෙසත් හදුන්වයි.තරුණ ස්ත්‍රිය යන තේරුමෙන්ද ගැහැණු ළමයා ලෙස හදුන්වයි.
socially-constructed-person;['තෝමස් අල්වා එඩිසන්', 'තෝමස් එඩිසන්'];තෝමස් අල්වා එඩිසන් යනු ප්‍රකට ඇමරිකානු පර්යේෂකයෙකි.
socially-constructed-person;['ගැහැනිය'];ගැහැනිය යනු මනව වර්ගයාට අයත් ස්ත්‍රී ලිංගික ජීවියාය.ගැහැනිය යනුවෙන් සමාන්‍යයෙන් වැඩුනු හෙවත් ලිංගික පරිණතියට පත් ස්ත්‍රිය ලෙස හඳුන්වයි.කුඩා වියේදී ගැහැණු ළමයා ලෙස හදුන්වයි.එනම් ගැහැනිය යනු ගැහැනු මානවයාය.මිනිස් දරුවකුට උපත ලබාදිය හැක්කේ ගැහැනියට පමණය.මිනිසා ක්ෂීරපායි කාණ්ඩයට අයත් බැවින් මවු කුසින් බිහිවන මිනිස් ළදරුවා තම මවගෙන් කිරි උරාබීම සිදුකරයි.දරුවන් හදාවඩා ගැනීමේදී වැඩි මෙහෙයක් ගැහැනිය අතින් සිදුවේ.
socially-constructed-person;['ආර්ථික විද්\u200dයඥයා'];ආර්ථික විද්‍යාඥයා යනු, සමාජ විද්‍යාවක් වන ආර්ථික විද්‍යාවේ විශේසඥයෙකි.
socially-constructed-person;['සොක්\u200dරටීස්'];'සොක්‍රටීස් (/iconˈsɒkrətiːz/. Greek: Σωκράτης, පුරාතන ග්‍රීක උච්චාරණය: Sōkrátēs. විසූ කාලය ක්‍රි.
socially-constructed-person;['වයිකිංවරු', 'වයිකිංවරයා'];වයිකිංවරු යනු, වයිකිං යුගයෙහිදී, නෝර්ස් සංස්කෘතියට අයත්වූ ජනයා වෙති.
socially-constructed-person;['දෙවියෝ', 'දෙවිවරු'];දෙවියෝ යනු ශුද්ධවූ, දිව්‍යමය හෝ පූජනීය අධිතාත්වික පැවැත්මකි.
socially-constructed-person;['බෝධිසත්ත්\u200dව', 'ථෙරවාදයෙහි බෝධිසත්වයින්', 'මහායාන බුද්ධාගමෙහි බෝධිසත්වයින්', 'බෝධිසත්ත්ව', 'බෝධිසත්ත්වවරු'];== මහායාන බුද්ධාගමෙහි බෝධිසත්වයින්. ==
socially-constructed-person;['ඉන්ද්\u200dර', 'indra'];ඉන්ද්‍ර වනාහි යුද්ධයට මෙන් ම කාලගුණයට ද අධිපති දෙවියාය.
socially-constructed-person;['දලයි ලාමාතුමා', 'xiv වන දලයි ලාමා', 'dalaï lama', 'දලයි ලාමා තුමා', 'දලයි ලාමා', 'දලයි ලාමාතුමා/temp'];දලයි ලාමා යන තනතුර පිරිනමන්නේ 'ගෙලජ්' නම්වූ ටිබෙට් බෞද්ධ පාසලක ආධ්‍යාත්මික නායකයාටය.විශ්වාස කරන පරිදි මෙම පුද්ගලයා මියයන නැවත ඉපදෙන චක්‍රයෙන් නිදහස්ව සර්වඥතාවයට පැමින ජීවය පවත්වා ගෙන යන්නෙකි.තම විමුක්තිය සොයාගත් ඔවුන් නැවත මෙ මිහිතලයෙහි ඉපදෙන්නේ මානව වර්ගයාට ඉගැන්වීමටය.'ලාමා'යන තනතුර ප්‍රදානය කරනුලබන්නේ ටිබෙට් බෞද්ධ පූජකවරුන්ටයි.
socially-constructed-person;['ෆර්ඩිනන්ඩ් මැගලන්'];ෆර්ඩිනන්ඩ් මැගලන් යනු පෘතුගීසි ජාතික දේශ ගවේෂකයකි.
socially-constructed-person;['ජුලියස් සීසර්'];ගයිස් ජුලියස් සීසර් (ක්‍රි.පූ.
socially-constructed-person;['ශුද්ධවූ පේදුරු තුමා', 'ශාන්ත පීටර්', 'ශුද්ධවූ පේදුරු'];සිමියොන් පේදුරු ලෙසින්ද හැඳින්වුනු, ශුද්ධවූ පේදුරු තුමා යනු, කැපී පෙනුනු මුල් ක්‍රිස්තියානි නායකයෙකු වූ අතර, නව ගිවිසුම පරිදී ජේසුස් ක්‍රිස්තුස් වහන්සේගේ අපෝස්තුළුවරුන් දොළොස් දෙනා අතුරින් එක් අයෙකු විය.
socially-constructed-person;['ජෝන් ඩෝල්ටන්', 'john dalton', 'ඩෝල්ටන්ගේ පරමාණුක වාදය'];ජෝන් ඩෝල්ටන් - 1766 සැප්තැම්බර් 6 සිට 1844 ජුලි 27 මිය යනතුරුම රාජකීය සමිතියේ සම්මාන සාමාජිකයෙකු වන අතර, ඔහු ඉංග්‍රීසි රසායනඥයකු හා කාලගුණ විද්‍යාඥයෙකු හා භෞතික විද්‍යාඥයෙකු ද වේ.
