abstract-quality;['ವ್ಯಕ್ತಿತ್ವ'];ವ್ಯಕ್ತಿತ್ವವು ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ಭಾವನಾತ್ಮಕ, ಮನೋಭಾವದ, ಮತ್ತು ವರ್ತನಾತ್ಮಕ ಪ್ರತಿಕ್ರಿಯೆ ಮಾದರಿಗಳ ನಿರ್ದಿಷ್ಟ ಸಂಯೋಜನೆ.
subject;['ನ್ಯಾಯಶಾಸ್ತ್ರ'];ನ್ಯಾಯಶಾಸ್ತ್ರ ಎಂಬುದು ಕಾನೂನಿನ ತತ್ವ ಹಾಗೂ ಸಿದ್ಧಾಂತವಾಗಿರುತ್ತದೆ.
subject;['ಸೌಂದರ್ಯಶಾಸ್ತ್ರ'];REDIRECT Template:Philosophy sidebarಸೌಂದರ್ಯಶಾಸ್ತ್ರ ವು ತತ್ವಶಾಸ್ತ್ರದ ಭಾಗವಾಗಿದ್ದು ಸೌಂದರ್ಯದ ಲಕ್ಷಣ,ಕಲೆ,ಮತ್ತು ಸದಭಿರುಚಿ ಮತ್ತು ಸೃಷ್ಟಿ ಮತ್ತು ಸೌಂದರ್ಯದ ಶ್ಲಾಘನೆಯೊಂದಿಗೆ ವ್ಯವಹರಿಸುತ್ತದೆ.
subject;['ಕ್ರಮಶಾಸ್ತ್ರ'];ಕ್ರಮಶಾಸ್ತ್ರವು ಒಂದು ಅಧ್ಯಯನ ಕ್ಷೇತ್ರಕ್ಕೆ ಅನ್ವಯಿಸಲಾದ ವಿಧಾನಗಳ ವ್ಯವಸ್ಥಿತ, ಸೈದ್ಧಾಂತಿಕ ವಿಶ್ಲೇಷಣೆ.
subject;['ವಿದ್ಯುತ್ಕಾಂತತೆ'];ವಿದ್ಯುತ್ಕಾಂತತೆ ಎಂದರೆ ವಿದ್ಯುಚ್ಛ್ಹಕ್ತಿ ಮತ್ತು ಅಯಸ್ಕಾಂತಕ್ಕೆ ಇರುವ ಸಂಬಂಧಗಳನ್ನು ವಿವರಿಸುವ ಭೌತಶಾಸ್ತ್ರದ ವಿಭಾಗ.ಇದು ಮುಖ್ಯವಾಗಿ ವಿದ್ಯುತ್‌ ಪ್ರವಾಹವು ಕಾಂತಕ್ಷೇತ್ರವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ ಹಾಗೂ ಬದಲಾಗುವ ಕಾಂತಕ್ಷೇತ್ರವು ವಿದ್ಯುತ್ ಪ್ರವಾಹವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ ಎಂಬ ವಿಚಾರದ ಮೇಲೆ ಬೆಳೆದು ಬಂದಿದೆ.
subject;['ವಿದ್ಯುಚ್ಛಾಸ್ತ್ರ', 'ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್'];ವಿದ್ಯುಚ್ಛಾಸ್ತ್ರ ವಿದ್ಯುತ್ ಬಗ್ಗೆ ಅಧ್ಯಯನ ನಡೆಸಲಾಗುವ ಯಂತ್ರಶಾಸ್ತ್ರದ ಒಂದು ಪ್ರಕಾರ.
subject;['ಖಗೋಳಶಾಸ್ತ್ರ', 'ಖಗೋಳ ವಿಜ್ಞಾನ', 'ಖಗೋಳ ಶಾಸ್ತ್ರ', 'ಖಗೋಳವಿಜ್ಞಾನ', 'ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ'];ಖಗೋಳ ವಿಜ್ಞಾನವನ್ನು ನೈಸರ್ಗಿಕ ವಿಜ್ಞಾನವೆಂದೂ ಅಥವಾ ಖಗೋಳಶಾಸ್ತ್ರವೆಂದೂ ಕರೆಯಲಾಗುತ್ತದೆ.
subject;['ಕಣ ಭೌತಶಾಸ್ತ್ರ', 'ಕಣ ಬೌತಶಾಸ್ತ್ರ', 'ಕಣ ಭೌತವಿಜ್ಞಾನ'];ಕಣ ಭೌತಶಾಸ್ತ್ರವು ವಸ್ತುವಿನ ಮೂಲಕಣಗಳ ರಚನೆ ಹಾಗೂ ವಿಕಿರಣಗಳ ಕುರಿತ ಸಂಶೋಧನೆಯ ಭೌತಶಾಸ್ತ್ರದ ವಿಭಾಗ.
subject;['ಪರಮಾಣು ಭೌತಶಾಸ್ತ್ರ', 'ಬೈಜಿಕ ಭೌತಶಾಸ್ತ್ರ', 'ಅಣು ವಿಜ್ಞಾನ'];'ಪರಮಾಣು ಭೌತಶಾಸ್ತ್ರ' ಎಂದರೆ ಅಣು ಮತ್ತು ಪರಮಾಣುಗಳ ರಚನೆಯ ಬಗ್ಗೆ ಇರುವ ಭೌತಶಾಸ್ತ್ರದ ವಿಭಾಗ.
subject;['ಸಮುದ್ರಶಾಸ್ತ್ರ'];ಸಮುದ್ರಶಾಸ್ತ್ರ ವು, ಸಮುದ್ರವಿಜ್ಞಾನ ಅಥವಾ ಕಡಲಿನ ವಿಜ್ಞಾನ ಎಂದೂ ಕೂಡ ಕರೆಯಲ್ಪಡುತ್ತದೆ, ಇದು ಸಮುದ್ರಗಳ ಬಗ್ಗೆ ಅಧ್ಯಯನ ಮಾಡುವ ಭೂವಿಜ್ಞಾನದ ಒಂದು ಶಾಖೆಯಾಗಿದೆ.
subject;['ಸಮಾಜ ವಿಜ್ಞಾನ'];ಸಮಾಜ ವಿಜ್ಞಾನವು ಶೈಕ್ಷಣಿಕ ಅಧ್ಯಾಯನದ ಒಂದು ವರ್ಗವಾಗಿದ್ದು, ಸಮಾಜಕ್ಕೆ ಸಂಬಂಧಿಸಿದೆ ಮತ್ತು ಸಮಾಜದೊಳಗಿನ ವ್ಯಕ್ತಿಗಳ ನಡುವಿನ ಸಂಬಂಧಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
subject;['ಅರ್ಥಶಾಸ್ತ್ರ'];ಈ ಲೇಖನ ಸಮಾಜ ವಿಜ್ಞಾನದ ಬಗ್ಗೆ.
subject;['ಮೂಳೆ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ'];ಮೂಳೆ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ಅಥವಾ ಅಸ್ಥಿಚಿಕಿತ್ಸೆ ಎಂಬುದು ಮ್ಯಾಸ್ಕ್ಯೂಲೊಸ್ಕೆಲಿಟಲ್ ಸಿಸ್ಟಮ್ ಗೆ ಸಂಬಂಧಿಸಿದ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ವಿಭಾಗವಾಗಿದೆ.
subject;['ಶರೀರಶಾಸ್ತ್ರ'];ಶರೀರಶಾಸ್ತ್ರವು ಜೀವಿಗಳ ದೇಹದ ಭಾಗಗಳ ಕಾರ್ಯನಿರ್ವಹಣೆಯ ವಿಜ್ಞಾನವಾಗಿದೆ.
subject;['ರಸಾಯನಶಾಸ್ತ್ರ'];ರಸಾಯನಶಾಸ್ತ್ರ ದ್ರವ್ಯರಾಶಿಯ ಸ್ವಭಾವ, ಗುಣಗಳು ಮತ್ತು ಅದರ ರಚನೆ ಹಾಗೂ ಅದು ಹೇಗೆ ಬದಲಾಗುತ್ತದೆ ಎಂದು ಅಧ್ಯಯನ ಮಾಡುತ್ತದೆ.
subject;['ಪಕ್ಷಿವಿಜ್ಞಾನ', 'ಹಕ್ಕಿಯರಿಮೆ', 'ಪಕ್ಷಿವಿಜ್ಞಾನಿ'];ಪಕ್ಷಿವಿಜ್ಞಾನವು ಪಕ್ಷಿಗಳ ಅಧ್ಯಯನಕ್ಕೆ ಸಂಬಂಧಿಸಿರುವ ಪ್ರಾಣಿಶಾಸ್ತ್ರದ ಒಂದು ಶಾಖೆ.
subject;['ಕೀಟಶಾಸ್ತ್ರ', 'ಪೂಚಿಯರಿಮೆ'];ಕೀಟಗಳ ವೈಜ್ಞಾನಿಕ ಅಧ್ಯಯನ.
subject;['ಇಂಗಾಲೀಯ ರಸಾಯನಶಾಸ್ತ್ರ'];ಇಂಗಾಲೀಯ ರಸಾಯನಶಾಸ್ತ್ರ ವು ಹೈಡ್ರೋಕಾರ್ಬನ್‌ಗಳು ಮತ್ತು ಅವುಗಳ ರೂಪಾಂತರಗಳ ರಚನೆ, ಲಕ್ಷಣಗಳು, ಸಂಯೋಜನೆ, ಕ್ರಿಯೆ ಹಾಗೂ ಸಿದ್ಧತೆ ಮುಂತಾದುವುಗಳ ವೈಜ್ಞಾನಿಕ ಅಧ್ಯಯನವನ್ನೊಳಗೊಂಡ ರಸಾಯನಶಾಸ್ತ್ರದೊಳಗಿನ ಪ್ರತ್ಯೇಕ ಶಾಖೆ.
subject;['ಎಂಜಿನಿಯರಿಂಗ್\u200c'];ಎಂಜಿನಿಯರಿಂಗ್ ಕ್ಷೇತ್ರವು ಇಚ್ಛಿತ ಉದ್ದೇಶ ಅಥವಾ ಸಂಶೋಧನೆಗಳ ಸುರಕ್ಷಿತ ನೆರವೇರಿಕೆಗೆ ಸಾಮಗ್ರಿಗಳು, ರಚನೆಗಳು, ಯಂತ್ರಗಳು, ಉಪಕರಣಗಳು, ವ್ಯವಸ್ಥೆಗಳು ಮತ್ತು ಕಾರ್ಯವಿಧಾನಗಳ ವಿನ್ಯಾಸ ಮತ್ತು ಅನುಷ್ಠಾನಕ್ಕೆ ತಾಂತ್ರಿಕ, ವೈಜ್ಞಾನಿಕ ಮತ್ತು ಗಣಿತದ ಜ್ಞಾನವನ್ನು ಸಂಪಾದಿಸುವ ಮತ್ತು ಅಳವಡಿಸುವ ಶಿಕ್ಷಣ, ಕಲೆ ಮತ್ತು ವೃತ್ತಿಯಾಗಿದೆ.
subject;['ವಾಸ್ತುಕಲೆ', 'ಕಟ್ಟಡದರಿಮೆ', 'ವಾಸ್ತುಶಿಲ್ಪಶಾಸ್ತ್ರ'];ವಾಸ್ತುಕಲೆಯು ಕಟ್ಟಡಗಳನ್ನು ನಿರ್ಮಿಸುವ, ಕುಸುರಿಗೊಳಿಸುವ ಒಂದು ಕಲೆ.
subject;['ಸೈಬರ್\u200cನೆಟಿಕ್ಸ್'];ಸೈಬರ್‌ನೆಟಿಕ್ಸ್ ಎಂಬುವುದು ಯಂತ್ರಮಾನವರ ಅಧ್ಯಯನಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ವಿಜ್ಞಾನದ ಅತ್ಯಾಧುನಿಕ ಶಾಖೆ. ಮಿದುಳು, ನರಮಂಡಲ, ಕಂಪ್ಯೂಟರ್‌ನಂಥ ಯಂತ್ರಗಳ ಸ್ವನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ ಮತ್ತು ಸ್ವಾಮ್ಯಗಳನ್ನು ಕುರಿತ ಶಾಸ್ತ್ರವಿಭಾಗ.
subject;['ಬೀಜಗಣಿತ', 'algebra', 'ಪ್ರಾಥಮಿಕ ಬೀಜಗಣಿತ'];ಬೀಜಗಣಿತವು ಗಣಿತಶಾಸ್ತ್ರದ ಒಂದು ಪ್ರಮುಖ ಅಂಗ.ಬೀಜಗಣಿತದ ಜ್ಞಾನವಿಲ್ಲದೆ ಗಣಿತದ ಪರಿಪೂರ್ಣ ಅರಿವಾಗಲು ಸಾದ್ಯವಿಲ್ಲ.ವಿಜ್ಞಾನಿಗಳು,ತಂತ್ರಜ್ಞರು ದಿನನಿತ್ಯ ಬೀಜಗಣಿತವನ್ನು ಉಪಯೋಗಿಸುತ್ತಾರೆ.ವಾಣಿಜ್ಯ ಹಾಗೂ ಕೈಗಾರಿಕೋದ್ಯಮದಲ್ಲಿಯೂ ಬೀಜಗಣಿತ ಹಲವಾರು ಸಮಸ್ಯೆಗಳ ಪರಿಹಾರಕ್ಕೆ ಬಳಕೆಯಾಗುತ್ತದೆ.ಇದರ ಪ್ರಾಮುಖ್ಯತೆಯಿಂದ ಪ್ರಪಂಚದಾದ್ಯಂತ ಶಾಲಾ ಕಾಲೇಜುಗಳಲ್ಲಿ ಬೀಜಗಣಿತವನ್ನು ಕಲಿಸಲಾಗುತ್ತಿದೆ.ಸಾಮಾನ್ಯವಾಗಿ ೫ ನೇ ತರಗತಿಯಿಂದ ಬೀಜಗಣಿತದ ಅಭ್ಯಾಸ ಪ್ರಾರಂಭ ಮಾಡುವರು.ನಂತರದ ತರಗತಿಗಳಲ್ಲಿ ಬೀಜಗಣಿತದ ಅಧ್ಯಯನ ಬಹು ಮುಖ್ಯ ಪಾತ್ರವಹಿಸುತ್ತದೆ.
subject;['ರೇಖಾಗಣಿತ', 'ಭೂಮಿತಿ'];ರೇಖಾಗಣಿತ ಮಾನವನಿಗೆ ಗೊತ್ತಿರುವ ಅತ್ಯಂತ ಹಳೆಯ ಶಾಸ್ತ್ರಗಳಲ್ಲೊಂದು.
subject;['ತತ್ತ್ವಶಾಸ್ತ್ರ', 'ತತ್ತ್ವಶಾಸ್ತ್ರಜ್ಞ', 'ತತ್ವಜ್ಞಾನ', 'ತತ್ವಶಾಸ್ತ್ರ', 'ತತ್ವಶಾಸ್ತ್ರಜ್ಞ'];ತರ್ಕ ಮತ್ತು ವಿವೇಚನೆಗಳ ಸಹಾಯದಿಂದ ಪ್ರಪಂಚ, ಜೀವನ, ಅಸ್ತಿತ್ವ, ದೈವತ್ವ, ನೈಜತೆ, ಮುಂತಾದ ಆಳವಾದ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹುಡುಕುವ ಮಾನವನ ಯತ್ನವನ್ನು ತತ್ತ್ವಶಾಸ್ತ್ರ ಎಂದು ಪರಿಗಣಿಸಬಹುದು.
subject;['ಲೋಹಶಾಸ್ತ್ರ'];ಲೋಹಶಾಸ್ತ್ರ ಎಂದರೆ ಅದಿರಿನಿಂದ ಲೋಹವನ್ನು ಬೇರ್ಪಡಿಸಿ ಉಪಯೋಗಿಸುವ ವಿಜ್ಞಾನದ ಶಾಖೆ.ಇದರಲ್ಲಿ 'ಸಂಸ್ಕರಣ ಲೋಹಶಾಸ್ತ್ರ 'ಮತ್ತು 'ಭೌತಿಕ' ಅಥವಾ 'ಮಿಶ್ರಲೋಹ' ಲೋಹಶಾಸ್ತ್ರ ವೆಂದು ಎರಡು ವಿಧಗಳು ಬೆಳೆದು ಬಂದಿವೆ.ಸಂಸ್ಕರಣ ಲೋಹ ಶಾಸ್ತ್ರವು ಅದಿರಿನಿಂದ ಲೋಹಗಳನ್ನು ಬೇರ್ಪಡಿಸಿ ಶುದ್ದೀಕರಿಸುವ ವಿಧಾನಗಳನ್ನು ತಿಳಿಸುತ್ತದೆ.
subject;['ಆರೋಗ್ಯಶಾಸ್ತ್ರ'];ಆರೋಗ್ಯಶಾಸ್ತ್ರ ವೆಂಬುದು ಆರೋಗ್ಯದ ರಕ್ಷಣೆ ಹಾಗು ಸ್ವಸ್ಥ ಜೀವನಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಅಭ್ಯಾಸಗಳಿಗೆ ಸೂಚಿತವಾಗಿದೆ.
subject;['ಭೌತಶಾಸ್ತ್ರ', 'ಭೌತ ವಿಜ್ಞಾನ', 'ಭೌತವಿಜ್ಞಾನ', 'ಭೌತಶಾಸ್ತ್ರಜ್ಞ'];ಭೌತಶಾಸ್ತ್ರವು
subject;['ಜೀವಶಾಸ್ತ್ರ', 'ಜೀವ ವಿಜ್ಞಾನ', 'ಜೀವವಿಜ್ಞಾನ'];ಜೀವಶಾಸ್ತ್ರ ಅಥವಾ ಜೀವವಿಜ್ಞಾನವು ಬದುಕಿರುವ ಜೀವಿಗಳ ಮತ್ತು ಜೀವರಾಶಿಗಳ ಬಗೆಗೆ ಅಧ್ಯಯನ ಮಾಡುವ ಒಂದು ನೈಸರ್ಗಿಕ ವಿಜ್ಞಾನ.
subject;['ಅಪರಾಧ-ಶಾಸ್ತ್ರ'];ಅಪರಾಧ-ಶಾಸ್ತ್ರ ವೆಂದರೆ ಜನರ ಮತ್ತು ಸಮಾಜದಲ್ಲಿನ ಅಪರಾಧದ ರೀತಿ, ವ್ಯಾಪ್ತಿ, ಕಾರಣ ಮತ್ತು ನಿಯಂತ್ರಣದ ವೈಜ್ಞಾನಿಕ ಅಧ್ಯಯನವಾಗಿದೆ.
subject;['ಭಾಷಾ ವಿಜ್ಞಾನ', 'ಭಾಷಾ ಶಾಸ್ತ್ರ', 'ಭಾಷಾಶಾಸ್ತ್ರ', 'ಸಂಶೋಧನೆಯ ವಲಯಗಳು'];ಭಾಷೆ ಎನ್ನುವುದು ಮನುಕುಲಕ್ಕೆ ಮಾತ್ರ ಸೀಮಿತವಾದದ್ದು.
subject;['ಮಾನವಶಾಸ್ತ್ರ', 'ಮಂದಿಯರಿಮೆ'];ಮಾನವಶಾಸ್ತ್ರ ಅಧ್ಯಯನವಾಗಿದೆ ಮಾನವರು ಮತ್ತು ಮಾನವ ನಡವಳಿಕೆಯ ಮತ್ತು ಸಮಾಜಗಳು ಕಳೆದ ಮತ್ತು ಪ್ರಸ್ತುತ.
subject;['ಸಮಾಜಶಾಸ್ತ್ರ'];ಸಮಾಜಶಾಸ್ತ್ರವು ಸಮಾಜ ವಿಜ್ಞಾನಗಳಲ್ಲಿ ಹೊಸದಾದ ಮತ್ತು ಬಹುಶೀಘ್ರವಾಗಿ ಬೆಳೆಯುತ್ತಿರುವ ಜ್ಞಾನ ಶಾಖೆಗಳಲ್ಲೊಂದು.
subject;['ಲಲಿತಕಲೆ'];ಐರೋಪ್ಯ ಶೈಕ್ಷಣಿಕ ಸಂಪ್ರದಾಯಗಳಲ್ಲಿ, ಲಲಿತಕಲೆ ಎಂದರೆ ಮುಖ್ಯವಾಗಿ ಸೌಂದರ್ಯಕ್ಕಾಗಿ ಬೆಳೆಸಲಾದ ಕಲೆ.
subject;['ದೃಗ್ವಿಜ್ಞಾನ'];ದೃಗ್ವಿಜ್ಞಾನ ಎನ್ನುವುದು ಬೆಳಕಿನ ವರ್ತನೆ ಮತ್ತು ಲಕ್ಷಣಗಳನ್ನು, ವಸ್ತುವಿನ ಜೊತೆಗೆ ಅದರ ಸಂವಹನ ಮತ್ತು ಅದನ್ನು ಬಳಸುವ ಅಥವಾ ಶೋಧಿಸುವ ಉಪಕರಣಗಳ ರಚನೆಯನ್ನು ಅಧ್ಯಯಿಸುವ ಭೌತಶಾಸ್ತ್ರದ ಒಂದು ಶಾಖೆ.
subject;['ಗೃಹವಿಜ್ಞಾನ'];ಗೃಹವಿಜ್ಞಾನ ಕೌಟುಂಬಿಕ ಜೀವನಕ್ಕೆ ಸಂಬಂಧಪಟ್ಟಂತೆ ಗೃಹಿಣಿಯಾದವಳು ಗೃಹವನ್ನು ಯಾವ ರೀತಿ ಓರಣವಾಗಿಟ್ಟುಕೊಳ್ಳಬೇಕೆಂಬುದನ್ನು ಕುರಿತು ಇರುವ ವಿಜ್ಞಾನ.
substance-role;['ಮಿಶ್ರಣ'];ರಸಾಯನಶಾಸ್ತ್ರದಲ್ಲಿ, ಮಿಶ್ರಣ ಎಂದರೆ ಭೌತಿಕವಾಗಿ ಸೇರಿಸಲಾದ ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ಭಿನ್ನ ವಸ್ತುಗಳಿಂದ ತಯಾರಾದ ವಸ್ತು.
substance-role;['ಮಿಶ್ರ ಲೋಹ', 'ಮಿಶ್ರಲೋಹ'];ಮಿಶ್ರಲೋಹ ಎಂದರೆ ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚಿನ ಮೂಲಧಾತುಗಳ ಮಿಶ್ರಣ.ಇದು ಲೋಹಗಳ ಮಿಶ್ರಣ ಅಥವಾ ಲೋಹಗಳೊಂದಿಗೆ ಅಲೋಹಗಳ ಮಿಶ್ರಣ ಕೂಡಾ ಆಗಬಹುದು.ಮೂಲಲೋಹಗಳಲ್ಲಿರುವ ಮೃದುತ್ವ,ತುಕ್ಕು ಹಿಡಿಯುವಿಕೆ ಮುಂತಾದ ಅನಾನುಕೂಲತೆಗಳನ್ನು ಹೋಗಲಾಡಿಸಲು ಮಿಶ್ರಲೋಹಗಳನ್ನು ಸೃಷ್ಟಿಸುತ್ತಾರೆ.
substance-role;['ಸಾರ'];ಸಾರವು ಮೂಲಸಾಮಗ್ರಿಯ ಒಂದು ಭಾಗವನ್ನು, ಹಲವುವೇಳೆ ನೀರು ಅಥವಾ ಎಥನಾಲ್‍ನಂತಹ ದ್ರಾವಕವನ್ನು ಬಳಸಿ, ಹೊರತೆಗೆದು ತಯಾರಿಸಲಾದ ವಸ್ತು.
substance-role;['ಕಂಚು'];ಕಂಚು ಒಂದು ಮಿಶ್ರ ಲೋಹವಾಗಿದೆ.
substance-role;['ಹಿತ್ತಾಳೆ'];ಹಿತ್ತಾಳೆ ಯು ಯಾವುದೇ ಪ್ರಮಾಣದಲ್ಲಿ ತಾಮ್ರ ಹಾಗೂ ಸತು/ಸತುವುಗಳನ್ನು ಸೇರಿಸಿ ತಯಾರಿಸಿದ ಮಿಶ್ರಲೋಹವಾಗಿದೆ. ಸತು/ಸತುವು ಹಾಗೂ ತಾಮ್ರಗಳ ವಿವಿಧ ಪ್ರಮಾಣದ ಅನುಪಾತಗಳು ವೈವಿಧ್ಯಮಯ ಗುಣಲಕ್ಷಣಗಳಿಂದ ಕೂಡಿದ ಹಿತ್ತಾಳೆಯ ರೂಪಾಂತರಗಳನ್ನು ನೀಡುತ್ತವೆ.
substance-role;['ಕಲಬೆರಕೆ', 'ಕಲಸುಮೇಲೋಗರ'];ಕಲಬೆರಕೆ ಎಂದರೆ ಕಾನೂನಾತ್ಮಕ ಅಥವಾ ಇತರ ಕಾರಣಗಳಿಗಾಗಿ ಸೇರಿಸಲು ಅನುಮತಿ ಇಲ್ಲದಿದ್ದರೂ ಆಹಾರ, ಇಂಧನಗಳು ಅಥವಾ ರಾಸಯನಿಕಗಳಂತಹ ಪದಾರ್ಥಗಳೊಳಗೆ ಇತರ ಪದಾರ್ಥಗಳನ್ನು ಸೇರಿಸುವುದು.
substance-role;['ಕ್ರಿಯಾವರ್ಧಕ'];ಕ್ರಿಯಾವರ್ಧಕ ವೆಂಬುದು ಆಮ್ಲಜನಕದ ಸಹಾಯದಿಂದ ಜೀವಿಸುವ ಎಲ್ಲಾ ಸಜೀವಿಗಳಲ್ಲಿ ಕಂಡುಬರುವ ಕಿಣ್ವವಾಗಿದೆ.
substance-role;['ಕಾಚು'];ಕಾಚು ಎಂದರೆ ಕೆಲವು ಜಾತಿಯ ಸಸ್ಯಗಳಿಂದ ದೊರೆಯುವ ಒಂದು ಬಗೆಯ ರಾಳದಂಥ ವಸ್ತು.
system-as-description;['ನಾಜಿಸಮ್'];ನಾಜಿಸಮ್, ನಾಜೀ ಪಕ್ಷ ಮತ್ತು ನಾಜೀ ಜರ್ಮನಿಯ ಸಿದ್ಧಾಂತ ಮತ್ತು ಆಚರಣೆಯಾಗಿದೆ.
system-as-description;['ಪರಿಸರ ವ್ಯವಸ್ಥೆ'];ಪರಿಸರ ಇದೇ ಲೇಖನ.
system-as-description;['ಬಂಡವಾಳಶಾಹಿ'];ಬಂಡವಾಳಶಾಹಿ ಯು ಕೇವಲ"ಮಾರುಕಟ್ಟೆಗಳೊಂದಿಗೆ ಸಂಬಂಧಿಸಿದ ಆರ್ಥಿಕ ಪದ್ಧತಿಯಾಗಿರದೆ, ಮಾರುಕಟ್ಟೆಯ ಆಗುಹೋಗುಗಳನ್ನು ನೋಡಿಕೊಳ್ಳುವ ಆಡಳಿತ ವ್ಯವಸ್ಥೆಯೂ ಆಗಿದೆ." ಬಂಡವಾಳಶಾಹಿಯು ಮೂರು ಶ್ರೇಣಿಯ ಅಡಳಿತ ವ್ಯವಸ್ಥೆಗೆ ಪರೋಕ್ಷವಾಗಿ ನೆರವಾಗುತ್ತದೆ.
system-as-description;['ಊಳಿಗಮಾನ ಪದ್ಧತಿ', 'ಊಳಿಗಮಾನ್ಯ ವ್ಯವಸ್ಥೆ'];ಊಳಿಗಮಾನ ಪದ್ಧತಿ ಅನ್ನುವುದು ಶ್ರೀಮಂತರ, ಮತ್ತು ಹಿಡುವಳಿದಾರರ ನಡುವಿನ ಆಳ್ವಿಕೆಯ ಮತ್ತು ಮಿಲಿಟರಿ ಪದ್ಧತಿ.
system-as-description;['ಅರ್ಥ ವ್ಯವಸ್ಥೆ', 'ಆರ್ಥಿಕ ವ್ಯವಸ್ಥೆ'];ಅರ್ಥ ವ್ಯವಸ್ಥೆ/ಆರ್ಥಿಕತೆ ಎಂದರೆ ರಾಷ್ಟ್ರ ಅಥವಾ ಇತರೆ ಪ್ರದೇಶದ, ಕಾರ್ಮಿಕವರ್ಗ, ಬಂಡವಾಳ/ಮೂಲಧನ ಹಾಗೂ ಭೂಮಿ ಸಂಪನ್ಮೂಲಗಳು, ಹಾಗೂ ಉತ್ಪಾದನೆ, ವಿನಿಮಯ, ವಿತರಣೆ, ಹಾಗೂ ಆ ಪ್ರದೇಶದಲ್ಲಿನ ಸರಕುಗಳ ಹಾಗೂ ಸೇವೆಗಳ ಬಳಕೆಗಳಲ್ಲಿ ಸಾಮಾಜಿಕವಾಗಿ ಭಾಗವಹಿಸುವ ಆರ್ಥಿಕ ಕಾರಕಸಂಸ್ಥೆಗಳು ಒಳಗೊಂಡಿರುವ ಒಂದು ಆರ್ಥಿಕ ವ್ಯವಸ್ಥೆ.
task;['ಬ್ಯಾಟಿಂಗ್\u200c', 'ಬ್ಯಾಟಿಂಗ್'];ಕ್ರಿಕೆಟ್ ಎಂಬ ಕ್ರೀಡೆಯಲ್ಲಿ, ಬ್ಯಾಟಿಂಗ್‌‌ ಎಂಬುದು ಓಟ/ರನ್‌‌ಗಳನ್ನು ಗಳಿಸಲು ಅಥವಾ ವಿಕೆಟ್‌‌ಅನ್ನು ಕಳೆದುಕೊಳ್ಳುವುದನ್ನು ತಪ್ಪಿಸಲು ಕ್ರಿಕೆಟ್ ಬ್ಯಾಟಿ ‌ನೊಂದಿಗೆ ಕ್ರಿಕೆಟ್ ಚೆಂಡನ್ನು ಹೊಡೆಯುವ ಕ್ರಿಯೆ ಅಥವಾ ಕೌಶಲ್ಯವಾಗಿರುತ್ತದೆ.
task;['ವರ್ತನೆ'];ವರ್ತನೆಯು ಇತರ ವ್ಯವಸ್ಥೆಗಳು ಅಥವಾ ಸುತ್ತಲಿನ ಜೀವಿಗಳ ಜೊತೆಗೆ ಭೌತಿಕ ಪರಿಸರವನ್ನು ಒಳಗೊಳ್ಳುವ, ಅವುಗಳ ಪರಿಸರದ ಸಂಯೋಗದಲ್ಲಿ ಜೀವಿಗಳು, ವ್ಯವಸ್ಥೆಗಳು, ಅಥವಾ ಕೃತಕ ವಸ್ತುಗಳು ಮಾಡುವ ಕ್ರಿಯೆಗಳು ಮತ್ತು ವಿಲಕ್ಷಣತೆಗಳ ವ್ಯಾಪ್ತಿ.
task;['ಮೂದಲಿಸುವಿಕೆ'];ಮೂದಲಿಸುವಿಕೆ ಎಂದರೆ ಗ್ರಾಹಿಯ ಸ್ಥೈರ್ಯಗೆಡಿಸುವ ಅಥವಾ ಅವರಿಗೆ ಸಿಟ್ಟುಬರಿಸಿ ಯೋಚಿಸದೇ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ವರ್ತನೆಗಳನ್ನು ಪ್ರೋತ್ಸಾಹಿಸುವ ಉದ್ದೇಶ ಹೊಂದಿರುವ ಯುದ್ಧಘೋಷ, ಹೀಯಾಳಿಕೆಯ ಹೇಳಿಕೆ, ಸನ್ನೆ ಅಥವಾ ಅವಮಾನ.
task;['ವ್ಯವಕಲನ'];ವ್ಯವಕಲನವು ವಸ್ತು ಅಥವಾ ಸಂಖ್ಯೆಗಳ ಪೈಕಿ ಒಂದನ್ನು ಇನ್ನೊಂದರಲ್ಲಿ ಕಳೆಯುವ ಗಣಿತದ ಪ್ರಕ್ರಿಯೆ.
