abstract-quality;['personalidad', 'perfil', 'caracter', 'carácter', 'personalidades'];Concepto en psicología
socially-constructed-person;['nuera', 'hijo o hija politica', 'hija politica', 'hija política', 'hijo o hija política', 'hijo politico', 'hijo político', 'hijos politicos', 'hijos políticos', 'nuera/yerno', 'nuera o yerno', 'nuera y yerno', 'yerno', 'yerno/nuera', 'yerno o nuera', 'yerno y nuera'];Cónyuge del hijo o de la hija
socially-constructed-person;['wilhelm grimm', 'wilhelm karl grimm', 'wilhelm carl grimm'];Lingüista, literato y mitólogo alemán
socially-constructed-person;['shah', 'sah', 'cha', 'sha', 'sha de irán', 'shah de irán', 'sah de iran', 'sah de irán', 'sah de persia', 'sha de iran', 'sha de persia', 'shah de iran', 'shahanshah'];Monarca de Irán-Persia
socially-constructed-person;['ashuin', 'asvins', 'abhidja', 'advin', 'ashuini kumara', 'ashvin', 'ashvins', 'ashwin', 'ashwini', 'ashwinis', 'ashwins', 'ashwínī', 'asuini-kumaras', 'asuini kumara', 'asvines', 'asvini', 'asvini kumara', 'aswini-kumaras', 'aswini kumaras', 'aśvin', 'aśvina kumaras', 'aśvina kumāras', 'aśvins', 'aśvinā kumāras', 'aśvína kumaras', 'aśvína kumāras', 'aśvínā kumāras', 'dasra', 'dasrá', 'nasatiya', 'nasatya', 'nasatyas', 'nashatia', 'nashatiau', 'násatya', 'nāshatiau', 'nā́satya', 'ashvini kumara', 'ashwini kumaras', 'aswini'];Estrella enana amarilla
socially-constructed-person;['john von neumann', 'von neumann', 'neumann'];Matemático húngaro-estadounidense
socially-constructed-person;['robert frost', 'robert lee frost'];Poeta estadounidense
socially-constructed-person;['richard nixon', 'richard m. nixon', 'richard milhous nixon', 'richard m nixon', 'richard milhouse nixon', 'administración nixon', 'el presidente nixon', 'nixon'];37.º Presidente de Estados Unidos
socially-constructed-person;['george h.w. bush', 'george herbert walker bush', 'george h. w. bush', 'george bush', 'bush', 'george h w bush', 'george bush padre', 'george bush senior', 'george herbert bush', 'george h. bush', 'george hw bush'];41° presidente de los Estados Unidos
socially-constructed-person;['expatriado', 'exiliado', 'expatriada', 'exiliada', 'expatriacion', 'expatriación', 'expatriar', 'expatriados', 'ex-pat'];Persona que reside en un país y cultura distinta de donde nació y se educó
socially-constructed-person;['peso crucero', 'peso mediopesado', 'peso semipesado', 'peso semi pesado', 'peso semicompleto', 'crucero'];Categoría competitiva en deporte
socially-constructed-person;['(1203) nanna', '1203 nanna'];Asteroide
socially-constructed-person;['eleanor roosevelt', 'anna eleanor roosevelt'];Diplomática y activista estadounidense por los derechos humanos.
socially-constructed-person;['latona', 'leto'];Diosa de la mitología griega
socially-constructed-person;['nike', 'nice', 'niké'];Diosa de la victoria en la mitología griega
socially-constructed-person;['autor', 'escritor', 'autora', 'escritora', 'autores', 'escritores', 'autor literario', 'autoria', 'autoría', 'coautor', 'escritora de cuentos'];Creador de una obra original
socially-constructed-person;['engels', 'friedrich engels', 'federico engels', 'friederich engels', 'engels friedrich', 'frédéric engels', 'engels, friedrich'];Pensador y economista, cofundador del socialismo científico.
space-region;['equinoccio', 'equinoccio de otoño', 'equinoccio de primavera', 'punto equinoccial', 'equinoccio vernal', 'equinoccios', 'equinoccio autumnal', 'equinocio', 'equinoxio', 'equinoccio primavera', 'primer punto de aries'];Evento astronómico donde el Sol está directamente sobre el ecuador de la Tierra
space-region;['plano', 'capa', 'semiplano'];Objeto geométrico de dos dimensiones y puntos y rectas infinitas
space-region;['burbuja de jabón', 'pompa de jabón', 'burbujas de jabón', 'pompas de jabón', 'burbuja de jabon', 'burbujas de jabon', 'película de jabón', 'pompa de jabon', 'pompas de jabon', 'burbuja', 'pelicula de jabon', 'pompero'];Capa de líquido con dos películas muy finas de jabón y agua que forma una esfera hueca
space-region;['órbita geosíncrona', 'orbita geosincrona', 'orbita geosincronica', 'orbita geosincrónica', 'orbita geosíncrona', 'orbitas geosincronas', 'orbitas geosíncronas', 'órbita geosincrona', 'órbita geosincronica', 'órbita geosincrónica', 'órbitas geosincronas', 'órbitas geosíncronas', 'geosíncronico', 'geosíncrono', 'órbita geoestacionaria'];Órbita geocéntrica que tiene el mismo periodo orbital que el periodo de rotación sideral de la Tierra
space-region;['estalagmita', 'estalagmitas'];Formación mineral alargada que se forma en el suelo de una cueva por precipitacion química
space-region;['foco'];Punto singular de una curva
space-region;['trópico de cáncer', 'tropico de cancer', 'tropico de cáncer', 'trópico de cancer'];Latitud más septentrional en la que el sol puede ocupar el cénit
space-region;['trópico de capricornio', 'tropico de capricornio'];Latitud más meridional en la que el sol puede ocupar el cénit
space-region;['curso', 'camino', 'dirección', 'trayectoria', 'derrotero', 'rumbo', 'curso de navegacion', 'curso de navegación', 'ruta de navegacion', 'ruta de navegación'];Ángulo entre la dirección seguida por un móvil y la dirección del norte geográfico o del norte magnético
space-region;['divisoria de aguas', 'divisoria', 'divisoria de drenaje', 'línea divisoria', 'parteaguas', 'cuenca fluvial', 'divortium aquarium', 'divortium aquarum', 'linea divisoria de las aguas', 'línea divisoria de las aguas', 'interfluvio', 'cuenca triple', 'separación de agua'];Línea que separa las cuencas de drenaje vecinas
space-region;['espuma'];Capa de líquido globular enclaustrando vapor o gas
space-region;['meridiano de greenwich', 'meridiano cero', 'meridiano 0', 'primer meridiano'];Meridiano
space-region;['romboedro', 'romboedrica', 'romboedricas', 'romboedrico', 'romboedricos', 'romboédrica', 'romboédricas', 'romboédrico', 'romboédricos'];Poliedro compuesto por seis rombos
space-region;['poliedro convexo', 'politopo convexo', 'poliedros convexos'];Recinto convexo de un conjunto finitode puntos en un espacio euclideo
space-region;['pirámide', 'piramide', 'pirámide triangular'];Cuerpo geométrico
space-region;['prismatoide', 'prismoide'];Poliedro cuyos vértices están en dos planos paralelos
space-region;['prisma'];Poliedro con dos caras iguales y paralelas y caras laterales que son paralelogramos
space-region;['paralelepípedo', 'parallelepipedon', 'paralelepipedo', 'paralelipipedo', 'paralelipípedo', 'parallelotope'];Poliedro formado por seis paralelogramos
space-region;['cuboide', 'ortoedro', 'paralelepípedo rectangular', 'paralelepipedo rectangular', 'ortoedrica', 'ortoédrica', 'paralelepipedo ortogonal', 'paralelepipedo recto', 'paralelepípedo ortogonal', 'paralelepípedo recto', 'prisma rectangular recto', 'cuboides'];Paralelepípedo ortogonal
space-region;['toro', 'toroide', 't', 'toro de revolución', 'toro estándar'];Superficie de revolución en forma de rosquilla
space-region;['ruta comercial', 'rutas comerciales', 'ruta de comercio'];Enlaces geográficos entre los centros de producción mercantiles y los mercados de consumo
space-region;['esferoide', 'elipsoide de revolución', 'elipsoide de revolucion', 'esferoide oblato', 'esferoide prolato', 'esferoides'];Volumen generado al rotar una elipse sobre uno de sus ejes
space-region;['cono', 'cono oblicuo', 'superficie conica', 'superficie cónica', 'conoide', 'forma de cono'];Sólido geométrico
space-region;['arruga', 'surco', 'ritidosis', 'aspereza', 'línea', 'patas de gallina', 'arrugas'];Término médico para denominar la presencia de arrugas en piel
space-region;['hoyuelo', 'camanance'];Muesca visible de alguna parte del cuerpo
space-region;['bolo alimenticio', 'bolo'];Los alimentos que ingerimos
space-region;['esfera', 'bola', 'pelota', 'esférica', 'esferica', 'esférico', 'superficie esférica', 'volumen de la esfera', '2-esfera', 'semiesférica'];Lugar geométrico o el conjunto de los puntos del espacio cuyos puntos equidistan de otro interior llamado centro
space-region;['poliedro', '3-politopo', 'poliedros', 'politopo tridimensional', 'bipiramide'];Cuerpo geométrico cuyas caras son planas y encierran un volumen finito
space-region;['perpendicular', 'perpendicularidad'];Propiedad fundamental en matemática
space-region;['ruta de la seda', 'gran ruta de la seda', 'ruta comercial de la seda'];Red de rutas comerciales entre Asia y Europa
space-region;['ascensión recta', 'longitud celeste', 'ar', 'ascension recta', 'r. a.', 'r a', 'r a.', 'longitud celestial', 'longitud eclíptica', 'sistema de coordenadas eclíptica'];Coordenada astronómica usada para localizar los astros sobre la esfera celeste
space-region;['icosaedro regular', 'icosaédrica'];Sólido platónico
space-region;['meridiano', 'meridianos', 'meridiano magnético', 'semimeridiano', 'línea de longitud'];Semicírculos máximos del geoide terrestre que pasan por los polos
space-region;['ecuador', 'ecuador terrestre', 'linea del ecuador', 'línea del ecuador', 'ecuatorial', 'linea ecuatorial', 'línea ecuatorial', 'paralelo del ecuador', 'ecuadores climáticos'];Plano perpendicular al eje de rotación del planeta Tierra, y que pasa por su centro.
space-region;['paralelo', 'latitud', 'círculo de latitud', 'paralelo geográfico', 'circulo de latitud', 'paralelo geografico', 'zonas latitudinales', 'círculos de latitud', 'latitud geográfica', 'latitudes', 'latitudinal', 'línea de latitud', 'paralelo de latitud'];Círculo formado por la intersección del geoide terrestre con un plano imaginario perpendicular al eje de rotación de la Tierra
space-region;['esfera', 'bola', 'pelota', 'esférica', 'esferica', 'esférico', 'superficie esférica', 'volumen de la esfera', '2-esfera', 'semiesférica'];Lugar geométrico o el conjunto de los puntos del espacio cuyos puntos equidistan de otro interior llamado centro
space-region;['poliedro regular', 'sólido platónico', 'sólidos platónicos', 'poliedro regular convexo', 'solido platonico', 'solidos perfectos', 'solidos pitagoricos', 'sólidos perfectos', 'sólidos pitagóricos', 'cuerpo cosmico', 'cuerpo cósmico', 'cuerpo platonico', 'cuerpo platónico', 'poliedro de platon', 'poliedro de platón', 'solido perfecto', 'solido pitagorico', 'solido platonicos', 'sólido perfecto', 'sólido pitagórico', 'sólido platónicos', 'los solidos platonicos', 'los solidos platónicos', 'los sólidos platónicos', 'poliedros regulares convexos', 'solido platónico', 'solidos pitagóricos', 'solidos platonicos', 'solidos platónicos', 'platónico cuerpo', 'poliedros regulares', 'sólido ideal', 'sólido regular convexo'];Poliedro cuyas caras son polígonos regulares congruentes
space-region;['poliedro regular', 'sólido platónico', 'sólidos platónicos', 'poliedro regular convexo', 'solido platonico', 'solidos perfectos', 'solidos pitagoricos', 'sólidos perfectos', 'sólidos pitagóricos', 'cuerpo cosmico', 'cuerpo cósmico', 'cuerpo platonico', 'cuerpo platónico', 'poliedro de platon', 'poliedro de platón', 'solido perfecto', 'solido pitagorico', 'solido platonicos', 'sólido perfecto', 'sólido pitagórico', 'sólido platónicos', 'los solidos platonicos', 'los solidos platónicos', 'los sólidos platónicos', 'poliedros regulares convexos', 'solido platónico', 'solidos pitagóricos', 'solidos platonicos', 'solidos platónicos', 'platónico cuerpo', 'poliedros regulares', 'sólido ideal', 'sólido regular convexo'];Poliedro convexo cuyas caras son polígonos regulares iguales entre sí
space-region;['tetraedro', 'tetraedros', 'tetraédrica', 'dado de 4', 'dado de 4 caras', 'dado de cuatro', 'dado de cuatro caras', 'piramide triangular', 'pirámide triangular', 'tetraedrica', 'tetraedricas', 'tetraedrico', 'tetraedricos', 'tetraedro regular', 'tetraedros regulares', 'tetraédricas', 'tetraédrico', 'tetraédricos', 'ángulo tetraédrico'];Poliedro de cuatro caras
space-region;['hexaedro', 'cubo', 'hexaedro regular'];Poliedro de seis caras
space-region;['decaedro', 'decaedrica', 'decaedrico', 'decaédrica', 'decaédrico', 'decaedricas', 'decaedricos', 'decaedros', 'decaédricas', 'decaédricos', 'decahedron'];Poliedro de diez caras
space-region;['dodecaedro', 'bitronco de trapezoedro pentagonal', 'dado de 12', 'dado de doce', 'dado de doce caras', 'dodecaedrica', 'dodecaedricas', 'dodecaedrico', 'dodecaedricos', 'dodecaedro regular', 'dodecaedros', 'dodecaedros regulares', 'dodecaédricas', 'dodecaédrico', 'dodecaédricos', 'hiperpentagono', 'trapezoedro pentagonal bitruncado', 'dado de 12 caras', 'dodecaédrica', 'hiperpentágono'];Poliedro de doce caras
space-region;['espacio exterior', 'espacio', 'espacio vacío', 'espacio sideral', 'espacio vacio', 'expacio vacio', 'expacio vacío', 'espacio cislunar', 'medio intergaláctico'];Región de vacío entre cuerpos celestes
space-region;['afelio', 'perihelio y afelio', 'aphelio'];Punto más alejado de la órbita de un planeta alrededor del Sol
space-region;['tractor oruga', 'cadena de oruga', 'tracción a oruga', 'caterpillar track', 'oruga', 'oruga banda de rodadura', 'orugas', 'pista continua', 'tractor de orugas', 'vehículos de orugas'];Dispositivo de transporte utilizado principalmente en vehículos pesados
space-region;['medio interplanetario'];Espacio comprendido en la heliosfera
space-region;['rumbo', 'sentido', 'arrumbamiento'];Dirección considerada en el plano del horizonte
space-region;['toroide', 'anillo'];Forma geométrica tridimensional
space-region;['eclíptica', 'eclíptico', 'plano de la eclíptica', 'ecliptica', 'plano de la ecliptica'];Recorrido aparente del Sol
