abstract-region;['tensor', 'cálculo tensorial', 'magnitud tensorial', 'análisis tensorial', 'tensores'];Objeto que amplía la noción del escalar, vector, y matriz.
subject;['pragmática', 'pragmalingüística', 'pragmalinguistica', 'pragmalinguística', 'pragmalingüistica', 'pragmatica', 'pragmaticas', 'pragmatico', 'teoria pragmatica', 'teoría pragmática'];En lingüística, la creación de la diferencia explicativa entre la oración y el significado del hablante.
subject;['eugenesia', 'eugenismo', 'eugenista', 'eugenistas', 'eugenésicas'];Estudio de mejoras de la herencia en la raza humana por la cría controlada y selectiva.
subject;['mitología'];Colección sistemática y estudio de los mitos.
subject;['geopolítica', 'geo-política', 'geo política', 'geopolíticas', 'concepto de geopolitica', 'concepto de geopolítica', 'geo-politica', 'geo politica', 'geopolitica', 'geopoliticas', 'geopolitico', 'geopoliticos', 'geopolítico', 'geopolíticos'];Arte y práctica de utilizar el poder político sobre un territorio determinado.
subject;['óptica', 'optica', 'optica y optometria', 'optica y optometría', 'optico', 'opticos', 'tecnico universitario en optica', 'técnico universitario en optica', 'óptica y optometria', 'óptica y optometría', 'óptico', 'ópticos', 'sistema óptico', 'óptica clásica'];Rama de la física que describe el comportamiento de la luz.
subject;['acústica', 'acustica', 'acustica fisica', 'acústico', 'datos acústicos', 'especialista en acústica'];La ciencia que estudia la producción, la transmisión y los efectos del sonido.
subject;['ingeniería genética', 'manipulación genética', 'biogenética', 'biotecnología genética', 'ingeniería génica', 'modificacion genetica', 'tecnologia del adn recombinante', 'tecnología del adn recombinante', 'ingenieria genetica', 'ingenieria genética', 'ingeniería genetica', 'modificación genética', 'biogenetica', 'biogenetico', 'biogenético', 'biotecnologia genetica', 'biotecnologia genética', 'biotecnología genetica', 'industria genética', 'ingeneria genetica', 'ingenieria genica', 'manipulacion genetica', 'manipulacion genética', 'manipulación genetica', 'tecnología de adn recombinante', 'clon', 'clonación de adn', 'clonación molecular', 'gen de corte y empalme', 'ingeniero genético', 'modificar genéticamente'];1)El conjunto de técnicas para la producción de nuevos genes y la alteración de la estructura de los cromosomas para producir efectos benéficos para el hombre, en agricultura y medicina. 2) La producción intencional de nuevos genes y la alteración de genomas por sustitución o adición de nuevo material genético.
subject;['aeronáutica', 'astronáutica', 'aeronautica', 'astronautica', 'ingeniería espacial', 'aeronauta', 'aeronautico', 'aeronaútica', 'aeronáutico', 'astronautico', 'astronáutico', 'cosmonautica', 'cosmonautico', 'cosmonáutica', 'cosmonáutico', 'ingenieria espacial', 'tecnologia aeroespacial'];Ciencia y práctica del vuelo.
subject;['aeronáutica', 'astronáutica', 'aeronautica', 'astronautica', 'ingeniería espacial', 'aeronauta', 'aeronautico', 'aeronaútica', 'aeronáutico', 'astronautico', 'astronáutico', 'cosmonautica', 'cosmonautico', 'cosmonáutica', 'cosmonáutico', 'ingenieria espacial', 'tecnologia aeroespacial'];Ciencia de los vuelos espaciales.
subject;['folclore', 'folklore', 'folclor', 'demosofía', 'folclórica', 'folclore internacional', 'folclórico', 'folklor', 'folklórico', 'leyenda popular', 'tradiciones populares', 'cultura autóctona', 'demosofia', 'folcklore', 'folclores', 'folclorica', 'folclorico', 'folclorista', 'folklorista', 'folkloristas', 'cuentos populares', 'sabiduría popular'];Tradiciones, creencias comunes, prácticas y costumbre de pueblos, que son trasmitidas coo una forma de vida, con frecuencia por tradición oral como en los relatos folclóricos, leyendas, anécdotas, proverbios, chistes y otras formas de comunicación.
subject;['análisis de regresión', 'regresión', 'análisis de la regresión', 'regresion', 'analisis de la regresion', 'analisis de la regresión', 'analisis de regresion', 'analisis de regresión', 'análisis de la regresion', 'análisis de regresion', 'regresion estadistica', 'regresion estadística', 'regresión estadistica', 'regresión estadística', 'regresion a la media', 'regresión a la media', 'modelo de regresión'];Técnica estadística usada para encontrar la relación linear entre una variable (dependiente) resultante y varias variables de predicción (independientes).
subject;['análisis de regresión', 'regresión', 'análisis de la regresión', 'regresion', 'analisis de la regresion', 'analisis de la regresión', 'analisis de regresion', 'analisis de regresión', 'análisis de la regresion', 'análisis de regresion', 'regresion estadistica', 'regresion estadística', 'regresión estadistica', 'regresión estadística', 'regresion a la media', 'regresión a la media', 'modelo de regresión'];Técnica que examina la relación de una variable dependiente (variable de respuesta) con respecto a las variables independientes especificadas (variables explicativas).
substance-role;['medio de cultivo', 'medio', 'medio nutritivo', 'medio de crecimiento', 'medio cultivo', 'medios de cultivo'];Solución nutriente para el cultivo de células in vitro.
substance-role;['emulsión', 'emulsificación', 'emulsionante', 'emulgente', 'concentrado emulsionable', 'emulsion', 'emulsionar', 'emulsivo', 'agente emulsionante', 'emulsionantes', 'emulsiones'];Dispersión estable de un líquido en un segundo líquido inmiscible, tal como leche (aceite disperso en agua).
substance-role;['emulsión', 'emulsificación', 'emulsionante', 'emulgente', 'concentrado emulsionable', 'emulsion', 'emulsionar', 'emulsivo', 'agente emulsionante', 'emulsionantes', 'emulsiones'];Sustancia que ayuda a combinar dos líquidos, especialmente un líquido a base de agua y aceite.
substance-role;['catalizador', 'acelerador', 'convertidor catalítico', 'convertidor catalitico', 'acelerante'];Sustancia que acelera reacciones químicas.
substance-role;['sistema', 'naturaleza', 'límite', 'sistema termodinámico'];Conjunto de sistemas naturales, que incluyen el aire, el agua y las formas de vida no incluyendo al hombre.
substance-role;['solución', 'disolución', 'disolucion', 'solucion', 'disoluciones', 'disolución saturada', 'mezcla homogénea', 'sobresaturada', 'solucion saturada', 'solucion sobresaturada', 'solución saturada', 'solución sobresaturada', 'soluciones', 'solutos'];Mezcla homogénea, que puede ser líquida, gaseosa o sólida, formada al disolver una o más sustancias.
substance-role;['eluido'];Solución de la materia disolvente y que se disuelve como resultado de la elución.
substance-role;['ventisquero', 'montón de nieve', 'banco de nieve'];Montón de nieve acumulado por el viento.
substance-role;['enjuague bucal', 'colutorio', 'colutorios bucales', 'enjuagues bucales'];Líquido que se usa para enjuagar la boca.
substance-role;['compost', 'abono orgánico', 'compostificación', 'compostaje', 'compos', 'composta', 'compós', 'cómpost', 'estiercol vegetal', 'estiércol vegetal', 'abono organico', 'compost o compostaje', 'la composta', 'granja de lombrices', 'lombricultura', 'té de compost'];Mezcla de materia orgánica en descomposición utilizada para fertilizar y acondicionar el suelo.
substance-role;['compost', 'abono orgánico', 'compostificación', 'compostaje', 'compos', 'composta', 'compós', 'cómpost', 'estiercol vegetal', 'estiércol vegetal', 'abono organico', 'compost o compostaje', 'la composta', 'granja de lombrices', 'lombricultura', 'té de compost'];Descomposición biológica natural de material orgánico en presencia de aire para formar un material tipo humus.
substance-role;['aleación', 'metal', 'aleaciones', 'aleacion', 'aleación de metal', 'metalicidad', 'poblaciones estelares', 'población estelar', 'población iii estrellas', 'pobres en metales', 'rica en metales'];Sustancia de características metálicas y que consiste en dos o más elementos. con pocas excepciones, los componentes son generalmente elementos metálicos.
substance-role;['salmuera'];Agua saturada o fuertemente impregnada con sal.
substance-role;['medio de contraste', 'material de contraste', 'agente de contraste', 'agente contraste', 'medio contraste', 'medios de contraste'];sustancia que se usa para mejorar la visibilidad de estructuras o fluidos dentro del cuerpo
substance-role;['bronce', 'bronces', 'objetos de bronce'];Aleación de cobre, usualmente con estaño como principal aditivo, o también con otros elementos, tales somo fósforo, manganeso, aluminio o silicio.
substance-role;['latón', 'oro de abisinia', 'azófar', 'laton', 'similor', 'azofar', 'oro abisinio', 'bronce', 'objetos de bronce'];Aleación hecha de cobre y de cinc con la posible adición de otros elementos metálicos, con un porcentaje de cinc entre 3 y 46. Es un metal amarillo brillante duro algo similar al oro.
substance-role;['electro', 'electrum', 'oro blanco'];Aleación de plata y oro.
substance-role;['polimerasa', 'polimerasas'];Enzima que cataliza la formación de polímeros a partir de monómeros.
substance-role;['proteasa', 'peptidasa', 'proteasas', 'peptidasas', 'enzima proteolítica', 'proteinasa', 'enzimas proteolíticas', 'escisión proteolítica'];Enzima que cataliza la hidrólisis de un enlace peptídico.
substance-role;['enzima', 'enzimas', 'complejo enzimatico', 'complejo enzimático', 'complejo multienzimatico', 'complejo multienzimático', 'complejos enzimaticos', 'digestion quimica', 'digestion química', 'digestión quimica', 'digestión química', 'encimas', 'fermento', 'biocatalizadores', 'enzimática', 'holoenzima'];Cualquier grupo de proteínas catalíticas que son producidas por células vivientes y que median y promueven los procesos químicos de la vida sin que ellas mismas sean alteradas o destruidas.
substance-role;['metabolito', 'metabolito intermediario', 'metabolitos'];Producto del metabolismo intermediario.
substance-role;['alérgeno', 'alergeno', 'alergénica', 'alergénico', 'alérgenos', 'antialérgicas', 'antialérgicos'];Antígeno, tal como el polen, droga o comida, que induce un estado alérgico en personas o animales.
substance-role;['carcinógeno', 'cancerígeno', 'carcinógenos', 'carcinógena', 'cancerígena', 'carcinogenicidad', 'cancerigeno', 'carcinogena', 'carcinogenico', 'carcinogeno', 'carcinogénico', 'carcinogenesis', 'cancerígenos'];Capacidad o tendencia de una sustancia o de un agente físico para provocar cáncer.
substance-role;['carcinógeno', 'cancerígeno', 'carcinógenos', 'carcinógena', 'cancerígena', 'carcinogenicidad', 'cancerigeno', 'carcinogena', 'carcinogenico', 'carcinogeno', 'carcinogénico', 'carcinogenesis', 'cancerígenos'];Sustancia o agente causante de cáncer.
substance-role;['aluvión', 'depósito aluvial', 'aluvial', 'sedimento aluvial', 'aluvion', 'aluviones', 'deposito aluvial', 'aluviales', 'depósitos aluviales', 'sedimentos aluviales'];Materiales no consolidados, de época reciente.
substance-role;['cenizas volantes', 'ceniza volante', 'cenizas de carbón'];Partículas de ceniza finamente divididas que se arrastran en los gases de escape resultantes de la combustión de combustibles o de otros materiales.
substance-role;['lecho', 'ropa de cama', 'cama', 'basura', 'residuo', 'ropa de cama de material'];Paja, pasto y otros materiales similares sobre los cuales se acuestan los animales.
substance-role;['sedimento', 'depósito', 'depósito sedimentario', 'sedimentos'];Material transportado por el agua que se asienta en el fondo luego que el agua pierde su poder de transporte.
