abstract-quality;['kapribadèn', 'kapribadhen', 'kepribadian'];Kapribadèn ya iku unsur tindak tandhuk.
taxonomic-collective;['agnatha'];Agnatha dipunsebat ugi kaliyan Cyclostomata inggih punika salah siji kéwan saking superkelas saking Craniata.
taxonomic-collective;['bovinae'];Bovinae iku sawijining subfamili saka famili Bovidae sing nyakup manéka golongan kasebar ing 10 génus kéwan kuku driji mawa ukuran médhium nganti gedhé, kalebu sapi dhomèstik, bison, kebo banyu, yak, lan antelope.
taxonomic-collective;['anacardiaceae'];Suku pelem-peleman utawa Anacardiaceae iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['poaceae', 'suket-suketan'];Suku suket-suketan utawa pari-parian iku siji suku saka tetuwuhan keping tunggal.
taxonomic-collective;['lamiaceae'];Lamiaceae iku suku anggota tetuwuhan ngembang.
taxonomic-collective;['traté', 'kembang teraté', 'nymphaea', 'asal usule kembang terate', 'kembang teratai', 'kembang terate'];Teraté iku jeneng génus kanggo tetuwuhan banyu saka suku Nymphaeaceae.
taxonomic-collective;['bantengan', 'vitis'];Bantengan yaiku wit-witan kang diarani bantèngan ing Jawa.
taxonomic-collective;['oleaceae'];Suku mlathi-mlathian utawa Oleaceae iku suku tetuwuhan sing kapérang saka 24 marga lan watara 600 spésies tuwuhan.
taxonomic-collective;['rhamnaceae'];Rhamnaceae iku sawijining suku anggota tetuwuhan ngembang.
taxonomic-collective;['caricaceae'];Caricaceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['moraceae'];Suku ara-araan utawa Moraceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['mangifera'];Mangifera ya iku jeneng marga ing suku pelem-peleman utawa Anacardiaceae.
taxonomic-collective;['meliaceae'];Meliaceae iku suku anggota tetuwuhan ngembang kang akèh-akèhé ngambah wit lan semak-semak ing bangsa Sapindales.
taxonomic-collective;['piperaceae'];Suku Sirih-sirihan utawa Piperaceae iku salah siji suku anggota tetuwuhan ngembang.
taxonomic-collective;['bovidae'];Bovidae iku siji subfamili saka famili sing nyakup manéka golongan kasebar ing 10 génus kéwan kuku driji mawa ukuran médhium nganti gedhé, kalebu sapi dhomèstik, bison, kebo banyu, yak, lan antelope.
taxonomic-collective;['baya', 'crocodylidae', 'bajul'];Baya utawa kerep mau bajul iku reptil sing awak'e gedhé sing urip ing banyu.
taxonomic-collective;['sikas', 'cycas'];Sikas utawa Pakis haji iku saklompok tetuwuhan wiji kabukak sing kagabung sajeroning marga pakis haji utawa Cycas lan uga minangka siji-sijiné génus sajroning suku pakishaji-pakishajian.
taxonomic-collective;['senggani', 'melastoma'];Senggani ya iku waditra gamelan kang pérangan pengasil munié wilah-wilahé kang digawé sing kaca atawa gelas.
taxonomic-collective;['gagak', 'corvus'];Gagak iku salah sijiné kulawarga manuk oceh Kulawarga kéwan kalebu marga Corvus, suku Corvidae.
taxonomic-collective;['equus'];Equus iku génus kéwan saka familia Equidae sing kapérang saka jaran, kuldi, lan zebra.
taxonomic-collective;['abalon'];Abalon inggih punika satunggaling spesiès kerang-kerangan saking familia Haliotidae lan genus Haliotis.
taxonomic-collective;['felis'];Felis ya iku génus saka kucing ing kulawarga Felidae, kalebu kucing omah lan alasan.
taxonomic-collective;['kemladhèh', 'loranthus', 'kemladheh', 'kemladhéh'];Kemladhèh utawa kemladhèyan iku jinisé golongan tetuwuhan parasit obligat kang urip ana ing pang wit tetuwuhan liyané.
taxonomic-collective;['kalkun', 'kalkul'];Kalkun utawa kalkul ya iku aran rong golongan manuk saka kulawarga Galliformes génus Meleagris.
taxonomic-collective;['murbei'];Cithakan:Inuseunril Murbei uga kena diarani arbei kalebu tuwuhan kang bisa dimanfaataké woh lan godhongé.
taxonomic-collective;['lamiales'];Lamiales iku salah siji bangsa tetuwuhan ngembang sing kalebu sajeroning klad euasterids I, asterids, core eudicots, eudicots.
taxonomic-collective;['rubiaceae'];Rubiaceae iku suku anggota tetuwuhan ngembang.
technique;['métodhe èlmiah'];Métodhe èlmiah utawa prosès èlmiah iku siji prosès kaèlmuan kanggo ngetukaké kawruh kanthi sistematis dhedhasar bukti fisis.
technique;['téyologi', 'téologi', 'teologi'];Téyologi (basa Yunani θεος, theos, "Allah, Pangéran", lan λογια, logia, "tetembungan," "pocapan," utawi "wacana") inggih punika wacana ingkang adhedasar pangraos ngenani babagan agama, kerohanian lan Pangéran (Lih.
technique;['program apollo'];Program Apollo iku sarangkéyan misi jaban akasa mawa awak sing diayahi déning Amérikah Sarékat migunakaké pesawat antariksa Apollo dan roket Saturn, sajeroning taun 1961-1975.
technique;['logika matématika', 'logika matematika'];Logika matématika iku cabang logika lan matématika sing ngandhut kajian matématis logika lan aplikasi kajian iki ing bidang-bidang liya sajabaning matématika.
technique;['falconry'];Falconry utawi hawking punika jinising ulah raga ingkang ngginakakenfalcon utawi ugi hawk wonten ing kagiyatan mbeburu.
temporal-region;['jaman wesi'];Cithakan:Sejarah manungsa lan prasejarah Jroning arkéologi, Jaman wesi iku sawijining tahap perkembangan budaya manungsa nalika panggunaan wesi kanggo gawé piranti lan sanjata dominan banget.
temporal-region;['1 juli'];1 Juli punika dinten ingkang kaping 182 utawi 183 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['1 januari'];1 Januari punika dinten ingkang kaping 1 miturut Kalèndher Grégorius.
temporal-region;['2 februari'];2 Februari punika, dinten ingkang kaping 33 miturut Kalèndher Gregorian.
temporal-region;['abad'];Abad iku petungan wektu kang dietung sepuluh dasawarsa utawa satus taun sapisan.
temporal-region;['paskah', 'minggu paskah'];Paskah iku riyaya paling wigati sajeroning taun liturgi gréjawi Kristen.
temporal-region;['1 november'];1 November punika, dinten ingkang kaping 305 utawi 306 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;['natal', '25 desember', '25 dhésèmber'];Natal, saka basa Portugis kang tegesé wiyosan, iku dina riyadi umat Kristen.
temporal-region;['natal', '25 desember', '25 dhésèmber'];25 Dhésèmber punika dinten ingkang kaping 359 utawi 360 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['19 maret'];Cithakan:Maret2017 19 Maret punika, dinten ingkang kaping 78 utawi 79 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;['14 april'];14 April punika dinten ingkang kaping 104 utawi 105 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['24 oktober'];24 Oktober punika, dinten ingkang kaping 297 utawi 298 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;["tisha b'av"];Tisha B'Av inggih punika dinten berkabung kangg ètiyang Yahudi saben taun ingkang tiba ing tanggal 9 wulan Ab inggih punika wulan kaping 5 ing kalender Yahudi.
temporal-region;['12 oktober'];12 Oktober punika, dinten ingkang kaping 285 utawi 286 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;['4 juli'];4 Juli punika dinten ingkang kaping 185 utawi 186 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['dasawarsa'];Dasawarsa iku petungan kang mlaku sepuluh taun sapisan.
temporal-region;['pra-paskah'];Salebetipun agami Kristen, mangsa Pra-Paskah inggih punika mangsa ingkang ngrumiyini Paskah.
temporal-region;['pasaran', 'pancawara', 'peken'];Pasaran utawa ing kalèndher Jawa karan Pancawara, iku pétungan wektu sing suwéné limang dina.
temporal-region;['25 maret'];Cithakan:Maret2017 25 Maret punika, dinten ingkang kaping 84 utawi 85 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;['yom kippur', 'yom kipur'];Yom Kippur iku dina libur wong Yahudi.
temporal-region;['milenium'];Milenium, saka basa Latin millenium iku unit wektu kang dawane 1000 taun.
temporal-region;['riyaya pentahbisan'];Dina Pentahbisan, uga dikenal minangka Festival Kenisah, dirayakake ing kutha Yerusalem nalika tanggal 25 dina Kislew suwene 8 dina.
temporal-region;['saptawara'];Saptawara iku jeneng siji peken utawa minggu sing dumadi saka 7 dina, sajeroning Kalèndher Jawa lan Bali.
temporal-region;['holosen'];Kala Holosen kawiwitan saka 10.000 taun kepungkur nganti tumeka saiki.
temporal-region;['24 mei', '24 mèi'];Cithakan:Mei2017 24 Mei punika, dinten ingkang kaping 144 utawi 145 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;['17 september'];17 September punika, dinten ingkang kaping 260 utawi 261 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;['1 agustus'];1 Agustus punika dinten ingkang kaping 213 utawi 214 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['14 juni'];14 Juni punika dinten ingkang kaping 165 utawi 166 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['29 juni'];29 Juni punika dinten ingkang kaping 180 utawi 181 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['ngaat', 'minggu'];Ngahad utawa Ngakad iku dina kang kapisan sajeroning kalèndher Jawa, ya iku sawisé dina Setu lan sadurungé dina Senèn.
temporal-region;['dinten pamuji sukur'];Dinten Pamuji Sukur inggih punika satunggalipun dinten prèi ingkang wonten ing nagari Amérikah Sarékat lan Kanada, minangka tandha sukur ing pungkasanipun mangsa panén.
temporal-region;['jemuwah adi', 'jemuah adi', 'jemuwah agung'];Jemuwah Adi punika dinten Jemuwah sadèrèngipun Minggu Paskah, dinten pèngetan Panyaliban Yesus Kristus lan sédanipun ing Golgota.
temporal-region;['jura', 'jurassic'];Jura iku périodhe utama sajeroning skala wektu géologi kang dumadi watara 199,6 ± 0,6 tekan 145,4 ± 4,0 yuta taun kapungkur, sawisé périodhe Trias lan ndhisiki périodhe Kapur.
temporal-region;['paleozoikum', 'paléozoikum'];Paléozoikum ya iku era kapisan saka telung era ing eon Fanerozoikum.
temporal-region;['kambriyum', 'kambrium', 'cambrian'];Kambriyum iku période sajeroning skala wektu géologi kang diwiwiti watara 542 ± 1,0 jtl dipungkasi eon Proterozoikum lan mungkasi watara 488,3 ± 1,7 jtl kanthi diwiwitiné période Ordovisium.
temporal-region;['mesozoikum'];Mesozoikum inggih punika salah satunggaling saking era géologi ing eon Fanerozoikum.
temporal-region;['wektu universal kakoordhinasi', 'wektu universal kakoordinasi', 'utc'];Wektu Universal Kakoordinasi, kerep sinebut Wektu Zulu iku wujud wektu atom saka Wektu Universal utawa Wektu Greenwich.
temporal-region;['29 september'];29 September punika, dinten ingkang kaping 272 utawi 273 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;['taun wuntu', 'taun kabisat', 'kabisat'];Taun wuntu utawa taun wuntu ya iku taun kang umuré ditambah sadina tinimbang taun lumrah.
temporal-region;['21 juni'];21 Juni punika dinten ingkang kaping 172 utawi 173 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['neolitik', 'neolitikum', 'neolotikum'];Cithakan:Sajarah manungsa lan prasajarah Neolitik iku fase utawa tingkat kabudayan ing jaman prasajarah kang duwé ciri-ciri wujud unsur kabudayan, kaya déné piranti saka watu kang diasah, tetanèn netep, paternakan, lan panggawéan tembikar.
temporal-region;['mesolitikum'];Mesolitikum atau "Zaman Batu Pertengahan" ya iku sawijinig periode ing perkembangan tèknologi manungsa, antarané Paleolitik utawa Zaman batu Tua lan Neolitikum utawa Zaman batu Muda.
temporal-region;['1 mei', '1 mèi'];1 Mèi punika dinten ingkang kaping 121 utawi 122 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['mangsa udan', 'mangsa rendheng', 'rendheng'];Mangsa udan utawa mangsa rendheng uga mau mangsa teles ya iku mangsa kang njalari curah udan dadi dhuwur ing salah sijiné tlatah ing donya, kang dibandingaké mangsa-mangsa racaké ing sajeroning wektu kang tetep.
temporal-region;['yule'];Yule utawa Yule-tide iku fèstival patengahan mangsa adhem wong-wong Jermanik sing nglibataké pésta pangorbanan sing banjur diserep jroning prayaan Natal.
temporal-region;['palaeolitikum'];Palaeolitikum utawa Paleolitik iku jaman prasajarah sing diwiwiti kira-kira 50.000 nganti 100.000 taun kapungkur.
temporal-region;['pentakosta', 'pantekosta'];Pentakosta, uga diéja Pantekosta, iku dina riyaya Kristiani kang mèngeti prastawa Hyang Roh Suci diasokaké marang para rasul ing Yerusalem, kang dumadi 50 dina sawisé Wungu DalemGusti Yésus Kristus.
temporal-region;['minggu palem'];Minggu Palem punika dinten riyaya Kristen ingkang mesthi dhawah ing dinten Minggu sadèrèngipun Paskah.
temporal-region;['2 maret'];Cithakan:Maret2017 2 Maret punika, dinten ingkang kaping 61 utawi 62 ing warsa kabisat miturut Kalèndher Gregorian.
temporal-region;['mékrad dalem yésus kristus', 'asensi', 'mékrad dalem', 'mékrad dalem yésus'];Mékrad Dalem Yésus Kristus punika prastawa ingkang dumados 40 dinten sasampunipun Wungu Dalem Yésus, ingkang dipunseksèkaken déning murid-murid Dalem, Yésus Kristus kaangkat minggah dhumateng langit lan salajangipun ical saking pasawangan sasampunipun katutup méga, kados déné ingkang dipuncathet salebetipun pérangan Prajanjian Énggal ing Alkitab Kristen.
temporal-region;['mangsa adhem', 'mangsa atis', 'mangsa salju'];Mangsa adhem utawa mangsa atis utawa mangsa salju iku wektu paling adhem ing bumi.
temporal-region;['wektu', 'pambageyan wektu'];Wektu iku rangkeyan momen-momen nalika proses, aksi utawa kaanan iku ana utawa lagi berlangsung.
temporal-region;['januari', 'januar'];Cithakan:Januari2017 Januari iku sasi pisan taun ing Kalendher Gregorius.
temporal-region;['1890-an'];Dasawarsa 1890-an iku kaurut saka taun 1890 nganti 1899.
temporal-region;['1920-an'];Dasawarsa 1920-an iku kaurut saka taun 1920 nganti 1929.
temporal-region;['1930-an'];Dasawarsa 1930-an iku kaurut saka taun 1930 nganti 1939.
temporal-region;['1940-an'];Dasawarsa 1940-an iku kaurut saka taun 1940 nganti 1949.
temporal-region;['1950-an'];Dasawarsa 1950-an iku kaurut saka taun 1950 nganti 1959.
temporal-region;['1960-an'];Dasawarsa 1960-an iku kaurut saka taun 1960 nganti 1969
temporal-region;['1970-an'];Dasawarsa 1970-an iku kaurut saka taun 1970 nganti 1979.
temporal-region;['1990-an'];Dasawarsa 1990-an iku kaurut saka taun 1990 nganti 1999
temporal-region;['halloween'];Halloween utawa Hallowe’en ya iku tradhisi kang dilakoni ing tanggal 30 Oktober utawa malem tanggal 31 Oktober mligi ing Amérikah Sarékat.
temporal-region;['kemis'];Kemis iku dina kalima jroning kalèndher Jawa, sawisé Rebo lan sadurungé Jemuwah.
temporal-region;['jumadilawal'];Jumadilawal iku sasi kalima ing Kalèndher Jawa.
temporal-region;['januari', 'januar'];Cithakan:Januari2017 Januari iku sasi pisan taun ing Kalendher Gregorius.
temporal-region;['tisyri'];[[Hebrew month|letname= Tishrei (תִּשְׁרֵי)|previouslink= Tishrei|previousletter= |nextlink= Marcheshvan|nextletter=Marcheshvan |arrowleft= |num=7|days=30|season=Autumn|gregorian=September–October|filename=Gottlieb-Jews Praying in the Synagogue on Yom Kippur.jpg|name=Yom Kippur|caption=The holiest day of the Jewish calendar,Yom Kippur, the Day of Atonement, takes place
temporal-region;['muharram', 'muharam'];Muharam utawa Muharram iku wulan pisanan sajeroning pananggalan Hijriyah.
temporal-region;['januari', 'januar'];Cithakan:Januari2017 Januari iku sasi pisan taun ing Kalendher Gregorius.
temporal-region;['rebo', "arba'a"];Rebo iku dina kapapat jroning kalèndher Jawa, sawisé Selasa lan sadurungé Kemis.
temporal-region;['dhésèmber', 'desember'];Dhésèmber iku sasi kaping rolas ing taun miturut Kalendher Grégorius.
temporal-region;['dhésèmber', 'desember'];Dhésèmber iku sasi kaping rolas ing taun miturut Kalendher Grégorius.
temporal-region;['mei', 'mèi'];Mèi iku sasi kaping lima taun ing Kalendher Grégorius.
temporal-region;['sèptèmber', 'september'];Sèptèmber iku wulan kaping sanga taun ing Pananggalan Grégorius.
temporal-region;['maret'];Maret iku sasi ping telu taun ing Kalendher Grégorius.
temporal-region;['februari', 'fèbruari'];Fèbruari iku sasi kapindho taun ing Kalendher Gregorius.
temporal-region;['agustus'];Agustus iku sasi kaping wolu taun ing Kalèndher Gregorian.
temporal-region;['juli'];Cithakan:Juli2017 Juli iku sasi kapitu taun ing Kalendher Gregorian.
temporal-region;['april'];Cithakan:April2018 April iku wulan kaping papat taun ing Pananggalan Grégorius.
temporal-region;['juni'];Juni iku sasi ping enem taun ing Kalendher Gregorian.
temporal-region;['novèmber', 'november'];Novèmber iku sasi kaping sewelas ing taun miturut Kalendher Grégorius.
temporal-region;['oktober'];Oktober iku sasi ping sepuluh taun ing Kalendher Grégorius.
temporal-region;['29 fèbruari', '29 februari'];29 Fèbruari punika dinten ingkang kaping 60 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['23 juni'];23 Juni punika dinten ingkang kaping 174 utawi 175 ing taun wuntu miturut Kalèndher Grégorius.
temporal-region;['ramelan', 'ramadan', 'ramadhan'];Ramelan iku sasi ka-sanga ing pananggalan Ijriyah.
temporal-region;['soré', 'sore'];Soré utawa ngasar ya iku sijinéng wektu ing dalem dinten sakmantuné wektu awan.
temporal-region;['novisiat'];Novisiat itu papan pawiyatan kanggo kabèh calon biarawan utawa biarawati agama Katulik.
temporal-region;['abad renaisans', 'renaisans'];Abad Renaisans utawa Jaman Renaisans ya iku jaman lair ulang kabudayan Yunani-Romawi ing Éropah nalika abad kaping 15 nganti 16 M. Kadadéan iku kawiwitan sawisé ana prabawa saka agama Kristen ing kabudayan sing wis ana.
