abstract-quality;['זהות אישית', 'אינדיבידואליות'];מודל סוציולוגי
subject;['פלאוזואולוגיה', 'paleozoologia', 'פליאוזואולוגיה', 'paleozoology', 'palaeozoology'];מדע העוסק בחקר בעלי חיים מאובנים
subject;['מדע המדינה', 'מדעי המדינה', 'politologist', 'וpolitology', 'מדען פוליטי', 'פרשן פוליטי'];ענף במדעי החברה
subject;['סמנטיקה', 'סמנטי', 'תורת המשמעים', 'מבחינה סמנטית'];חקר המשמעות
subject;['פרגמטיקה'];ענף בבלשנות
subject;['בלשנות היסטורית', 'הִיסְטוֹרִית\u200e בַּלְשָׁנוּת\u200e\u200e', 'בלשנות דיאכרונית', 'בלשנות השוואתית', 'diachrony', 'בלשנות הסטורי'];מחקר היסטורי על שפות
subject;['מידענות', 'לימודי מידע', 'אינפורמטיקה', 'ספריית מדע', 'ספרנות'];לימוד מידע וספרנות
subject;['הנדסה גנטית', 'טכנולוגיית ה-dna רקומביננטי', 'גני שחבור', 'מהנדס גנטי', 'מניפולציה גנטית', 'שיבוט'];שינוי מלאכותי של גנים ומידע גנטי ביצורים חיים וצמחים הנעשה על ידי האדם
subject;['אווירונאוטיקה', 'אסטרונאוטיקה', 'אוירונוטיקה', 'אווירונוטיקה', 'אוירונאוטיקה', 'אירונאוטיקה', 'aeronautic'];מדע הנדסי העוסק בחקר התעופה
subject;['תרגום מכונה', 'תרגום מכונה\u200e', 'מכונת תרגום', 'תרגום אוטומטי', 'תרגום באמצעות מכונה'];תרגום בין שפות שונות שנעשה על ידי תוכנה
subject;['כלכלת הבית', 'כלכלת בית', 'אמנויות ביתיות', 'הבית ec'];מקצוע ותחום לימוד העוסק במערכת היחסים בין יחידים, משפחות, קהילות והסביבה בה הם חיים
substance-role;['דשונת', 'קומפוסט', 'קומפוסטציה', 'vermiculture', 'וחוות תולעים', 'תה קומפוסט'];תהליך בו, חומר אורגני מפורק ומשמש כדשן לאדמה
substance-role;['טיח', 'טייח'];חומר המשמש לכיסוי קירות של מבנים
substance-role;['חומר ניגוד', 'בניגוד בינוני', 'סוכנים בניגוד'];חומר המשמש לבדיקות דימות רפואיות
substance-role;['לשד', 'מוהל', 'תפליט עצים', 'הצמח sap'];נוזל המובל בתאי העצה בצמחים
substance-role;['טומבק', 'tambac', 'tombak'];סגסוגת פליז עם תכולת נחושת גבוהה ותכולת אבץ של 5-20%
substance-role;['אלרגן', 'אלרגנים', 'antiallergic'];חומר שעלול לגרום לתגובה אלרגית
substance-role;['פלדת אל-חלד', 'נירוסטה', 'פלב"מ', 'פלדה בלתי מחלידה', 'פלדת אל חלד', 'אלחלד', 'כרום פלדה', 'פלדה אל חלד'];סגסוגת ברזל אשר עמידה בפני חלודה וקורוזיה מסוגים אחרים
system-as-description;['בדלנות', '!הַפְרָדָה', 'independentism', 'independentist', 'תנועת עצמאות'];תמיכה של חברי קבוצה חברתית בהפרדה של הקבוצה מקבוצה גדולה יותר
system-as-description;['קפיטליזם', 'קאפיטליזם', 'חברה קפיטליסטית', 'יוזמה חופשיה', 'כלכלה קפיטליסטית', 'קפיטליזם הגלובלי', 'קפיטליזם תעשייתי'];מונח מתחום מדעי החברה העוסק בשיטה כלכלית-חברתית
system-as-description;['מבנה חברתי', 'מִבְנֶה', 'ארגון החברתי', 'ארגון חברתי', 'מבנים חברתיים', 'מערכת חברתית'];ביטוי נפוץ בסוציולוגיה ובעיקר בתאוריה חברתית
task;['התנהגות', 'התנהגויות', 'התנהגות פסולה'];פעולות או תגובות של אובייקט או אורגניזם
task;['סיכום', 'חיבור', 'סכום', 'חִבּוּר', '+', 'לוח החיבור'];פעולה מתמטית
task;['חישוב', 'חִשּׁוּב', 'חִשׁוּב', 'חישוב\u200e'];פעולות על מספרים
task;['חזקה', 'העלאה בחזקה', 'העלאה בריבוע', 'מעריך', 'ריבוע', 'אלגוריתם ריבוע וכפל', 'חוקי חזקות', 'חזקה מרוכבת', 'מגדל חזקות'];פעולה מתמטית
taxonomic-collection;['עבר לעבר', 'נשלם', 'העבר מושלם', 'מושלם מתוח העבר', 'מתוח נשלם'];זמן דקדוקי של פעולה שקרתה לפני זמן מסוים
taxonomic-collection;['זמן מושלם', 'מושלם', 'מתוח perfective', 'מתוח מושלם'];זמן דקדוקי של מאורע שלפני מאורע אחר
taxonomic-collection;['עָתִיד', 'עתיד', 'עתיד\u200e', 'לשון עתידה'];זמן דקדוקי
taxonomic-collection;['שם', 'ביטוי סמלי', 'נקוב', 'צירוף שמני'];חלק דיבר שחולק תכונות עם שמות עצם ושמות תואר
taxonomic-collection;['מרבי-רגל', 'diplopoda', 'myriapoda', 'myriapods', 'הכיתה diplopoda', 'הכיתה myriapoda'];פרוקי-רגליים
taxonomic-collection;['יחסת אבלטיב', 'האבלטיבוס', 'פולשני'];יחסה המתארת את הפועל שלא כמושא. נסעתי ב- הלכתי מ-
taxonomic-collection;['יחסת מקום'];יחסה המתארת מיקום, כגון ב-
taxonomic-collection;['שם תואר', 'תואר השם', 'צורת ב', 'צורת תארים ב', 'שמות תואר', 'תואר attributive', 'תואר נשוא'];חלק דיבר שמתאר שם עצם או כינוי גוף
taxonomic-collective;['subfamily', 'subfamilies'];רמה טקסונומית
taxonomic-collective;['משפחה', 'תת-משפחה', 'משפחה טקסונומית', 'על-משפחה', 'תת משפחה', 'בטקסונומי המשפחה'];קבוצה טקסונומית, מיון עולם הטבע
taxonomic-collective;['מחלקה', 'מַחְלָקָה', 'אינפרא-מחלקה', 'על-מחלקה', 'תת-מחלקה'];טקסונומיה, מיון עולם הטבע
taxonomic-collective;['סדרה', 'סִדְרָה', 'ordo', 'אינפרא-סדרה', 'תת-סדרה', 'infraorder', 'parvorder', 'suborder'];טקסונומיה, מיון עולם הטבע
taxonomic-collective;['סוג', 'סוּג', 'תת-סוג', 'סוגים'];טקסונומיה, מיון עולם הטבע
taxonomic-collective;['מין', 'מין ביולוגי', 'מין טקסונומי'];טקסונומיה, מיון עולם הטבע
taxonomic-collective;['zostera', 'הסוג zostera'];סוג של צמח
taxonomic-collective;['canellaceae', 'המשפחה canellaceae', 'משפחת canella'];משפחה של צמחים
taxonomic-collective;['קזואריניים', 'casuarinaceae', 'sheoak', 'המשפחה casuarinaceae'];משפחה של צמחים
taxonomic-collective;['darmera', 'peltiphyllum', 'הסוג darmera', 'הסוג peltiphyllum'];מין של צמח
taxonomic-collective;['orontium', 'הסוג orontium'];סוג של צמח
taxonomic-collective;['aphyllanthes', 'aphyllanthes סוג'];סוג של צמח
taxonomic-collective;['viminaria', 'הסוג viminaria'];סוג של צמח
taxonomic-collective;['dipogon', 'הסוג dipogon'];סוג של צמח
taxonomic-collective;['בלזה', 'ochroma', 'הסוג ochroma'];מין של צמח
taxonomic-collective;['sanguinaria', 'הסוג sanguinaria'];מין של צמח
taxonomic-collective;['sanguinaria', 'הסוג sanguinaria'];סוג של צמח
taxonomic-collective;['dendromecon', 'הסוג dendromecon'];סוג של צמח
taxonomic-collective;['pickeringia', 'הסוג pickeringia'];סוג של צמח
taxonomic-collective;['illecebrum', 'הסוג illecebrum'];מין של צמח
taxonomic-collective;['leitneria', 'הסוג leitneria'];מין של צמח
taxonomic-collective;['platystemon', 'הסוג platystemon'];סוג של צמח
taxonomic-collective;['bignonia', 'הסוג bignonia'];סוג של צמח
taxonomic-collective;['petteria', 'הסוג petteria'];סוג של צמח
taxonomic-collective;['parrotiopsis', 'הסוג parrotiopsis'];סוג של צמח
taxonomic-collective;['callistephus', 'הסוג callistephus'];מין של צמח
taxonomic-collective;['callistephus', 'הסוג callistephus'];סוג של צמח
taxonomic-collective;['delairea', 'הסוג delairea'];מין של צמח
taxonomic-collective;['hunnemannia', 'הסוג hunnemania'];מין של צמח
taxonomic-collective;['hunnemannia', 'הסוג hunnemania'];סוג של צמח
taxonomic-collective;['sarcobatus', 'הסוג sarcobatus'];סוג של צמח
taxonomic-collective;['lablab'];סוג של צמח
taxonomic-collective;['muntingia calabura', 'muntingia', 'הסוג muntingia'];מין של צמח
taxonomic-collective;['chamaedaphne', 'הסוג chamaedaphne'];סוג של צמח
taxonomic-collective;['streptosolen', 'הסוג streptosolen'];מין של צמח
taxonomic-collective;['romneya', 'הסוג romneya'];סוג של צמח
taxonomic-collective;['moneses', 'הסוג moneses'];מין של צמח
taxonomic-collective;['moneses', 'הסוג moneses'];סוג של צמח
taxonomic-collective;['parasitaxus', 'הסוג parasitaxus'];מין של צמח
taxonomic-collective;['tolmiea', 'הסוג tolmiea'];סוג של צמח
taxonomic-collective;['saxegothea', 'הסוג saxegothea', 'סאקס-gothea', 'סוג סאקס-gothea'];מין של צמח
taxonomic-collective;['pyxidanthera', 'הסוג pyxidanthera'];סוג של צמח
taxonomic-collective;['halimodendron', 'halimodendron סוג'];סוג של צמח
taxonomic-collective;['onoclea', 'הסוג onoclea'];סוג של צמח
taxonomic-collective;['parochetus', 'הסוג parochetus'];סוג של צמח
taxonomic-collective;['מכנף נאה', 'tipuana tipu', 'רוזווד', 'סוג מכנף נאה'];סוג של צמח
taxonomic-collective;['מכנף נאה', 'tipuana tipu', 'רוזווד', 'סוג מכנף נאה'];מין של צמח
taxonomic-collective;['אחירותם החורש', 'spartium junceum', 'אחירותם', 'אחירתם', 'הסוג אחירתם'];מין של צמח
taxonomic-collective;['bruckenthalia', 'הסוג bruckenthalia'];מין של צמח
taxonomic-collective;['bruckenthalia', 'הסוג bruckenthalia'];מין של צמח
taxonomic-collective;['comptonia', 'הסוג comptonia'];מין של צמח
taxonomic-collective;['lindheimera', 'הסוג lindheimera'];סוג של צמח
taxonomic-collective;['heteromeles', 'heteromeles סוג'];סוג של צמח
taxonomic-collective;['lophosoria', 'הסוג lophosoria'];סוג של צמח
taxonomic-collective;['microstrobos', 'הסוג microstrobos'];סוג של צמח
taxonomic-collective;['chordospartium', 'הסוג chordospartium'];סוג של צמח
taxonomic-collective;['chordospartium', 'הסוג chordospartium'];סוג של צמח
taxonomic-collective;['chordospartium', 'הסוג chordospartium'];סוג של צמח
taxonomic-collective;['anadenanthera', 'הסוג anadenanthera'];סוג של צמח
taxonomic-collective;['פטריות חוט', 'chytridiomycetes', 'chytridiomycetes הייצוגי'];מערכה של פטריות
taxonomic-collective;['דשא חצר משק', 'crus-גלי', 'echinochloa', 'echinochloa crusgalli', 'דוחן אסם', 'דשא אסם'];מין של צמח
taxonomic-collective;['אדר מכסיף', 'acer saccharinum', 'הכסף מייפל'];מין של צמח
taxonomic-collective;['menyanthaceae', 'בmenyanthaceae המשפחה', 'המשפחה menyanthaceae', 'משפחת buckbean'];משפחה של צמחים
taxonomic-collective;['symplocaceae', 'המשפחה symplocaceae', 'משפחת sweetleaf'];משפחה של צמחים
taxonomic-collective;['ceratopetalum', 'הסוג ceratopetalum'];סוג של צמח
taxonomic-collective;['daboecia', 'הסוג daboecia'];סוג של צמח
taxonomic-collective;['lepechinia', 'sphacele', 'הסוג lepechinia', 'הסוג sphacele'];סוג של צמח
taxonomic-collective;['dictamnus', 'הסוג dictamnus'];סוג של צמח
taxonomic-collective;['אלה', 'pistacia', 'הסוג pistacia'];סוג של עץ
taxonomic-collective;['צלפיים', 'capparidaceae', 'המשפחה capparidaceae', 'משפחת צלפים'];משפחה של צמחים
taxonomic-collective;['bryaceae', 'המשפחה bryaceae'];משפחה של צמחים
taxonomic-collective;['בזיים', 'falconidae', 'בזאים', 'המשפחה falconidae'];משפחה של עופות דורסים
taxonomic-collective;['טלליתיים', 'droseraceae', 'המשפחה droseraceae', 'משפחת sundew'];משפחה של צמחים
taxonomic-collective;['זאמיים', 'zamiaceae', 'המשפחה zamiaceae', 'משפחת זאמיה'];משפחה של צמחים
taxonomic-collective;['אלף העלה', 'haloragaceae', 'haloragidaceae', 'המשפחה haloragaceae', 'המשפחה haloragidaceae', 'משפחת המים milfoil'];משפחה של צמחים
